"param","truth","mean","sd","q025","q975","bias","abs_bias","covered","method","xsd"
"beta12",0,0.220336667186,0.199778629782755,-0.16610105,0.596805825,0.220336667186,0.220336667186,TRUE,"Proposed",0.5
"beta13",0,0.291252847712,0.243062108067399,-0.19363695,0.74441735,0.291252847712,0.291252847712,TRUE,"Proposed",0.5
"beta14",0,-0.1993051039694,0.205732335216319,-0.596109025,0.19605865,-0.1993051039694,0.1993051039694,TRUE,"Proposed",0.5
"beta15",0,0.220213688692,0.218497188813366,-0.200915225,0.65095725,0.220213688692,0.220213688692,TRUE,"Proposed",0.5
"beta16",0,-0.04433705658,0.214947271593476,-0.47763115,0.353658625,-0.04433705658,0.04433705658,TRUE,"Proposed",0.5
"beta17",0,-0.0366002288156,0.211474948899629,-0.438162675,0.370708925,-0.0366002288156,0.0366002288156,TRUE,"Proposed",0.5
"beta18",0,0.236499720043,0.20827727353785,-0.17610775,0.649694725,0.236499720043,0.236499720043,TRUE,"Proposed",0.5
"beta19",0,0.49804845529,0.204787808682809,0.10565115,0.894796125,0.49804845529,0.49804845529,FALSE,"Proposed",0.5
"beta20",0,0.044021986265,0.219943125400239,-0.3865973,0.470088325,0.044021986265,0.044021986265,TRUE,"Proposed",0.5
"eta",0.4,0.434230358,0.192251084739409,0.17165805,0.914699725,0.034230358,0.034230358,TRUE,"Proposed",0.5
"beta1",1,0.748176271,0.210987109322607,0.30623755,1.16509275,-0.251823729,0.251823729,TRUE,"Naive",0.5
"beta2",2,1.499879926,0.21574890608015,1.06639,1.932254,-0.500120074,0.500120074,FALSE,"Naive",0.5
"beta3",3,2.38188105,0.221074457452994,1.9544015,2.79740275,-0.61811895,0.61811895,FALSE,"Naive",0.5
"beta4",-4,-3.67929114,0.264171158935478,-4.20572025,-3.17227375,0.32070886,0.32070886,TRUE,"Naive",0.5
"beta5",-5,-4.19301059,0.270224634150282,-4.701048,-3.65341275,0.80698941,0.80698941,FALSE,"Naive",0.5
"beta6",0,-0.148791803371,0.191668572618274,-0.53162765,0.22864285,-0.148791803371,0.148791803371,TRUE,"Naive",0.5
"beta7",0,-0.128220979653,0.223508253812245,-0.572166525,0.2976539,-0.128220979653,0.128220979653,TRUE,"Naive",0.5
"beta8",0,-0.2328370315948,0.205760882837268,-0.635217625,0.176552875,-0.2328370315948,0.2328370315948,TRUE,"Naive",0.5
"beta9",0,-0.032141695633,0.201952613251637,-0.4245551,0.352961175,-0.032141695633,0.032141695633,TRUE,"Naive",0.5
"beta10",0,0.3133759034353,0.210088270429827,-0.09009479,0.728428275,0.3133759034353,0.3133759034353,TRUE,"Naive",0.5
"beta11",0,-0.225104662676,0.20842269554133,-0.60107515,0.188406425,-0.225104662676,0.225104662676,TRUE,"Naive",0.5
"beta12",0,0.250976379738,0.210802399535059,-0.1719461,0.664803175,0.250976379738,0.250976379738,TRUE,"Naive",0.5
"beta13",0,0.229197286668,0.202918537854401,-0.1805824,0.609670375,0.229197286668,0.229197286668,TRUE,"Naive",0.5
"beta14",0,-0.105437846544,0.218711168053263,-0.53118515,0.322835325,-0.105437846544,0.105437846544,TRUE,"Naive",0.5
"beta15",0,0.18068776087,0.199342643074639,-0.2213846,0.57101305,0.18068776087,0.18068776087,TRUE,"Naive",0.5
"beta16",0,-0.100635712619,0.212033230295184,-0.530487275,0.3196901,-0.100635712619,0.100635712619,TRUE,"Naive",0.5
"beta17",0,0.02933628173,0.210901657793682,-0.38120425,0.437679225,0.02933628173,0.02933628173,TRUE,"Naive",0.5
"beta18",0,0.236858061305,0.216092670990275,-0.18630445,0.667941025,0.236858061305,0.236858061305,TRUE,"Naive",0.5
"beta19",0,0.49749197362,0.213761254893035,0.076265475,0.92288195,0.49749197362,0.49749197362,FALSE,"Naive",0.5
"beta20",0,0.061053766492,0.191150712591625,-0.301817725,0.429458975,0.061053766492,0.061053766492,TRUE,"Naive",0.5
"beta1",1,0.883853005,0.236976576629345,0.434204375,1.3803375,-0.116146995,0.116146995,TRUE,"Proposed",0.5
"beta2",2,2.05591568,0.238866389854956,1.61153625,2.5080945,0.05591568,0.05591568,TRUE,"Proposed",0.5
"beta3",3,3.11566606,0.264680657820515,2.635005,3.65100525,0.11566606,0.11566606,TRUE,"Proposed",0.5
"beta4",-4,-4.30900221,0.240354642638443,-4.7787855,-3.845648,-0.30900221,0.30900221,TRUE,"Proposed",0.5
"beta5",-5,-5.25306953,0.273025037257114,-5.78474975,-4.718619,-0.25306953,0.25306953,TRUE,"Proposed",0.5
"beta6",0,-0.2356283217114,0.220202581831935,-0.6783869,0.189003025,-0.2356283217114,0.2356283217114,TRUE,"Proposed",0.5
"beta7",0,-0.217954992236,0.257397658114933,-0.700777975,0.2908528,-0.217954992236,0.217954992236,TRUE,"Proposed",0.5
"beta8",0,0.327836532678,0.254370911264922,-0.1446751,0.83063305,0.327836532678,0.327836532678,TRUE,"Proposed",0.5
"beta9",0,0.244019214645,0.222711582153283,-0.20029655,0.682764275,0.244019214645,0.244019214645,TRUE,"Proposed",0.5
"beta10",0,0.152104852374,0.224376295421463,-0.28233795,0.575702325,0.152104852374,0.152104852374,TRUE,"Proposed",0.5
"beta11",0,-0.2586384884706,0.22694885668655,-0.7082219,0.195906625,-0.2586384884706,0.2586384884706,TRUE,"Proposed",0.5
"beta12",0,-0.302504327427,0.215766996918286,-0.719869125,0.104093825,-0.302504327427,0.302504327427,TRUE,"Proposed",0.5
"beta13",0,-0.265605243952,0.259539540036282,-0.783366125,0.218280075,-0.265605243952,0.265605243952,TRUE,"Proposed",0.5
"beta14",0,0.333621378103,0.221264684053307,-0.0931399575,0.75883465,0.333621378103,0.333621378103,TRUE,"Proposed",0.5
"beta15",0,-0.270100779922,0.229127298802513,-0.711718625,0.181599,-0.270100779922,0.270100779922,TRUE,"Proposed",0.5
"beta16",0,-0.0268052245946,0.231510518515117,-0.4934878,0.401858825,-0.0268052245946,0.0268052245946,TRUE,"Proposed",0.5
"beta17",0,0.015566876809,0.221542010437422,-0.405112125,0.442265675,0.015566876809,0.015566876809,TRUE,"Proposed",0.5
"beta18",0,0.091230669572,0.218568141651191,-0.341763475,0.524841425,0.091230669572,0.091230669572,TRUE,"Proposed",0.5
"beta19",0,-0.340935520709,0.212686251632838,-0.748467025,0.071114455,-0.340935520709,0.340935520709,TRUE,"Proposed",0.5
"beta20",0,0.548006788965,0.262294723357711,0.0344690475,1.05611325,0.548006788965,0.548006788965,FALSE,"Proposed",0.5
"eta",0.4,0.44273697,0.218682544282448,0.156283225,0.998207225,0.04273697,0.04273697,TRUE,"Proposed",0.5
"beta1",1,0.9473621,0.230063348378539,0.465465375,1.4019725,-0.0526379,0.0526379,TRUE,"Naive",0.5
"beta2",2,2.028998,0.236232508980663,1.5543485,2.5024155,0.0289980000000001,0.0289980000000001,TRUE,"Naive",0.5
"beta3",3,3.10126899,0.235343686603027,2.64619975,3.54361525,0.10126899,0.10126899,TRUE,"Naive",0.5
"beta4",-4,-4.22319386,0.268711011408451,-4.758671,-3.70746325,-0.22319386,0.22319386,TRUE,"Naive",0.5
"beta5",-5,-5.17503337,0.295335422266257,-5.7302745,-4.5852915,-0.17503337,0.17503337,TRUE,"Naive",0.5
"beta6",0,-0.22770611416,0.208717029090899,-0.64459455,0.1833006,-0.22770611416,0.22770611416,TRUE,"Naive",0.5
"beta7",0,-0.2176482084015,0.257938337172074,-0.729981075,0.273829975,-0.2176482084015,0.2176482084015,TRUE,"Naive",0.5
"beta8",0,0.299942189452,0.228036021819087,-0.145999375,0.75365135,0.299942189452,0.299942189452,TRUE,"Naive",0.5
"beta9",0,0.21437572445,0.203411138956911,-0.180871525,0.602260125,0.21437572445,0.21437572445,TRUE,"Naive",0.5
"beta10",0,0.078088228115,0.225660635921199,-0.35528935,0.52390605,0.078088228115,0.078088228115,TRUE,"Naive",0.5
"beta11",0,-0.204150787746,0.226971823695915,-0.613582475,0.246161575,-0.204150787746,0.204150787746,TRUE,"Naive",0.5
"beta12",0,-0.291777235378,0.223879270606347,-0.740934675,0.147720675,-0.291777235378,0.291777235378,TRUE,"Naive",0.5
"beta13",0,-0.294617255028,0.220109428002723,-0.739112575,0.118088875,-0.294617255028,0.294617255028,TRUE,"Naive",0.5
"beta14",0,0.4353632202,0.233039795909891,-0.0182765525,0.891693725,0.4353632202,0.4353632202,TRUE,"Naive",0.5
"beta15",0,-0.375150689723,0.206121846635554,-0.79089745,0.02844859,-0.375150689723,0.375150689723,TRUE,"Naive",0.5
"beta16",0,-0.054228845836,0.227013655572896,-0.5144503,0.39579345,-0.054228845836,0.054228845836,TRUE,"Naive",0.5
"beta17",0,0.101943259154,0.218851089070752,-0.324072,0.5256774,0.101943259154,0.101943259154,TRUE,"Naive",0.5
"beta18",0,0.0913224196116,0.222302008882456,-0.343999975,0.53479295,0.0913224196116,0.0913224196116,TRUE,"Naive",0.5
"beta19",0,-0.3127257075309,0.221664150217094,-0.749525375,0.128391275,-0.3127257075309,0.3127257075309,TRUE,"Naive",0.5
"beta20",0,0.5107829401,0.235272016861149,0.06415361,0.96422335,0.5107829401,0.5107829401,FALSE,"Naive",0.5
"beta1",1,1.225659481,0.240989865839173,0.768395675,1.73055825,0.225659481,0.225659481,TRUE,"Proposed",0.5
"beta2",2,2.15214069,0.247385922584364,1.69190575,2.6204465,0.15214069,0.15214069,TRUE,"Proposed",0.5
"beta3",3,3.22142111,0.283257737383916,2.707015,3.7943285,0.22142111,0.22142111,TRUE,"Proposed",0.5
"beta4",-4,-4.86314777,0.248400036046364,-5.348657,-4.38428025,-0.86314777,0.86314777,FALSE,"Proposed",0.5
"beta5",-5,-5.0854657,0.279324528915317,-5.62941325,-4.53867675,-0.0854657000000003,0.0854657000000003,TRUE,"Proposed",0.5
"beta6",0,0.2983886276298,0.239358751918982,-0.1828875,0.7599607,0.2983886276298,0.2983886276298,TRUE,"Proposed",0.5
"beta7",0,-0.037464243087,0.243703897791266,-0.494600625,0.444274625,-0.037464243087,0.037464243087,TRUE,"Proposed",0.5
"beta8",0,0.098680947932,0.272331059830056,-0.4071933,0.636977975,0.098680947932,0.098680947932,TRUE,"Proposed",0.5
"beta9",0,0.091153986734,0.231876166790574,-0.3714459,0.54795415,0.091153986734,0.091153986734,TRUE,"Proposed",0.5
"beta10",0,-0.231530357115,0.227797114659326,-0.67259625,0.198525325,-0.231530357115,0.231530357115,TRUE,"Proposed",0.5
"beta11",0,-0.43894199121,0.241472247972279,-0.91729635,0.044691255,-0.43894199121,0.43894199121,TRUE,"Proposed",0.5
"beta12",0,0.000438123957060005,0.22706530156522,-0.4387812,0.42832665,0.000438123957060005,0.000438123957060005,TRUE,"Proposed",0.5
"beta13",0,0.27717404694,0.278463014331937,-0.2783378,0.79633965,0.27717404694,0.27717404694,TRUE,"Proposed",0.5
"beta14",0,-0.0775033104925,0.200948540043372,-0.465080425,0.308667325,-0.0775033104925,0.0775033104925,TRUE,"Proposed",0.5
"beta15",0,0.000751681102999999,0.225131485599984,-0.433164475,0.444573825,0.000751681102999999,0.000751681102999999,TRUE,"Proposed",0.5
"beta16",0,0.083684465208,0.236261523136888,-0.39257525,0.521145175,0.083684465208,0.083684465208,TRUE,"Proposed",0.5
"beta17",0,0.221136449424,0.247066566470727,-0.248009975,0.6969966,0.221136449424,0.221136449424,TRUE,"Proposed",0.5
"beta18",0,0.16080817808,0.219262039414024,-0.2735606,0.59579555,0.16080817808,0.16080817808,TRUE,"Proposed",0.5
"beta19",0,-0.48339939596,0.215487919386322,-0.8962988,-0.065921645,-0.48339939596,0.48339939596,FALSE,"Proposed",0.5
"beta20",0,0.51998841254,0.251232654804722,0.0281086025,1.00666475,0.51998841254,0.51998841254,FALSE,"Proposed",0.5
"eta",0.4,0.635416103,0.210244631689274,0.31807635,1.137117,0.235416103,0.235416103,TRUE,"Proposed",0.5
"beta1",1,1.217600885,0.232760858519826,0.730054775,1.6775425,0.217600885,0.217600885,TRUE,"Naive",0.5
"beta2",2,2.09002293,0.24351221646867,1.6007505,2.57803575,0.09002293,0.09002293,TRUE,"Naive",0.5
"beta3",3,3.19215784,0.247471149544732,2.71363825,3.65729775,0.19215784,0.19215784,TRUE,"Naive",0.5
"beta4",-4,-4.72391846,0.279048292067402,-5.27999325,-4.18835225,-0.72391846,0.72391846,FALSE,"Naive",0.5
"beta5",-5,-4.90184293,0.299720301114581,-5.46533525,-4.303338,0.0981570700000001,0.0981570700000001,TRUE,"Naive",0.5
"beta6",0,0.346513651365,0.223215207675271,-0.099333395,0.7860705,0.346513651365,0.346513651365,TRUE,"Naive",0.5
"beta7",0,-0.080250636442,0.243553894314941,-0.564012325,0.383819025,-0.080250636442,0.080250636442,TRUE,"Naive",0.5
"beta8",0,0.101523589552,0.242781833217307,-0.373254175,0.5845719,0.101523589552,0.101523589552,TRUE,"Naive",0.5
"beta9",0,0.028717141626,0.215513917240678,-0.39004635,0.43968,0.028717141626,0.028717141626,TRUE,"Naive",0.5
"beta10",0,-0.2653878916284,0.230800429607514,-0.708635825,0.1905843,-0.2653878916284,0.2653878916284,TRUE,"Naive",0.5
"beta11",0,-0.41673413806,0.229014053678549,-0.829849525,0.0376302524999998,-0.41673413806,0.41673413806,TRUE,"Naive",0.5
"beta12",0,0.030241100273,0.238111836724824,-0.4474703,0.497679225,0.030241100273,0.030241100273,TRUE,"Naive",0.5
"beta13",0,0.29755154961,0.231937401551461,-0.17082975,0.732435025,0.29755154961,0.29755154961,TRUE,"Naive",0.5
"beta14",0,-0.066208585296,0.221739357725272,-0.49785065,0.3679943,-0.066208585296,0.066208585296,TRUE,"Naive",0.5
"beta15",0,0.029222893418,0.202301527588662,-0.378818275,0.42534135,0.029222893418,0.029222893418,TRUE,"Naive",0.5
"beta16",0,0.011671867948,0.233330601837291,-0.461355425,0.474216425,0.011671867948,0.011671867948,TRUE,"Naive",0.5
"beta17",0,0.230673376586,0.247759247935101,-0.251614325,0.710378975,0.230673376586,0.230673376586,TRUE,"Naive",0.5
"beta18",0,0.102552118194,0.220380534352177,-0.329006825,0.542189425,0.102552118194,0.102552118194,TRUE,"Naive",0.5
"beta19",0,-0.51908422268,0.225338439854292,-0.96312365,-0.0706553275000002,-0.51908422268,0.51908422268,FALSE,"Naive",0.5
"beta20",0,0.498882691677,0.224137190476449,0.0733910475,0.93086315,0.498882691677,0.498882691677,FALSE,"Naive",0.5
"beta1",1,1.227375779,0.249065982436215,0.7547882,1.74919025,0.227375779,0.227375779,TRUE,"Proposed",0.5
"beta2",2,2.50154908,0.248149400534717,2.03989575,2.9713065,0.50154908,0.50154908,FALSE,"Proposed",0.5
"beta3",3,3.06811055,0.257710795890502,2.600099,3.58934425,0.0681105500000001,0.0681105500000001,TRUE,"Proposed",0.5
"beta4",-4,-4.67466394,0.240734628308732,-5.14519525,-4.2105775,-0.67466394,0.67466394,FALSE,"Proposed",0.5
"beta5",-5,-6.18247691,0.288567240934747,-6.74441875,-5.61760325,-1.18247691,1.18247691,FALSE,"Proposed",0.5
"beta6",0,0.031035135563,0.246513955252643,-0.464627725,0.50640495,0.031035135563,0.031035135563,TRUE,"Proposed",0.5
"beta7",0,-0.151591784428,0.251040343261241,-0.622489875,0.344648475,-0.151591784428,0.151591784428,TRUE,"Proposed",0.5
"beta8",0,-0.345385815477,0.264058605333296,-0.8358932,0.17656025,-0.345385815477,0.345385815477,TRUE,"Proposed",0.5
"beta9",0,-0.57459771332,0.234139673736386,-1.04171525,-0.11333865,-0.57459771332,0.57459771332,FALSE,"Proposed",0.5
"beta10",0,0.45174455528,0.228402077542581,0.00950697900000001,0.8829425,0.45174455528,0.45174455528,FALSE,"Proposed",0.5
"beta11",0,0.08434159787665,0.24433624973333,-0.399686225,0.573711375,0.08434159787665,0.08434159787665,TRUE,"Proposed",0.5
"beta12",0,-0.61724806739,0.211770958863667,-1.02688125,-0.218180175,-0.61724806739,0.61724806739,FALSE,"Proposed",0.5
"beta13",0,0.256500881311,0.27146239643366,-0.285045475,0.7626152,0.256500881311,0.256500881311,TRUE,"Proposed",0.5
"beta14",0,-0.190454308969,0.228199884261169,-0.6305916,0.2480867,-0.190454308969,0.190454308969,TRUE,"Proposed",0.5
"beta15",0,0.099111890441,0.235200759926481,-0.35421185,0.5627843,0.099111890441,0.099111890441,TRUE,"Proposed",0.5
"beta16",0,0.43176705609,0.225794996866266,-0.0233942225,0.8498484,0.43176705609,0.43176705609,TRUE,"Proposed",0.5
"beta17",0,-0.35364797392,0.257556942084586,-0.842713675,0.142417375,-0.35364797392,0.35364797392,TRUE,"Proposed",0.5
"beta18",0,-0.167843452361,0.228930380475269,-0.621365225,0.286324175,-0.167843452361,0.167843452361,TRUE,"Proposed",0.5
"beta19",0,0.369477782124,0.236601035776249,-0.08387724,0.82785965,0.369477782124,0.369477782124,TRUE,"Proposed",0.5
"beta20",0,-0.0377108609925,0.256649858062057,-0.5401967,0.45946275,-0.0377108609925,0.0377108609925,TRUE,"Proposed",0.5
"eta",0.4,0.51563081,0.222896501742012,0.207405575,1.06974175,0.11563081,0.11563081,TRUE,"Proposed",0.5
"beta1",1,1.23834118,0.236710455404004,0.7425219,1.706087,0.23834118,0.23834118,TRUE,"Naive",0.5
"beta2",2,2.48012531,0.243528333574057,1.9908205,2.96816575,0.48012531,0.48012531,TRUE,"Naive",0.5
"beta3",3,3.01657905,0.231285016987007,2.56936025,3.45129475,0.0165790499999998,0.0165790499999998,TRUE,"Naive",0.5
"beta4",-4,-4.56132142,0.269867593320703,-5.0991015,-4.04337325,-0.56132142,0.56132142,FALSE,"Naive",0.5
"beta5",-5,-6.01813048,0.307095805961933,-6.59548725,-5.40490175,-1.01813048,1.01813048,FALSE,"Naive",0.5
"beta6",0,0.0958726529299,0.227331781837452,-0.35819665,0.5435359,0.0958726529299,0.0958726529299,TRUE,"Naive",0.5
"beta7",0,-0.111883303298,0.253465847928475,-0.615332225,0.37107305,-0.111883303298,0.111883303298,TRUE,"Naive",0.5
"beta8",0,-0.36110823589,0.240351644379975,-0.831133875,0.11710435,-0.36110823589,0.36110823589,TRUE,"Naive",0.5
"beta9",0,-0.6508226834,0.214170117220503,-1.066979,-0.2424219,-0.6508226834,0.6508226834,FALSE,"Naive",0.5
"beta10",0,0.3579430535145,0.229301929924765,-0.082427215,0.81095495,0.3579430535145,0.3579430535145,TRUE,"Naive",0.5
"beta11",0,0.151673093926,0.240151491571478,-0.281533125,0.62813405,0.151673093926,0.151673093926,TRUE,"Naive",0.5
"beta12",0,-0.62813978126,0.222299172592208,-1.0741295,-0.1917434,-0.62813978126,0.62813978126,FALSE,"Naive",0.5
"beta13",0,0.25243196725399,0.226593565274775,-0.20515775,0.6772957,0.25243196725399,0.25243196725399,TRUE,"Naive",0.5
"beta14",0,-0.1489530319761,0.241492479239395,-0.619046825,0.323929275,-0.1489530319761,0.1489530319761,TRUE,"Naive",0.5
"beta15",0,0.038709302336,0.211232570746288,-0.387345375,0.452316175,0.038709302336,0.038709302336,TRUE,"Naive",0.5
"beta16",0,0.3955917937471,0.227970938410091,-0.066570125,0.8475116,0.3955917937471,0.3955917937471,TRUE,"Naive",0.5
"beta17",0,-0.25783373725,0.256438461623311,-0.75701625,0.23867615,-0.25783373725,0.25783373725,TRUE,"Naive",0.5
"beta18",0,-0.21083269314,0.234141532067639,-0.669339,0.256256375,-0.21083269314,0.21083269314,TRUE,"Naive",0.5
"beta19",0,0.36997565453,0.244850263848082,-0.112512975,0.857233725,0.36997565453,0.36997565453,TRUE,"Naive",0.5
"beta20",0,-0.029586877979,0.226650034420507,-0.459848475,0.40723645,-0.029586877979,0.029586877979,TRUE,"Naive",0.5
"beta1",1,1.136298592,0.249908157662578,0.662112575,1.6598805,0.136298592,0.136298592,TRUE,"Proposed",0.5
"beta2",2,2.19296841,0.231485882533221,1.76231675,2.63118275,0.19296841,0.19296841,TRUE,"Proposed",0.5
"beta3",3,3.59292743,0.268767046621502,3.10484275,4.136526,0.59292743,0.59292743,FALSE,"Proposed",0.5
"beta4",-4,-5.05323532,0.249980534068777,-5.54183725,-4.57131875,-1.05323532,1.05323532,FALSE,"Proposed",0.5
"beta5",-5,-5.54031876,0.273582399720997,-6.07308,-5.00477875,-0.54031876,0.54031876,FALSE,"Proposed",0.5
"beta6",0,-0.137209279845,0.23833243677766,-0.616421475,0.3223834,-0.137209279845,0.137209279845,TRUE,"Proposed",0.5
"beta7",0,0.34528928436,0.253500003095729,-0.1302223,0.846391775,0.34528928436,0.34528928436,TRUE,"Proposed",0.5
"beta8",0,-0.42870176517,0.243572403532382,-0.88115495,0.0527503649999998,-0.42870176517,0.42870176517,TRUE,"Proposed",0.5
"beta9",0,0.07170135022283,0.23255191577478,-0.392246025,0.529832225,0.07170135022283,0.07170135022283,TRUE,"Proposed",0.5
"beta10",0,0.1835296698113,0.230814171892181,-0.26337825,0.619281225,0.1835296698113,0.1835296698113,TRUE,"Proposed",0.5
"beta11",0,-0.017165262032,0.239239768098455,-0.4910969,0.461996175,-0.017165262032,0.017165262032,TRUE,"Proposed",0.5
"beta12",0,-0.22032830324,0.221488307093214,-0.648759175,0.19705125,-0.22032830324,0.22032830324,TRUE,"Proposed",0.5
"beta13",0,0.00851209092,0.283676953016193,-0.557401025,0.53739845,0.00851209092,0.00851209092,TRUE,"Proposed",0.5
"beta14",0,0.046808924932,0.233657810362066,-0.403855425,0.4958382,0.046808924932,0.046808924932,TRUE,"Proposed",0.5
"beta15",0,-0.327832861635,0.224692001646716,-0.760901475,0.1151226,-0.327832861635,0.327832861635,TRUE,"Proposed",0.5
"beta16",0,0.49454535623,0.230833236858568,0.029227785,0.921955775,0.49454535623,0.49454535623,FALSE,"Proposed",0.5
"beta17",0,-0.45275739659,0.233594604389417,-0.896321675,-0.00284457475000002,-0.45275739659,0.45275739659,FALSE,"Proposed",0.5
"beta18",0,-0.2467749639437,0.213618313601597,-0.669962675,0.177015625,-0.2467749639437,0.2467749639437,TRUE,"Proposed",0.5
"beta19",0,-0.254221361207,0.248956255010011,-0.7312509,0.228096425,-0.254221361207,0.254221361207,TRUE,"Proposed",0.5
"beta20",0,-0.3520674889,0.260085609021151,-0.861279825,0.151761425,-0.3520674889,0.3520674889,TRUE,"Proposed",0.5
"eta",0.4,0.527792727,0.230606086213411,0.20993655,1.1018315,0.127792727,0.127792727,TRUE,"Proposed",0.5
"beta1",1,1.135764836,0.240019410530808,0.63301515,1.610049,0.135764836,0.135764836,TRUE,"Naive",0.5
"beta2",2,2.19095031,0.226943875422528,1.73496825,2.64575475,0.19095031,0.19095031,TRUE,"Naive",0.5
"beta3",3,3.50654327,0.236121519928575,3.0499695,3.95034575,0.50654327,0.50654327,FALSE,"Naive",0.5
"beta4",-4,-4.94277592,0.280481966832936,-5.50171325,-4.40445225,-0.94277592,0.94277592,FALSE,"Naive",0.5
"beta5",-5,-5.4146975,0.290178699636746,-5.96024325,-4.835246,-0.4146975,0.4146975,TRUE,"Naive",0.5
"beta6",0,-0.116648642806,0.219982440443863,-0.556038825,0.3165424,-0.116648642806,0.116648642806,TRUE,"Naive",0.5
"beta7",0,0.41313156679,0.258427569872014,-0.10017315,0.905542075,0.41313156679,0.41313156679,TRUE,"Naive",0.5
"beta8",0,-0.39539089007,0.222328855692723,-0.830171375,0.0469629449999998,-0.39539089007,0.39539089007,TRUE,"Naive",0.5
"beta9",0,-0.000951117696000004,0.214353928307886,-0.4174612,0.407800225,-0.000951117696000004,0.000951117696000004,TRUE,"Naive",0.5
"beta10",0,0.120635148026,0.235711671365528,-0.332045175,0.586309525,0.120635148026,0.120635148026,TRUE,"Naive",0.5
"beta11",0,0.032709523257,0.234618615889173,-0.39051535,0.498193225,0.032709523257,0.032709523257,TRUE,"Naive",0.5
"beta12",0,-0.245280575204,0.229612548641027,-0.705940925,0.2054729,-0.245280575204,0.245280575204,TRUE,"Naive",0.5
"beta13",0,0.0252343550506,0.234443044927847,-0.4482072,0.4648161,0.0252343550506,0.0252343550506,TRUE,"Naive",0.5
"beta14",0,0.086113115606,0.246627462024263,-0.393976625,0.569050625,0.086113115606,0.086113115606,TRUE,"Naive",0.5
"beta15",0,-0.35354060185,0.205351710326723,-0.767734,0.0485507175,-0.35354060185,0.35354060185,TRUE,"Naive",0.5
"beta16",0,0.493021273336,0.226192316750887,0.0344650725,0.941415325,0.493021273336,0.493021273336,FALSE,"Naive",0.5
"beta17",0,-0.389761466652,0.235034980117058,-0.847280525,0.06530782,-0.389761466652,0.389761466652,TRUE,"Naive",0.5
"beta18",0,-0.253589816174,0.223328373970159,-0.69092205,0.191927775,-0.253589816174,0.253589816174,TRUE,"Naive",0.5
"beta19",0,-0.263617825813,0.238489592167424,-0.73357255,0.21098185,-0.263617825813,0.263617825813,TRUE,"Naive",0.5
"beta20",0,-0.345963294636,0.227662250557407,-0.778146925,0.0928106924999998,-0.345963294636,0.345963294636,TRUE,"Naive",0.5
"beta1",1,1.289564841,0.256484731899439,0.80290095,1.82692225,0.289564841,0.289564841,TRUE,"Proposed",0.5
"beta2",2,2.42043212,0.243797819387795,1.966876,2.88194575,0.42043212,0.42043212,TRUE,"Proposed",0.5
"beta3",3,3.61139754,0.26619296839656,3.12798425,4.1497955,0.61139754,0.61139754,FALSE,"Proposed",0.5
"beta4",-4,-4.81820497,0.254387686558669,-5.315418,-4.3277945,-0.81820497,0.81820497,FALSE,"Proposed",0.5
"beta5",-5,-5.99649368,0.283193479527521,-6.5479755,-5.44213525,-0.99649368,0.99649368,FALSE,"Proposed",0.5
"beta6",0,-0.22476631984,0.237991627269017,-0.70329345,0.23416895,-0.22476631984,0.22476631984,TRUE,"Proposed",0.5
"beta7",0,0.047380378281,0.246551604194428,-0.415097125,0.534748125,0.047380378281,0.047380378281,TRUE,"Proposed",0.5
"beta8",0,-0.021887291838,0.25885787662285,-0.50273415,0.489778775,-0.021887291838,0.021887291838,TRUE,"Proposed",0.5
"beta9",0,0.204344622224,0.217014885316388,-0.228606675,0.631867725,0.204344622224,0.204344622224,TRUE,"Proposed",0.5
"beta10",0,0.320955783706,0.211717297428735,-0.08897629,0.720654575,0.320955783706,0.320955783706,TRUE,"Proposed",0.5
"beta11",0,0.25488751735,0.239892776799928,-0.220337325,0.7353572,0.25488751735,0.25488751735,TRUE,"Proposed",0.5
"beta12",0,0.393659216068,0.218664593381264,-0.0293100575,0.80571755,0.393659216068,0.393659216068,TRUE,"Proposed",0.5
"beta13",0,0.033462998451,0.25130128540936,-0.467864025,0.501988225,0.033462998451,0.033462998451,TRUE,"Proposed",0.5
"beta14",0,-0.1167945912941,0.218940204336598,-0.539072475,0.3039516,-0.1167945912941,0.1167945912941,TRUE,"Proposed",0.5
"beta15",0,0.13026620707,0.244376678500845,-0.3407432,0.61202825,0.13026620707,0.13026620707,TRUE,"Proposed",0.5
"beta16",0,-0.106831805987,0.229697118477375,-0.569858625,0.3184747,-0.106831805987,0.106831805987,TRUE,"Proposed",0.5
"beta17",0,-0.1647306341178,0.25283122978546,-0.6448231,0.322233025,-0.1647306341178,0.1647306341178,TRUE,"Proposed",0.5
"beta18",0,0.20882075683,0.228469095297184,-0.24378715,0.662074075,0.20882075683,0.20882075683,TRUE,"Proposed",0.5
"beta19",0,-0.043064465998567,0.22360743019692,-0.471522,0.3901438,-0.043064465998567,0.043064465998567,TRUE,"Proposed",0.5
"beta20",0,-0.39495546504,0.267330199852469,-0.918352225,0.12290705,-0.39495546504,0.39495546504,TRUE,"Proposed",0.5
"eta",0.4,0.497382924,0.226854236461898,0.1900167,1.06610375,0.097382924,0.097382924,TRUE,"Proposed",0.5
"beta1",1,1.298973067,0.241438717482147,0.79324985,1.77606425,0.298973067,0.298973067,TRUE,"Naive",0.5
"beta2",2,2.37107125,0.238961705117054,1.8909355,2.8499655,0.37107125,0.37107125,TRUE,"Naive",0.5
