"param","truth","mean","sd","q025","q975","bias","abs_bias","covered","method","xsd"
"beta11",0,-0.291882040045,0.229873081108009,-0.7472578,0.168519775,-0.291882040045,0.291882040045,TRUE,"Proposed",0.5
"beta12",0,-0.21610952505,0.215337997141251,-0.63264415,0.189679725,-0.21610952505,0.21610952505,TRUE,"Proposed",0.5
"beta13",0,-0.287960568753,0.272013245748366,-0.8306058,0.2191804,-0.287960568753,0.287960568753,TRUE,"Proposed",0.5
"beta14",0,0.1690457737148,0.220136141535268,-0.255538875,0.5920897,0.1690457737148,0.1690457737148,TRUE,"Proposed",0.5
"beta15",0,0.018698248019,0.229116842673729,-0.422899625,0.470377,0.018698248019,0.018698248019,TRUE,"Proposed",0.5
"beta16",0,-0.183210377115,0.231380068597901,-0.649629775,0.245211825,-0.183210377115,0.183210377115,TRUE,"Proposed",0.5
"beta17",0,0.037175386729,0.234292782852807,-0.40771505,0.488432625,0.037175386729,0.037175386729,TRUE,"Proposed",0.5
"beta18",0,-0.1389431373365,0.221712833032559,-0.578167,0.300905975,-0.1389431373365,0.1389431373365,TRUE,"Proposed",0.5
"beta19",0,-0.050684661266,0.213390062418692,-0.4595652,0.362728375,-0.050684661266,0.050684661266,TRUE,"Proposed",0.5
"beta20",0,0.0263418788594,0.254729403999924,-0.472384525,0.519795275,0.0263418788594,0.0263418788594,TRUE,"Proposed",0.5
"eta",0.4,0.4002123216,0.210531385300886,0.13220685,0.940464225,0.000212321599999954,0.000212321599999954,TRUE,"Proposed",0.5
"beta1",1,0.6916392903,0.225950967224084,0.21835725,1.1381275,-0.3083607097,0.3083607097,TRUE,"Naive",0.5
"beta2",2,2.33499835,0.238877893591735,1.8550355,2.81371575,0.33499835,0.33499835,TRUE,"Naive",0.5
"beta3",3,3.34894466,0.235332558126577,2.8938995,3.7912655,0.34894466,0.34894466,TRUE,"Naive",0.5
"beta4",-4,-4.74459004,0.286055702204242,-5.31463425,-4.1955715,-0.74459004,0.74459004,FALSE,"Naive",0.5
"beta5",-5,-5.42179882,0.284308161589065,-5.9563115,-4.854071,-0.42179882,0.42179882,TRUE,"Naive",0.5
"beta6",0,0.103627586858,0.242613371848424,-0.380965375,0.581383075,0.103627586858,0.103627586858,TRUE,"Naive",0.5
"beta7",0,0.6050823811,0.24181232746395,0.12478,1.06582975,0.6050823811,0.6050823811,FALSE,"Naive",0.5
"beta8",0,0.21747359349,0.220747342620283,-0.21421355,0.656680675,0.21747359349,0.21747359349,TRUE,"Naive",0.5
"beta9",0,0.7546071981,0.211450032010526,0.343739625,1.1578175,0.7546071981,0.7546071981,FALSE,"Naive",0.5
"beta10",0,0.040196112123,0.223593455203199,-0.389211375,0.481929575,0.040196112123,0.040196112123,TRUE,"Naive",0.5
"beta11",0,-0.207374230004,0.226469641507075,-0.61589925,0.241942125,-0.207374230004,0.207374230004,TRUE,"Naive",0.5
"beta12",0,-0.20164239065,0.225146505485646,-0.653342725,0.240343725,-0.20164239065,0.20164239065,TRUE,"Naive",0.5
"beta13",0,-0.30987197253,0.226804557620449,-0.7678878,0.115387775,-0.30987197253,0.30987197253,TRUE,"Naive",0.5
"beta14",0,0.239294187892,0.229885422885234,-0.20820495,0.68944865,0.239294187892,0.239294187892,TRUE,"Naive",0.5
"beta15",0,-0.029461488617,0.209212944509705,-0.451442225,0.38019,-0.029461488617,0.029461488617,TRUE,"Naive",0.5
"beta16",0,-0.254890438237,0.225878416203546,-0.712809925,0.192881275,-0.254890438237,0.254890438237,TRUE,"Naive",0.5
"beta17",0,0.070715334231,0.233510035588895,-0.3838352,0.5228317,0.070715334231,0.070715334231,TRUE,"Naive",0.5
"beta18",0,-0.186037128451,0.226047937760191,-0.6286943,0.26490595,-0.186037128451,0.186037128451,TRUE,"Naive",0.5
"beta19",0,0.009781632311,0.218458374489199,-0.42070115,0.4445193,0.009781632311,0.009781632311,TRUE,"Naive",0.5
"beta20",0,0.1076740720386,0.224487755502525,-0.318482525,0.5403295,0.1076740720386,0.1076740720386,TRUE,"Naive",0.5
"beta1",1,1.008998877,0.254158017883293,0.526749425,1.5414815,0.00899887700000002,0.00899887700000002,TRUE,"Proposed",0.5
"beta2",2,2.06007351,0.234768704424924,1.6233165,2.5045035,0.06007351,0.06007351,TRUE,"Proposed",0.5
"beta3",3,3.47298558,0.263905373805816,2.9937255,4.00675525,0.47298558,0.47298558,TRUE,"Proposed",0.5
"beta4",-4,-4.60716392,0.255718687597563,-5.10697825,-4.11418325,-0.60716392,0.60716392,FALSE,"Proposed",0.5
"beta5",-5,-5.30213956,0.278418727580373,-5.84432275,-4.757127,-0.30213956,0.30213956,TRUE,"Proposed",0.5
"beta6",0,-0.44522635754,0.237801451623018,-0.92337145,0.0133423074999997,-0.44522635754,0.44522635754,TRUE,"Proposed",0.5
"beta7",0,0.179289150482,0.230228906936915,-0.252571325,0.63439155,0.179289150482,0.179289150482,TRUE,"Proposed",0.5
"beta8",0,-0.027399758068,0.2378806401482,-0.469279875,0.442801675,-0.027399758068,0.027399758068,TRUE,"Proposed",0.5
"beta9",0,-0.307881663627,0.226050829791797,-0.758860025,0.137442575,-0.307881663627,0.307881663627,TRUE,"Proposed",0.5
"beta10",0,0.0726953828119,0.225280804254863,-0.36349855,0.4980006,0.0726953828119,0.0726953828119,TRUE,"Proposed",0.5
"beta11",0,-0.200180902029,0.235604404491647,-0.66691055,0.2717,-0.200180902029,0.200180902029,TRUE,"Proposed",0.5
"beta12",0,0.19663392364,0.229662141574937,-0.247608225,0.6294163,0.19663392364,0.19663392364,TRUE,"Proposed",0.5
"beta13",0,-0.055106064944,0.277747497226059,-0.609191325,0.4627254,-0.055106064944,0.055106064944,TRUE,"Proposed",0.5
"beta14",0,-0.1412656817685,0.21680300170068,-0.55942175,0.2753729,-0.1412656817685,0.1412656817685,TRUE,"Proposed",0.5
"beta15",0,-0.057798496437,0.222435304335109,-0.486518375,0.380708375,-0.057798496437,0.057798496437,TRUE,"Proposed",0.5
"beta16",0,-0.0063667908895,0.217532330436403,-0.4448724,0.396414825,-0.0063667908895,0.0063667908895,TRUE,"Proposed",0.5
"beta17",0,-0.19762044687,0.234955680554719,-0.643769425,0.254913675,-0.19762044687,0.19762044687,TRUE,"Proposed",0.5
"beta18",0,0.3132042970609,0.228416463729637,-0.139299125,0.766353075,0.3132042970609,0.3132042970609,TRUE,"Proposed",0.5
"beta19",0,0.00796552267000001,0.212983217659445,-0.4001351,0.4205903,0.00796552267000001,0.00796552267000001,TRUE,"Proposed",0.5
"beta20",0,0.236049983652,0.233762155464699,-0.221624725,0.68888605,0.236049983652,0.236049983652,TRUE,"Proposed",0.5
"eta",0.4,0.807404978,0.221940583887377,0.4550738,1.3225105,0.407404978,0.407404978,FALSE,"Proposed",0.5
"beta1",1,1.147962173,0.236985339617945,0.65156685,1.616248,0.147962173,0.147962173,TRUE,"Naive",0.5
"beta2",2,1.92283681,0.229968522722061,1.460775,2.383705,-0.07716319,0.07716319,TRUE,"Naive",0.5
"beta3",3,3.37325089,0.230073492712996,2.9283705,3.8056845,0.37325089,0.37325089,TRUE,"Naive",0.5
"beta4",-4,-4.46274894,0.277467988553903,-5.015673,-3.9302125,-0.46274894,0.46274894,TRUE,"Naive",0.5
"beta5",-5,-5.12158024,0.297796155003178,-5.68145475,-4.5269195,-0.12158024,0.12158024,TRUE,"Naive",0.5
"beta6",0,-0.45511559237,0.216205095777276,-0.8869604,-0.0293632700000001,-0.45511559237,0.45511559237,FALSE,"Naive",0.5
"beta7",0,0.2351508234992,0.228208824561408,-0.218131425,0.669981875,0.2351508234992,0.2351508234992,TRUE,"Naive",0.5
"beta8",0,-0.06463735046887,0.213222284765857,-0.48160955,0.35959775,-0.06463735046887,0.06463735046887,TRUE,"Naive",0.5
"beta9",0,-0.37464966694,0.210703630829804,-0.78406665,0.0271408549999999,-0.37464966694,0.37464966694,TRUE,"Naive",0.5
"beta10",0,0.061644139066,0.22613686856432,-0.3726476,0.5084022,0.061644139066,0.061644139066,TRUE,"Naive",0.5
"beta11",0,-0.112722785389,0.224628095917954,-0.5179263,0.33293955,-0.112722785389,0.112722785389,TRUE,"Naive",0.5
"beta12",0,0.127452638932,0.237833102892373,-0.349700275,0.5943442,0.127452638932,0.127452638932,TRUE,"Naive",0.5
"beta13",0,-0.080730384716,0.229142468012684,-0.543467225,0.3489128,-0.080730384716,0.080730384716,TRUE,"Naive",0.5
"beta14",0,-0.113424800636,0.227311002658046,-0.55591255,0.331687975,-0.113424800636,0.113424800636,TRUE,"Naive",0.5
"beta15",0,-0.1018310964571,0.199573870564522,-0.5043707,0.28894705,-0.1018310964571,0.1018310964571,TRUE,"Naive",0.5
"beta16",0,-0.113395829455,0.210904334297183,-0.5409589,0.304691925,-0.113395829455,0.113395829455,TRUE,"Naive",0.5
"beta17",0,-0.07261672847758,0.234836854957627,-0.5297495,0.382068725,-0.07261672847758,0.07261672847758,TRUE,"Naive",0.5
"beta18",0,0.237102448341,0.230867958897282,-0.2149937,0.697660775,0.237102448341,0.237102448341,TRUE,"Naive",0.5
"beta19",0,0.045092441989,0.220470451235927,-0.3893543,0.48383415,0.045092441989,0.045092441989,TRUE,"Naive",0.5
"beta20",0,0.13404252107268,0.221513789827004,-0.286469175,0.56096675,0.13404252107268,0.13404252107268,TRUE,"Naive",0.5
"beta1",1,0.8251283122,0.275472784169593,0.302435525,1.40226675,-0.1748716878,0.1748716878,TRUE,"Proposed",0.5
"beta2",2,2.29550241,0.25134176609126,1.82790575,2.7712975,0.29550241,0.29550241,TRUE,"Proposed",0.5
"beta3",3,3.65925,0.299368668627758,3.115586,4.26474125,0.65925,0.65925,FALSE,"Proposed",0.5
"beta4",-4,-4.27682344,0.234378147826424,-4.73492425,-3.82498375,-0.27682344,0.27682344,TRUE,"Proposed",0.5
"beta5",-5,-5.8143635,0.295236527852379,-6.38929275,-5.23643075,-0.8143635,0.8143635,FALSE,"Proposed",0.5
"beta6",0,-0.43017154568,0.230278729327906,-0.893190225,0.0138906074999997,-0.43017154568,0.43017154568,TRUE,"Proposed",0.5
"beta7",0,0.071358154819,0.248703557761469,-0.395156475,0.56297925,0.071358154819,0.071358154819,TRUE,"Proposed",0.5
"beta8",0,0.3084662878586,0.260085642566909,-0.17466115,0.822559075,0.3084662878586,0.3084662878586,TRUE,"Proposed",0.5
"beta9",0,0.3391102955079,0.251718829917914,-0.1630759,0.83500005,0.3391102955079,0.3391102955079,TRUE,"Proposed",0.5
"beta10",0,-0.36283010333,0.238185591787135,-0.824011175,0.0868380974999999,-0.36283010333,0.36283010333,TRUE,"Proposed",0.5
"beta11",0,-0.0519778517864,0.252086620578036,-0.551358275,0.4529147,-0.0519778517864,0.0519778517864,TRUE,"Proposed",0.5
"beta12",0,0.4440528925287,0.238023240322311,-0.01636236,0.892591375,0.4440528925287,0.4440528925287,TRUE,"Proposed",0.5
"beta13",0,-0.41778794443,0.274101787722318,-0.964600075,0.0932468299999999,-0.41778794443,0.41778794443,TRUE,"Proposed",0.5
"beta14",0,0.43594173637,0.235052196028459,-0.0174118875,0.887650625,0.43594173637,0.43594173637,TRUE,"Proposed",0.5
"beta15",0,0.039260337646,0.221570474665696,-0.38779235,0.476061925,0.039260337646,0.039260337646,TRUE,"Proposed",0.5
"beta16",0,0.0225645080613,0.240511288972112,-0.46226265,0.467894475,0.0225645080613,0.0225645080613,TRUE,"Proposed",0.5
"beta17",0,-0.261589709998,0.236247521276996,-0.7101921,0.193432775,-0.261589709998,0.261589709998,TRUE,"Proposed",0.5
"beta18",0,-0.163161468328,0.22002830595274,-0.599047725,0.2733457,-0.163161468328,0.163161468328,TRUE,"Proposed",0.5
"beta19",0,0.186873062864,0.233927698594865,-0.2613598,0.640075275,0.186873062864,0.186873062864,TRUE,"Proposed",0.5
"beta20",0,-0.211532301228,0.245764069080853,-0.692705075,0.264553325,-0.211532301228,0.211532301228,TRUE,"Proposed",0.5
"eta",0.4,0.558853878,0.231286484975905,0.2335275,1.12956475,0.158853878,0.158853878,TRUE,"Proposed",0.5
"beta1",1,0.8219057506,0.257877026670235,0.28175025,1.3314745,-0.1780942494,0.1780942494,TRUE,"Naive",0.5
"beta2",2,2.23757555,0.247506943397812,1.74027625,2.73358625,0.23757555,0.23757555,TRUE,"Naive",0.5
"beta3",3,3.60575425,0.266623490703712,3.09019575,4.1068915,0.60575425,0.60575425,FALSE,"Naive",0.5
"beta4",-4,-4.21439923,0.263249988443537,-4.73899025,-3.70915375,-0.21439923,0.21439923,TRUE,"Naive",0.5
"beta5",-5,-5.69998612,0.316206480715358,-6.2944695,-5.068564,-0.69998612,0.69998612,FALSE,"Naive",0.5
"beta6",0,-0.384791863884,0.21857595517106,-0.821372675,0.0456292324999999,-0.384791863884,0.384791863884,TRUE,"Naive",0.5
"beta7",0,0.1168511564569,0.250173838950855,-0.3800586,0.5935344,0.1168511564569,0.1168511564569,TRUE,"Naive",0.5
"beta8",0,0.345164513126,0.23642495144612,-0.117181825,0.8155642,0.345164513126,0.345164513126,TRUE,"Naive",0.5
"beta9",0,0.245057223077,0.228230048790846,-0.198414775,0.680269225,0.245057223077,0.245057223077,TRUE,"Naive",0.5
"beta10",0,-0.48006985913,0.240090879012416,-0.9411603,-0.00574369650000005,-0.48006985913,0.48006985913,FALSE,"Naive",0.5
"beta11",0,0.066162936141,0.244115323452112,-0.37419315,0.5504885,0.066162936141,0.066162936141,TRUE,"Naive",0.5
"beta12",0,0.411669440997,0.251350425253141,-0.0926022625,0.905096725,0.411669440997,0.411669440997,TRUE,"Naive",0.5
"beta13",0,-0.45462127682,0.227295042622723,-0.913627875,-0.0284418150000001,-0.45462127682,0.45462127682,FALSE,"Naive",0.5
"beta14",0,0.514511501833,0.245573951562835,0.0364725325,0.995385875,0.514511501833,0.514511501833,FALSE,"Naive",0.5
"beta15",0,0.038959958301,0.201480290566604,-0.3674248,0.433471225,0.038959958301,0.038959958301,TRUE,"Naive",0.5
"beta16",0,0.0100861272165,0.236389725783485,-0.46914345,0.4786949,0.0100861272165,0.0100861272165,TRUE,"Naive",0.5
"beta17",0,-0.202832453975,0.236083509435175,-0.662391775,0.25426675,-0.202832453975,0.202832453975,TRUE,"Naive",0.5
"beta18",0,-0.174463361122,0.223510150481117,-0.612151075,0.271416925,-0.174463361122,0.174463361122,TRUE,"Naive",0.5
"beta19",0,0.225473837173,0.239761866907004,-0.24698765,0.702606025,0.225473837173,0.225473837173,TRUE,"Naive",0.5
"beta20",0,-0.169772367539,0.214905903668385,-0.577739275,0.2444167,-0.169772367539,0.169772367539,TRUE,"Naive",0.5
"beta1",1,1.0143358,0.269673040543169,0.50264765,1.57932525,0.0143358,0.0143358,TRUE,"Proposed",0.5
"beta2",2,2.69209724,0.259528223383344,2.209275,3.18338925,0.69209724,0.69209724,FALSE,"Proposed",0.5
"beta3",3,3.23374207,0.271011338965481,2.7415815,3.7818765,0.23374207,0.23374207,TRUE,"Proposed",0.5
"beta4",-4,-4.67928835,0.245921513372289,-5.1599565,-4.2052025,-0.67928835,0.67928835,FALSE,"Proposed",0.5
"beta5",-5,-6.20755519,0.303572425114426,-6.79871775,-5.61330775,-1.20755519,1.20755519,FALSE,"Proposed",0.5
"beta6",0,-0.131046465956,0.240572332053958,-0.614762525,0.332865275,-0.131046465956,0.131046465956,TRUE,"Proposed",0.5
"beta7",0,-0.00930233992,0.254681056879057,-0.4870295,0.494135375,-0.00930233992,0.00930233992,TRUE,"Proposed",0.5
"beta8",0,-0.2310708594428,0.248613415145315,-0.692888,0.260345,-0.2310708594428,0.2310708594428,TRUE,"Proposed",0.5
"beta9",0,-0.32227337256,0.247493861103744,-0.81603125,0.16529365,-0.32227337256,0.32227337256,TRUE,"Proposed",0.5
"beta10",0,-0.7783542428,0.240302982281303,-1.24363075,-0.324688975,-0.7783542428,0.7783542428,FALSE,"Proposed",0.5
"beta11",0,-0.247759617656,0.246401467439399,-0.735878575,0.24574645,-0.247759617656,0.247759617656,TRUE,"Proposed",0.5
"beta12",0,0.31218202984,0.240477337241007,-0.152980275,0.765345,0.31218202984,0.31218202984,TRUE,"Proposed",0.5
"beta13",0,-0.56574895526,0.262856093750491,-1.09012225,-0.0756806725000001,-0.56574895526,0.56574895526,FALSE,"Proposed",0.5
"beta14",0,0.029981160256,0.225938205738556,-0.405793825,0.464175775,0.029981160256,0.029981160256,TRUE,"Proposed",0.5
"beta15",0,-0.006002994069,0.23920161409564,-0.467038,0.46555645,-0.006002994069,0.006002994069,TRUE,"Proposed",0.5
"beta16",0,0.280242809041,0.255127500484601,-0.234047125,0.752636525,0.280242809041,0.280242809041,TRUE,"Proposed",0.5
"beta17",0,0.241673868425,0.237541408547504,-0.2093858,0.69918885,0.241673868425,0.241673868425,TRUE,"Proposed",0.5
"beta18",0,0.0338218351805,0.231152500186081,-0.424102575,0.492398525,0.0338218351805,0.0338218351805,TRUE,"Proposed",0.5
"beta19",0,-0.1566064322705,0.236874694066053,-0.610485625,0.302305675,-0.1566064322705,0.1566064322705,TRUE,"Proposed",0.5
"beta20",0,-0.011117304404,0.267595349694911,-0.535033375,0.50725925,-0.011117304404,0.011117304404,TRUE,"Proposed",0.5
"eta",0.4,0.475562559,0.218223196783763,0.180876325,1.023395,0.075562559,0.075562559,TRUE,"Proposed",0.5
"beta1",1,1.078095219,0.261938782566468,0.52943135,1.5956895,0.0780952189999999,0.0780952189999999,TRUE,"Naive",0.5
"beta2",2,2.67770718,0.251337517671033,2.17271225,3.1813965,0.67770718,0.67770718,FALSE,"Naive",0.5
"beta3",3,3.21756328,0.241548358776186,2.75049875,3.67156675,0.21756328,0.21756328,TRUE,"Naive",0.5
"beta4",-4,-4.54552986,0.272131731586592,-5.08782175,-4.023233,-0.54552986,0.54552986,FALSE,"Naive",0.5
"beta5",-5,-6.09255938,0.324679669808879,-6.70297175,-5.444217,-1.09255938,1.09255938,FALSE,"Naive",0.5
"beta6",0,-0.1016622797679,0.223996108903305,-0.549069275,0.339431775,-0.1016622797679,0.1016622797679,TRUE,"Naive",0.5
"beta7",0,0.005271990403,0.257445463089598,-0.506081975,0.495810875,0.005271990403,0.005271990403,TRUE,"Naive",0.5
"beta8",0,-0.253263956802,0.223331802880147,-0.6900059,0.1910854,-0.253263956802,0.253263956802,TRUE,"Naive",0.5
"beta9",0,-0.397635895062,0.230386479047926,-0.84529885,0.0416877399999999,-0.397635895062,0.397635895062,TRUE,"Naive",0.5
"beta10",0,-0.8354376263,0.244584165539149,-1.3051575,-0.352234325,-0.8354376263,0.8354376263,FALSE,"Naive",0.5
"beta11",0,-0.166005321655,0.245095608578044,-0.608129625,0.320264375,-0.166005321655,0.166005321655,TRUE,"Naive",0.5
"beta12",0,0.290645982682,0.254375118137512,-0.219694,0.79001085,0.290645982682,0.290645982682,TRUE,"Naive",0.5
"beta13",0,-0.5624611315,0.223265463876281,-1.013331,-0.143836775,-0.5624611315,0.5624611315,FALSE,"Naive",0.5
"beta14",0,0.088856683783,0.257572265749587,-0.4125384,0.5932258,0.088856683783,0.088856683783,TRUE,"Naive",0.5
"beta15",0,0.019276200803,0.212018147405211,-0.408362825,0.43442125,0.019276200803,0.019276200803,TRUE,"Naive",0.5
"beta16",0,0.251183030119,0.247902594307926,-0.251386325,0.7426147,0.251183030119,0.251183030119,TRUE,"Naive",0.5
"beta17",0,0.27687470797,0.236903664198639,-0.18428195,0.735561775,0.27687470797,0.27687470797,TRUE,"Naive",0.5
"beta18",0,0.009216246198,0.23401172379113,-0.449035975,0.476046275,0.009216246198,0.009216246198,TRUE,"Naive",0.5
"beta19",0,-0.1039590417541,0.25052832266596,-0.597636375,0.394598,-0.1039590417541,0.1039590417541,TRUE,"Naive",0.5
"beta20",0,0.00692086371300001,0.23759331664525,-0.444115325,0.464835475,0.00692086371300001,0.00692086371300001,TRUE,"Naive",0.5
"beta1",1,1.090503592,0.25159593965019,0.61311535,1.617621,0.0905035919999999,0.0905035919999999,TRUE,"Proposed",0.5
"beta2",2,2.3494212,0.262778033018358,1.86055475,2.84687,0.3494212,0.3494212,TRUE,"Proposed",0.5
"beta3",3,3.0814391,0.266930733801557,2.59668375,3.62132575,0.0814390999999999,0.0814390999999999,TRUE,"Proposed",0.5
"beta4",-4,-4.57591719,0.256114615652357,-5.07650825,-4.082173,-0.57591719,0.57591719,FALSE,"Proposed",0.5
"beta5",-5,-5.34854667,0.310597421643424,-5.95339175,-4.74054525,-0.34854667,0.34854667,TRUE,"Proposed",0.5
"beta6",0,0.047202705219,0.238256508135065,-0.43185745,0.506649275,0.047202705219,0.047202705219,TRUE,"Proposed",0.5
"beta7",0,-0.045832480082,0.243700478408971,-0.502962625,0.435899625,-0.045832480082,0.045832480082,TRUE,"Proposed",0.5
"beta8",0,0.271419606877,0.248193492216393,-0.189617025,0.76200555,0.271419606877,0.271419606877,TRUE,"Proposed",0.5
"beta9",0,0.300157087446,0.212410044959205,-0.123606975,0.7186083,0.300157087446,0.300157087446,TRUE,"Proposed",0.5
"beta10",0,0.198681290457,0.218383292758409,-0.22415795,0.61096455,0.198681290457,0.198681290457,TRUE,"Proposed",0.5
"beta11",0,0.1819637520639,0.231211675417005,-0.276063675,0.645046825,0.1819637520639,0.1819637520639,TRUE,"Proposed",0.5
"beta12",0,0.440865352869,0.219388329714267,0.0164961375,0.854287725,0.440865352869,0.440865352869,FALSE,"Proposed",0.5
"beta13",0,0.0750194471837,0.276638552370069,-0.476852675,0.590784,0.0750194471837,0.0750194471837,TRUE,"Proposed",0.5
"beta14",0,-0.1107597181862,0.225271270476005,-0.5452486,0.322152625,-0.1107597181862,0.1107597181862,TRUE,"Proposed",0.5
"beta15",0,-0.2141195210199,0.228240458803307,-0.6540276,0.235831525,-0.2141195210199,0.2141195210199,TRUE,"Proposed",0.5
"beta16",0,0.121359230789,0.246205196071904,-0.374945225,0.5772319,0.121359230789,0.121359230789,TRUE,"Proposed",0.5
"beta17",0,0.156640882507,0.233474966436138,-0.2866966,0.60632355,0.156640882507,0.156640882507,TRUE,"Proposed",0.5
"beta18",0,-0.070719116231,0.223995658734359,-0.514465375,0.373659325,-0.070719116231,0.070719116231,TRUE,"Proposed",0.5
"beta19",0,-0.40863356553,0.226199159010652,-0.8420577,0.02959578,-0.40863356553,0.40863356553,TRUE,"Proposed",0.5
"beta20",0,0.32992336204,0.260757687363554,-0.180605225,0.83505395,0.32992336204,0.32992336204,TRUE,"Proposed",0.5
"eta",0.4,0.2938199176,0.209643420158717,0.06582243,0.8558806,-0.1061800824,0.1061800824,TRUE,"Proposed",0.5
"beta1",1,1.132740218,0.237468800278921,0.63533175,1.60197975,0.132740218,0.132740218,TRUE,"Naive",0.5
"beta2",2,2.35942676,0.257682370009895,1.84168525,2.87583675,0.35942676,0.35942676,TRUE,"Naive",0.5
"beta3",3,3.08644782,0.234169384021611,2.63364975,3.52658525,0.0864478200000001,0.0864478200000001,TRUE,"Naive",0.5
"beta4",-4,-4.53145386,0.288908379827992,-5.10718475,-3.97696125,-0.53145386,0.53145386,TRUE,"Naive",0.5
"beta5",-5,-5.3328376,0.33982794294414,-5.97172575,-4.65424425,-0.3328376,0.3328376,TRUE,"Naive",0.5
"beta6",0,0.07729726764,0.219998642448196,-0.362124825,0.510519425,0.07729726764,0.07729726764,TRUE,"Naive",0.5
"beta7",0,-0.0117519289854,0.250152852219094,-0.5086206,0.464891375,-0.0117519289854,0.0117519289854,TRUE,"Naive",0.5
"beta8",0,0.261790840088,0.225565954548202,-0.179320075,0.71058575,0.261790840088,0.261790840088,TRUE,"Naive",0.5
"beta9",0,0.259109516349,0.200351117375586,-0.13019155,0.641159125,0.259109516349,0.259109516349,TRUE,"Naive",0.5
"beta10",0,0.1286848669472,0.222499107106064,-0.29862085,0.5682563,0.1286848669472,0.1286848669472,TRUE,"Naive",0.5
"beta11",0,0.267462091918,0.230873078163786,-0.14900645,0.725514975,0.267462091918,0.267462091918,TRUE,"Naive",0.5
"beta12",0,0.45129934674,0.232085841759749,-0.01432283,0.906907975,0.45129934674,0.45129934674,TRUE,"Naive",0.5
"beta13",0,0.070782525682,0.229653503220307,-0.392986325,0.501384025,0.070782525682,0.070782525682,TRUE,"Naive",0.5
"beta14",0,-0.0662533257053,0.238692454907676,-0.530896375,0.401146425,-0.0662533257053,0.0662533257053,TRUE,"Naive",0.5
"beta15",0,-0.2539354432093,0.209476779904707,-0.676448375,0.156233,-0.2539354432093,0.2539354432093,TRUE,"Naive",0.5
"beta16",0,0.05872715843,0.243303615363131,-0.434518775,0.541041975,0.05872715843,0.05872715843,TRUE,"Naive",0.5
"beta17",0,0.202822071637,0.234394730458814,-0.2534504,0.6566517,0.202822071637,0.202822071637,TRUE,"Naive",0.5
"beta18",0,-0.1131031966319,0.232653428345604,-0.56869585,0.3510172,-0.1131031966319,0.1131031966319,TRUE,"Naive",0.5
"beta19",0,-0.38970249636,0.239919612171293,-0.862475625,0.0877432749999998,-0.38970249636,0.38970249636,TRUE,"Naive",0.5
"beta20",0,0.343142638511,0.23274592932476,-0.09869137,0.79171405,0.343142638511,0.343142638511,TRUE,"Naive",0.5
"beta1",1,1.062046911,0.24665810889055,0.594027825,1.57881975,0.0620469109999999,0.0620469109999999,TRUE,"Proposed",0.5
"beta2",2,2.26784151,0.229567678893202,1.84075675,2.70242225,0.26784151,0.26784151,TRUE,"Proposed",0.5
"beta3",3,3.0965,0.258192136771224,2.6276185,3.61871425,0.0964999999999998,0.0964999999999998,TRUE,"Proposed",0.5
"beta4",-4,-3.8599493,0.218299911352264,-4.28663125,-3.43910925,0.1400507,0.1400507,TRUE,"Proposed",0.5
"beta5",-5,-4.92354639,0.256840626856952,-5.42371025,-4.420775,0.0764536099999997,0.0764536099999997,TRUE,"Proposed",0.5
"beta6",0,-0.50777978883,0.219178454814756,-0.94847985,-0.0851231100000003,-0.50777978883,0.50777978883,FALSE,"Proposed",0.5
"beta7",0,-0.1602873811805,0.219451539674177,-0.5719315,0.273510925,-0.1602873811805,0.1602873811805,TRUE,"Proposed",0.5
"beta8",0,-0.081667507841,0.224121797505339,-0.497989725,0.361338175,-0.081667507841,0.081667507841,TRUE,"Proposed",0.5
"beta9",0,-0.0929048429704,0.217159107597138,-0.5261437,0.33490175,-0.0929048429704,0.0929048429704,TRUE,"Proposed",0.5
"beta10",0,0.140248534775,0.210247547403127,-0.266837525,0.537173125,0.140248534775,0.140248534775,TRUE,"Proposed",0.5
"beta11",0,0.154306204456,0.213900434574477,-0.2694284,0.582717075,0.154306204456,0.154306204456,TRUE,"Proposed",0.5
"beta12",0,0.13081677638,0.207917667369148,-0.2713641,0.522622875,0.13081677638,0.13081677638,TRUE,"Proposed",0.5
"beta13",0,0.281813924804,0.238649375039062,-0.194273225,0.726750825,0.281813924804,0.281813924804,TRUE,"Proposed",0.5
"beta14",0,0.519395606054,0.211833887508473,0.1108239,0.92648525,0.519395606054,0.519395606054,FALSE,"Proposed",0.5
"beta15",0,0.233738199833,0.212194381622065,-0.175243,0.65205585,0.233738199833,0.233738199833,TRUE,"Proposed",0.5
"beta16",0,0.1942116042,0.213142764425152,-0.235444975,0.588866475,0.1942116042,0.1942116042,TRUE,"Proposed",0.5
"beta17",0,-0.140504302496,0.226629906549543,-0.5708439,0.29599405,-0.140504302496,0.140504302496,TRUE,"Proposed",0.5
"beta18",0,0.54798245843,0.214981278346191,0.122094125,0.97447685,0.54798245843,0.54798245843,FALSE,"Proposed",0.5
"beta19",0,-0.0268820053606,0.208708422269969,-0.426791925,0.377461675,-0.0268820053606,0.0268820053606,TRUE,"Proposed",0.5
"beta20",0,-0.34913443304,0.251246956893779,-0.8410424,0.137572575,-0.34913443304,0.34913443304,TRUE,"Proposed",0.5
