"method","eta_setting","rep","param","truth","mean","sd","q025","q975","bias","abs_bias","covered"
"Naive Method (ADVI)",0.4,9,"beta9",0,0.021302959885,0.1835410105256,-0.33207685,0.3617469,0.021302959885,0.021302959885,TRUE
"Naive Method (ADVI)",0.4,9,"beta10",0,0.00968735261,0.15156400346611,-0.300347625,0.301820225,0.00968735261,0.00968735261,TRUE
"Naive Method (ADVI)",0.4,9,"beta11",0,-0.360489470901,0.160323321718876,-0.6629804,-0.0532491650000001,-0.360489470901,0.360489470901,FALSE
"Naive Method (ADVI)",0.4,9,"beta12",0,-0.19540548881,0.200165796122646,-0.61195865,0.189762925,-0.19540548881,0.19540548881,TRUE
"Naive Method (ADVI)",0.4,9,"beta13",0,0.100994496831,0.171690452312522,-0.222793425,0.43703665,0.100994496831,0.100994496831,TRUE
"Naive Method (ADVI)",0.4,9,"beta14",0,0.1206396078493,0.160023804849757,-0.1870831,0.427446475,0.1206396078493,0.1206396078493,TRUE
"Naive Method (ADVI)",0.4,9,"beta15",0,-0.05443718328532,0.157876203235984,-0.360202475,0.24628495,-0.05443718328532,0.05443718328532,TRUE
"Naive Method (ADVI)",0.4,9,"beta16",0,0.143133898419,0.185206226375611,-0.223896625,0.507361425,0.143133898419,0.143133898419,TRUE
"Naive Method (ADVI)",0.4,9,"beta17",0,0.125331408482,0.184151067726567,-0.233245225,0.484952175,0.125331408482,0.125331408482,TRUE
"Naive Method (ADVI)",0.4,9,"beta18",0,0.4123363397,0.15966719238173,0.12454895,0.7421618,0.4123363397,0.4123363397,FALSE
"Naive Method (ADVI)",0.4,9,"beta19",0,0.01498676809,0.169741889654056,-0.306852875,0.3435273,0.01498676809,0.01498676809,TRUE
"Naive Method (ADVI)",0.4,9,"beta20",0,0.071826681093,0.170230226791541,-0.251960575,0.416260775,0.071826681093,0.071826681093,TRUE
"Proposed Method (ADVI)",0.4,9,"beta1",1,1.399195204,0.194135247844172,1.041646,1.807666,0.399195204,0.399195204,FALSE
"Proposed Method (ADVI)",0.4,9,"beta2",2,2.19820325,0.249401502888777,1.6986405,2.67988475,0.19820325,0.19820325,TRUE
"Proposed Method (ADVI)",0.4,9,"beta3",3,3.28480851,0.324786136552311,2.65266175,3.97507225,0.28480851,0.28480851,TRUE
"Proposed Method (ADVI)",0.4,9,"beta4",-4,-4.50887326,0.412294090921251,-5.3414495,-3.69589875,-0.50887326,0.50887326,TRUE
"Proposed Method (ADVI)",0.4,9,"beta5",-5,-5.4543064,0.483916717122638,-6.36286125,-4.514648,-0.4543064,0.4543064,TRUE
"Proposed Method (ADVI)",0.4,9,"beta6",0,-0.018435496078,0.15293134131693,-0.330385625,0.2671806,-0.018435496078,0.018435496078,TRUE
"Proposed Method (ADVI)",0.4,9,"beta7",0,0.13162957985,0.199320203033674,-0.2559813,0.521749225,0.13162957985,0.13162957985,TRUE
"Proposed Method (ADVI)",0.4,9,"beta8",0,-0.2182959439,0.152426931511384,-0.515357525,0.0868923375,-0.2182959439,0.2182959439,TRUE
"Proposed Method (ADVI)",0.4,9,"beta9",0,-0.016844440413,0.171301002768395,-0.3614284,0.325055475,-0.016844440413,0.016844440413,TRUE
"Proposed Method (ADVI)",0.4,9,"beta10",0,-0.03977173514261,0.151169619250793,-0.3356644,0.25336505,-0.03977173514261,0.03977173514261,TRUE
"Proposed Method (ADVI)",0.4,9,"beta11",0,-0.377756776753,0.173321705640217,-0.6994533,-0.0479847275,-0.377756776753,0.377756776753,FALSE
"Proposed Method (ADVI)",0.4,9,"beta12",0,-0.219530148497,0.189624936082476,-0.609057525,0.1607906,-0.219530148497,0.219530148497,TRUE
"Proposed Method (ADVI)",0.4,9,"beta13",0,0.105356894317,0.17562370278291,-0.216719125,0.4581295,0.105356894317,0.105356894317,TRUE
"Proposed Method (ADVI)",0.4,9,"beta14",0,0.113321906686,0.16761661886616,-0.2168887,0.437026,0.113321906686,0.113321906686,TRUE
"Proposed Method (ADVI)",0.4,9,"beta15",0,-0.041362639348,0.155979472023465,-0.3539107,0.2691719,-0.041362639348,0.041362639348,TRUE
"Proposed Method (ADVI)",0.4,9,"beta16",0,0.15334005642,0.15406437244757,-0.1313271,0.469157375,0.15334005642,0.15334005642,TRUE
"Proposed Method (ADVI)",0.4,9,"beta17",0,0.120173654344,0.18398983695046,-0.22579055,0.485943525,0.120173654344,0.120173654344,TRUE
"Proposed Method (ADVI)",0.4,9,"beta18",0,0.45326231595,0.200898923972891,0.066577595,0.8447029,0.45326231595,0.45326231595,FALSE
"Proposed Method (ADVI)",0.4,9,"beta19",0,0.0213122515394,0.152970593213487,-0.270977,0.31928225,0.0213122515394,0.0213122515394,TRUE
"Proposed Method (ADVI)",0.4,9,"beta20",0,0.094666823818,0.1591425640641,-0.224174575,0.404764675,0.094666823818,0.094666823818,TRUE
"Proposed Method (ADVI)",0.4,9,"eta",0.4,0.5386860532,0.312027451777719,0.150673475,1.316274,0.1386860532,0.1386860532,TRUE
"Naive Method (ADVI)",0.4,10,"beta1",1,1.0739834709,0.456697382469286,0.173399575,1.9555145,0.0739834709,0.0739834709,TRUE
"Naive Method (ADVI)",0.4,10,"beta2",2,-0.250252338849,0.712592334209157,-1.6001795,1.127903,-2.250252338849,2.250252338849,FALSE
"Naive Method (ADVI)",0.4,10,"beta3",3,0.75541423104,0.65622897835692,-0.565414825,2.04217975,-2.24458576896,2.24458576896,FALSE
"Naive Method (ADVI)",0.4,10,"beta4",-4,-1.9790158463,0.632139179288515,-3.21788025,-0.7847775,2.0209841537,2.0209841537,FALSE
"Naive Method (ADVI)",0.4,10,"beta5",-5,-2.1107011477,0.760396245299582,-3.6453685,-0.57502655,2.8892988523,2.8892988523,FALSE
"Naive Method (ADVI)",0.4,10,"beta6",0,-1.0531599798,0.611759637347815,-2.2773955,0.140873925,-1.0531599798,1.0531599798,TRUE
"Naive Method (ADVI)",0.4,10,"beta7",0,-0.15950395873,0.405641720028353,-0.93163995,0.624176,-0.15950395873,0.15950395873,TRUE
"Naive Method (ADVI)",0.4,10,"beta8",0,-0.00730131033359999,0.403674039882824,-0.8020497,0.79205575,-0.00730131033359999,0.00730131033359999,TRUE
"Naive Method (ADVI)",0.4,10,"beta9",0,0.5980754145,0.55920413156039,-0.470229725,1.67479775,0.5980754145,0.5980754145,TRUE
"Naive Method (ADVI)",0.4,10,"beta10",0,-0.268667493329,0.384877676298821,-1.07764575,0.4748055,-0.268667493329,0.268667493329,TRUE
"Naive Method (ADVI)",0.4,10,"beta11",0,-0.61568586497,0.595504708178901,-1.7793755,0.51592395,-0.61568586497,0.61568586497,TRUE
"Naive Method (ADVI)",0.4,10,"beta12",0,0.32566680363,0.449165924497612,-0.602733025,1.15886125,0.32566680363,0.32566680363,TRUE
"Naive Method (ADVI)",0.4,10,"beta13",0,0.25468482805,0.403918673001055,-0.510778575,1.047476,0.25468482805,0.25468482805,TRUE
"Naive Method (ADVI)",0.4,10,"beta14",0,1.122287167302,0.713930001384874,-0.281108975,2.541228,1.122287167302,1.122287167302,TRUE
"Naive Method (ADVI)",0.4,10,"beta15",0,0.838085391293,0.664828715444561,-0.426608025,2.1570605,0.838085391293,0.838085391293,TRUE
"Naive Method (ADVI)",0.4,10,"beta16",0,0.46826048602,0.427240610078994,-0.3744574,1.266771,0.46826048602,0.46826048602,TRUE
"Naive Method (ADVI)",0.4,10,"beta17",0,0.97851026153,0.627736600221123,-0.313253975,2.1780115,0.97851026153,0.97851026153,TRUE
"Naive Method (ADVI)",0.4,10,"beta18",0,0.019722177127,0.388747622405717,-0.7081872,0.794881675,0.019722177127,0.019722177127,TRUE
"Naive Method (ADVI)",0.4,10,"beta19",0,0.79241808465843,0.633830169697975,-0.39174385,2.059198,0.79241808465843,0.79241808465843,TRUE
"Naive Method (ADVI)",0.4,10,"beta20",0,0.7124787374892,0.559249477968346,-0.4045331,1.81784575,0.7124787374892,0.7124787374892,TRUE
"Proposed Method (ADVI)",0.4,10,"beta1",1,1.27336579,0.181078317216767,0.940060225,1.6536115,0.27336579,0.27336579,TRUE
"Proposed Method (ADVI)",0.4,10,"beta2",2,1.92645687,0.241335132025266,1.44700575,2.41014125,-0.07354313,0.07354313,TRUE
"Proposed Method (ADVI)",0.4,10,"beta3",3,3.45235025,0.328274814547665,2.81308625,4.10639625,0.45235025,0.45235025,TRUE
"Proposed Method (ADVI)",0.4,10,"beta4",-4,-4.15528498,0.380871029394507,-4.922729,-3.39343,-0.15528498,0.15528498,TRUE
"Proposed Method (ADVI)",0.4,10,"beta5",-5,-5.50717649,0.470989305834209,-6.40685675,-4.596459,-0.50717649,0.50717649,TRUE
"Proposed Method (ADVI)",0.4,10,"beta6",0,0.19805333247,0.176857746712646,-0.143505775,0.533491525,0.19805333247,0.19805333247,TRUE
"Proposed Method (ADVI)",0.4,10,"beta7",0,0.008876924181,0.187887623136338,-0.355506125,0.38542975,0.008876924181,0.008876924181,TRUE
"Proposed Method (ADVI)",0.4,10,"beta8",0,-0.25943323647,0.161345111724093,-0.56717045,0.0400393149999998,-0.25943323647,0.25943323647,TRUE
"Proposed Method (ADVI)",0.4,10,"beta9",0,0.109774416767,0.173238789405969,-0.2437966,0.444206975,0.109774416767,0.109774416767,TRUE
"Proposed Method (ADVI)",0.4,10,"beta10",0,0.015153819596,0.151429188334927,-0.284852625,0.3214008,0.015153819596,0.015153819596,TRUE
"Proposed Method (ADVI)",0.4,10,"beta11",0,0.002751954299,0.168922994238929,-0.308671975,0.325073175,0.002751954299,0.002751954299,TRUE
"Proposed Method (ADVI)",0.4,10,"beta12",0,-0.146771694205,0.167917167910146,-0.47580915,0.194372275,-0.146771694205,0.146771694205,TRUE
"Proposed Method (ADVI)",0.4,10,"beta13",0,-0.045138258714,0.184074230772017,-0.38470965,0.337394325,-0.045138258714,0.045138258714,TRUE
"Proposed Method (ADVI)",0.4,10,"beta14",0,-0.112014712676,0.177426600538994,-0.473329725,0.22479765,-0.112014712676,0.112014712676,TRUE
"Proposed Method (ADVI)",0.4,10,"beta15",0,-0.0184174774236,0.17695054535905,-0.369281175,0.330791875,-0.0184174774236,0.0184174774236,TRUE
"Proposed Method (ADVI)",0.4,10,"beta16",0,0.0229223977567,0.153483337129938,-0.266841925,0.330075175,0.0229223977567,0.0229223977567,TRUE
"Proposed Method (ADVI)",0.4,10,"beta17",0,0.156075640031,0.203850591105661,-0.21486505,0.590671975,0.156075640031,0.156075640031,TRUE
"Proposed Method (ADVI)",0.4,10,"beta18",0,-0.03679143226,0.189923339712812,-0.414388075,0.3489569,-0.03679143226,0.03679143226,TRUE
"Proposed Method (ADVI)",0.4,10,"beta19",0,-0.029334914616,0.165096377327301,-0.35551875,0.284239125,-0.029334914616,0.029334914616,TRUE
"Proposed Method (ADVI)",0.4,10,"beta20",0,0.25632679287,0.17996564342809,-0.095882615,0.601002575,0.25632679287,0.25632679287,TRUE
"Proposed Method (ADVI)",0.4,10,"eta",0.4,0.6192853427,0.340813812504962,0.18743215,1.4725225,0.2192853427,0.2192853427,TRUE
"Naive Method (ADVI)",1.6,1,"beta1",1,0.723772950763,0.435589631855675,-0.135187225,1.56455975,-0.276227049237,0.276227049237,TRUE
"Naive Method (ADVI)",1.6,1,"beta2",2,-0.24332418353,0.714932134604545,-1.60641125,1.140318,-2.24332418353,2.24332418353,FALSE
"Naive Method (ADVI)",1.6,1,"beta3",3,0.74442530514,0.63601401233427,-0.536921675,1.9958745,-2.25557469486,2.25557469486,FALSE
"Naive Method (ADVI)",1.6,1,"beta4",-4,-1.947623125,0.629837485080281,-3.171791,-0.75861505,2.052376875,2.052376875,FALSE
"Naive Method (ADVI)",1.6,1,"beta5",-5,-2.0958459724,0.74230658277814,-3.5854385,-0.588877425,2.9041540276,2.9041540276,FALSE
"Naive Method (ADVI)",1.6,1,"beta6",0,-1.0711246889,0.597479559245154,-2.27363075,0.0938535925,-1.0711246889,1.0711246889,TRUE
"Naive Method (ADVI)",1.6,1,"beta7",0,0.028649550287,0.412526978946884,-0.76114835,0.817981025,0.028649550287,0.028649550287,TRUE
"Naive Method (ADVI)",1.6,1,"beta8",0,0.118389527661,0.395760535343769,-0.699152,0.8897455,0.118389527661,0.118389527661,TRUE
"Naive Method (ADVI)",1.6,1,"beta9",0,0.5884054860527,0.561135188603939,-0.476433775,1.66893925,0.5884054860527,0.5884054860527,TRUE
"Naive Method (ADVI)",1.6,1,"beta10",0,0.072926318982,0.447397484161482,-0.8532215,0.9429151,0.072926318982,0.072926318982,TRUE
"Naive Method (ADVI)",1.6,1,"beta11",0,-0.66487982007,0.58919514098564,-1.82142375,0.44960645,-0.66487982007,0.66487982007,TRUE
"Naive Method (ADVI)",1.6,1,"beta12",0,0.2540038567132,0.471646557445522,-0.720253,1.13619575,0.2540038567132,0.2540038567132,TRUE
"Naive Method (ADVI)",1.6,1,"beta13",0,0.311388538743,0.410820380590477,-0.505332775,1.0987675,0.311388538743,0.311388538743,TRUE
"Naive Method (ADVI)",1.6,1,"beta14",0,1.14958032481,0.703628947965859,-0.21253015,2.54268725,1.14958032481,1.14958032481,TRUE
"Naive Method (ADVI)",1.6,1,"beta15",0,0.90122199669,0.621220054472435,-0.280798425,2.129363,0.90122199669,0.90122199669,TRUE
"Naive Method (ADVI)",1.6,1,"beta16",0,0.383694537538,0.45703408329461,-0.525959575,1.2666415,0.383694537538,0.383694537538,TRUE
"Naive Method (ADVI)",1.6,1,"beta17",0,0.9844534524,0.635564202047376,-0.32707645,2.1941255,0.9844534524,0.9844534524,TRUE
"Naive Method (ADVI)",1.6,1,"beta18",0,-0.160573226302,0.394107874128833,-0.934969875,0.639906325,-0.160573226302,0.160573226302,TRUE
"Naive Method (ADVI)",1.6,1,"beta19",0,0.82568832331,0.601201054222914,-0.2557384,2.01890525,0.82568832331,0.82568832331,TRUE
"Naive Method (ADVI)",1.6,1,"beta20",0,0.77877596468,0.520573675767957,-0.22113195,1.8521285,0.77877596468,0.77877596468,TRUE
"Proposed Method (ADVI)",1.6,1,"beta1",1,1.347516028,0.199076170220916,0.98108205,1.76554775,0.347516028,0.347516028,TRUE
"Proposed Method (ADVI)",1.6,1,"beta2",2,2.12948662,0.234206599159087,1.66146825,2.60266875,0.12948662,0.12948662,TRUE
"Proposed Method (ADVI)",1.6,1,"beta3",3,3.3704835,0.336271877989041,2.7161115,4.062471,0.3704835,0.3704835,TRUE
"Proposed Method (ADVI)",1.6,1,"beta4",-4,-4.6413146,0.436850995315965,-5.5172655,-3.78264475,-0.6413146,0.6413146,TRUE
"Proposed Method (ADVI)",1.6,1,"beta5",-5,-5.77406854,0.515340424166636,-6.7565365,-4.796044,-0.77406854,0.77406854,TRUE
"Proposed Method (ADVI)",1.6,1,"beta6",0,-0.039873553355,0.174784109564268,-0.391285025,0.284080075,-0.039873553355,0.039873553355,TRUE
"Proposed Method (ADVI)",1.6,1,"beta7",0,0.28673684262,0.185847766035673,-0.0814332825,0.643307825,0.28673684262,0.28673684262,TRUE
"Proposed Method (ADVI)",1.6,1,"beta8",0,-0.002822051826,0.165378934361448,-0.31587165,0.329073225,-0.002822051826,0.002822051826,TRUE
"Proposed Method (ADVI)",1.6,1,"beta9",0,-0.23661741894,0.181806423460994,-0.60610965,0.129910775,-0.23661741894,0.23661741894,TRUE
"Proposed Method (ADVI)",1.6,1,"beta10",0,0.081019322463,0.163467579955496,-0.24182715,0.3967692,0.081019322463,0.081019322463,TRUE
"Proposed Method (ADVI)",1.6,1,"beta11",0,0.015681782607,0.182154332783,-0.346060725,0.362551475,0.015681782607,0.015681782607,TRUE
"Proposed Method (ADVI)",1.6,1,"beta12",0,0.301997408927,0.167154880186549,-0.022237165,0.647049425,0.301997408927,0.301997408927,TRUE
"Proposed Method (ADVI)",1.6,1,"beta13",0,-0.112303870898,0.18169205069222,-0.444018025,0.25302755,-0.112303870898,0.112303870898,TRUE
"Proposed Method (ADVI)",1.6,1,"beta14",0,-0.30146809089216,0.17959499331398,-0.6514148,0.0359086975,-0.30146809089216,0.30146809089216,TRUE
"Proposed Method (ADVI)",1.6,1,"beta15",0,-0.178163850518,0.180736244992418,-0.548344,0.1659604,-0.178163850518,0.178163850518,TRUE
"Proposed Method (ADVI)",1.6,1,"beta16",0,-0.3117535152,0.168669016028316,-0.6278151,0.0254760324999998,-0.3117535152,0.3117535152,TRUE
"Proposed Method (ADVI)",1.6,1,"beta17",0,-0.030493526519,0.193055201273124,-0.390468575,0.35617745,-0.030493526519,0.030493526519,TRUE
"Proposed Method (ADVI)",1.6,1,"beta18",0,0.024394406987,0.192544439935873,-0.33912905,0.39776245,0.024394406987,0.024394406987,TRUE
"Proposed Method (ADVI)",1.6,1,"beta19",0,-0.129318305813,0.152928545818518,-0.446639975,0.16831875,-0.129318305813,0.129318305813,TRUE
"Proposed Method (ADVI)",1.6,1,"beta20",0,-0.027541776649,0.171931464433202,-0.3533746,0.3009326,-0.027541776649,0.027541776649,TRUE
"Proposed Method (ADVI)",1.6,1,"eta",1.6,2.068038768,0.348212806831782,1.47191175,2.787633,0.468038768,0.468038768,TRUE
"Naive Method (ADVI)",1.6,2,"beta1",1,0.94302685,0.168737443327348,0.61048525,1.26886375,-0.05697315,0.05697315,TRUE
"Naive Method (ADVI)",1.6,2,"beta2",2,2.01487304,0.230266083692883,1.56845375,2.47431325,0.0148730399999999,0.0148730399999999,TRUE
"Naive Method (ADVI)",1.6,2,"beta3",3,2.53878729,0.235333485438695,2.07670625,2.970704,-0.46121271,0.46121271,FALSE
"Naive Method (ADVI)",1.6,2,"beta4",-4,-3.42333771,0.320030323399754,-4.04748375,-2.8194145,0.57666229,0.57666229,TRUE
"Naive Method (ADVI)",1.6,2,"beta5",-5,-4.27097935,0.349898022656797,-4.94121475,-3.59697475,0.72902065,0.72902065,FALSE
"Naive Method (ADVI)",1.6,2,"beta6",0,0.184645289369,0.150490154491533,-0.12314265,0.478395325,0.184645289369,0.184645289369,TRUE
"Naive Method (ADVI)",1.6,2,"beta7",0,0.239162075443,0.170293984575554,-0.090588715,0.566681025,0.239162075443,0.239162075443,TRUE
"Naive Method (ADVI)",1.6,2,"beta8",0,0.017541903861,0.152792450897447,-0.282716225,0.319734075,0.017541903861,0.017541903861,TRUE
"Naive Method (ADVI)",1.6,2,"beta9",0,0.082281824262,0.163408376643063,-0.24870135,0.381887975,0.082281824262,0.082281824262,TRUE
"Naive Method (ADVI)",1.6,2,"beta10",0,0.120582495855,0.143797923046824,-0.1803166,0.3978762,0.120582495855,0.120582495855,TRUE
"Naive Method (ADVI)",1.6,2,"beta11",0,-0.144750634392,0.145531232137976,-0.426616725,0.138696725,-0.144750634392,0.144750634392,TRUE
"Naive Method (ADVI)",1.6,2,"beta12",0,0.085423794876,0.159561189659154,-0.23981215,0.39275255,0.085423794876,0.085423794876,TRUE
"Naive Method (ADVI)",1.6,2,"beta13",0,-0.18825663082,0.151288361040343,-0.48829645,0.117640575,-0.18825663082,0.18825663082,TRUE
"Naive Method (ADVI)",1.6,2,"beta14",0,0.204953552229,0.149824377241579,-0.1077396,0.5032887,0.204953552229,0.204953552229,TRUE
"Naive Method (ADVI)",1.6,2,"beta15",0,-0.00504851237584,0.14829196426597,-0.30964235,0.2857388,-0.00504851237584,0.00504851237584,TRUE
"Naive Method (ADVI)",1.6,2,"beta16",0,0.026043900525,0.15865581873821,-0.285521375,0.32903175,0.026043900525,0.026043900525,TRUE
"Naive Method (ADVI)",1.6,2,"beta17",0,0.1980731462612,0.15564962189753,-0.114560325,0.490364225,0.1980731462612,0.1980731462612,TRUE
"Naive Method (ADVI)",1.6,2,"beta18",0,-0.086403739881,0.132126022015661,-0.33442295,0.175145975,-0.086403739881,0.086403739881,TRUE
"Naive Method (ADVI)",1.6,2,"beta19",0,0.0495529103013,0.161224658816296,-0.249322025,0.372697725,0.0495529103013,0.0495529103013,TRUE
"Naive Method (ADVI)",1.6,2,"beta20",0,-0.2027659296011,0.175392538213147,-0.5410333,0.16769335,-0.2027659296011,0.2027659296011,TRUE
"Proposed Method (ADVI)",1.6,2,"beta1",1,1.034239339,0.167050942056757,0.726572875,1.385717,0.034239339,0.034239339,TRUE
"Proposed Method (ADVI)",1.6,2,"beta2",2,2.08063958,0.223000672332808,1.64060125,2.5275095,0.0806395800000002,0.0806395800000002,TRUE
"Proposed Method (ADVI)",1.6,2,"beta3",3,2.65916313,0.26118417648462,2.148356,3.17429025,-0.34083687,0.34083687,TRUE
"Proposed Method (ADVI)",1.6,2,"beta4",-4,-3.73528818,0.342430577430882,-4.39917575,-3.05211425,0.26471182,0.26471182,TRUE
"Proposed Method (ADVI)",1.6,2,"beta5",-5,-4.6310364,0.412142646230746,-5.4312255,-3.81126275,0.3689636,0.3689636,TRUE
"Proposed Method (ADVI)",1.6,2,"beta6",0,0.12577959211,0.147801685511225,-0.17163245,0.4102494,0.12577959211,0.12577959211,TRUE
"Proposed Method (ADVI)",1.6,2,"beta7",0,0.241343185617,0.174262450455805,-0.0898596425,0.56804625,0.241343185617,0.241343185617,TRUE
"Proposed Method (ADVI)",1.6,2,"beta8",0,0.0562458109833,0.154784328200992,-0.233631425,0.362200025,0.0562458109833,0.0562458109833,TRUE
"Proposed Method (ADVI)",1.6,2,"beta9",0,0.07459511299,0.159864463951517,-0.256170075,0.3872541,0.07459511299,0.07459511299,TRUE
"Proposed Method (ADVI)",1.6,2,"beta10",0,0.0841748448417,0.140724379398342,-0.191091575,0.3655019,0.0841748448417,0.0841748448417,TRUE
"Proposed Method (ADVI)",1.6,2,"beta11",0,-0.25333453588,0.157051703830336,-0.54746845,0.0490047475,-0.25333453588,0.25333453588,TRUE
"Proposed Method (ADVI)",1.6,2,"beta12",0,0.019203882598,0.162973049363881,-0.31266655,0.34701555,0.019203882598,0.019203882598,TRUE
"Proposed Method (ADVI)",1.6,2,"beta13",0,-0.201459895097,0.163158758707288,-0.49701915,0.126483825,-0.201459895097,0.201459895097,TRUE
"Proposed Method (ADVI)",1.6,2,"beta14",0,0.266382639889,0.154622730109236,-0.047218495,0.556411025,0.266382639889,0.266382639889,TRUE
"Proposed Method (ADVI)",1.6,2,"beta15",0,0.01654864153,0.152305275504394,-0.28293985,0.316420575,0.01654864153,0.01654864153,TRUE
"Proposed Method (ADVI)",1.6,2,"beta16",0,0.087657702028,0.140673346193899,-0.190776725,0.356911325,0.087657702028,0.087657702028,TRUE
"Proposed Method (ADVI)",1.6,2,"beta17",0,0.239164137586,0.165800640563301,-0.061559265,0.57202385,0.239164137586,0.239164137586,TRUE
"Proposed Method (ADVI)",1.6,2,"beta18",0,-0.083886390804,0.164372783426569,-0.4073545,0.250366425,-0.083886390804,0.083886390804,TRUE
"Proposed Method (ADVI)",1.6,2,"beta19",0,-0.022000068766,0.153130294052429,-0.33633005,0.2719791,-0.022000068766,0.022000068766,TRUE
"Proposed Method (ADVI)",1.6,2,"beta20",0,-0.220156940162,0.167574387280468,-0.540221575,0.09951513,-0.220156940162,0.220156940162,TRUE
"Proposed Method (ADVI)",1.6,2,"eta",1.6,1.443452594,0.286766837978786,0.9565182,2.057197,-0.156547406,0.156547406,TRUE
"Naive Method (ADVI)",1.6,3,"beta1",1,0.50304468512,0.408052951475138,-0.301614625,1.29068325,-0.49695531488,0.49695531488,TRUE
"Naive Method (ADVI)",1.6,3,"beta2",2,-0.249331645064,0.715055906774576,-1.6091575,1.1342245,-2.249331645064,2.249331645064,FALSE
"Naive Method (ADVI)",1.6,3,"beta3",3,0.76137029552,0.65984453066018,-0.569478575,2.055956,-2.23862970448,2.23862970448,FALSE
"Naive Method (ADVI)",1.6,3,"beta4",-4,-1.964198648,0.62862481632062,-3.18350925,-0.7759886,2.035801352,2.035801352,FALSE
"Naive Method (ADVI)",1.6,3,"beta5",-5,-2.0952249191,0.739323607021225,-3.577471,-0.618803275,2.9047750809,2.9047750809,FALSE
"Naive Method (ADVI)",1.6,3,"beta6",0,-1.02525381996,0.651565390781686,-2.32798475,0.24903205,-1.02525381996,1.02525381996,TRUE
"Naive Method (ADVI)",1.6,3,"beta7",0,-0.224417445497,0.415287742785288,-1.016397,0.607755075,-0.224417445497,0.224417445497,TRUE
"Naive Method (ADVI)",1.6,3,"beta8",0,0.081574329297,0.408646023403305,-0.743749425,0.86249835,0.081574329297,0.081574329297,TRUE
"Naive Method (ADVI)",1.6,3,"beta9",0,0.580792687421,0.56732799047092,-0.482279375,1.6865565,0.580792687421,0.580792687421,TRUE
"Naive Method (ADVI)",1.6,3,"beta10",0,-0.044887064934,0.429444387707552,-0.96128645,0.784348775,-0.044887064934,0.044887064934,TRUE
"Naive Method (ADVI)",1.6,3,"beta11",0,-0.61367990842,0.606926224494062,-1.788271,0.527155275,-0.61367990842,0.61367990842,TRUE
"Naive Method (ADVI)",1.6,3,"beta12",0,0.293897244855,0.461540462499254,-0.6641463,1.1515435,0.293897244855,0.293897244855,TRUE
"Naive Method (ADVI)",1.6,3,"beta13",0,0.020747692972,0.419618789627826,-0.803866925,0.827413125,0.020747692972,0.020747692972,TRUE
"Naive Method (ADVI)",1.6,3,"beta14",0,1.14752348976,0.702390715058536,-0.218053075,2.520497,1.14752348976,1.14752348976,TRUE
"Naive Method (ADVI)",1.6,3,"beta15",0,0.840262888447,0.658411928723899,-0.4236474,2.146192,0.840262888447,0.840262888447,TRUE
"Naive Method (ADVI)",1.6,3,"beta16",0,0.254478925663,0.497556220567556,-0.7224165,1.1985835,0.254478925663,0.254478925663,TRUE
"Naive Method (ADVI)",1.6,3,"beta17",0,0.971730595194,0.645686214707215,-0.334970425,2.20798325,0.971730595194,0.971730595194,TRUE
"Naive Method (ADVI)",1.6,3,"beta18",0,0.074769071688,0.400359468790911,-0.705697125,0.82882045,0.074769071688,0.074769071688,TRUE
"Naive Method (ADVI)",1.6,3,"beta19",0,0.78700067036,0.637491232325094,-0.3591599,2.08689225,0.78700067036,0.78700067036,TRUE
"Naive Method (ADVI)",1.6,3,"beta20",0,0.756556298738,0.528047542414604,-0.313452125,1.8118165,0.756556298738,0.756556298738,TRUE
"Proposed Method (ADVI)",1.6,3,"beta1",1,0.919863272,0.192802330111605,0.564717125,1.32537575,-0.080136728,0.080136728,TRUE
"Proposed Method (ADVI)",1.6,3,"beta2",2,2.03207447,0.232878389609397,1.56796625,2.49862,0.03207447,0.03207447,TRUE
"Proposed Method (ADVI)",1.6,3,"beta3",3,3.11830499,0.31481350502853,2.5019605,3.75305225,0.11830499,0.11830499,TRUE
"Proposed Method (ADVI)",1.6,3,"beta4",-4,-4.23848695,0.385313842110973,-5.00480075,-3.46579725,-0.23848695,0.23848695,TRUE
"Proposed Method (ADVI)",1.6,3,"beta5",-5,-5.41479781,0.485452619121697,-6.3455075,-4.449067,-0.41479781,0.41479781,TRUE
"Proposed Method (ADVI)",1.6,3,"beta6",0,-0.11172367524,0.157367845239309,-0.445675675,0.173026725,-0.11172367524,0.11172367524,TRUE
"Proposed Method (ADVI)",1.6,3,"beta7",0,-0.23253221718,0.189236139246569,-0.59942185,0.142231025,-0.23253221718,0.23253221718,TRUE
"Proposed Method (ADVI)",1.6,3,"beta8",0,-0.288693105968,0.164045055816498,-0.58844075,0.0372025549999999,-0.288693105968,0.288693105968,TRUE
"Proposed Method (ADVI)",1.6,3,"beta9",0,0.1467081937884,0.173359315758872,-0.210472025,0.475511625,0.1467081937884,0.1467081937884,TRUE
"Proposed Method (ADVI)",1.6,3,"beta10",0,0.087138674297,0.161436563513525,-0.238897275,0.407095025,0.087138674297,0.087138674297,TRUE
"Proposed Method (ADVI)",1.6,3,"beta11",0,0.118801566834,0.15829959489479,-0.1834992,0.420810975,0.118801566834,0.118801566834,TRUE
"Proposed Method (ADVI)",1.6,3,"beta12",0,0.2397629855247,0.175912219129596,-0.1114395,0.577384325,0.2397629855247,0.2397629855247,TRUE
