"method","eta_setting","rep","param","truth","mean","sd","q025","q975","bias","abs_bias","covered"
"Proposed Method (ADVI)",1.6,3,"beta13",0,-0.0267112977,0.164200123119023,-0.3302743,0.301355275,-0.0267112977,0.0267112977,TRUE
"Proposed Method (ADVI)",1.6,3,"beta14",0,-0.1109611143316,0.162986362124683,-0.4341344,0.1943869,-0.1109611143316,0.1109611143316,TRUE
"Proposed Method (ADVI)",1.6,3,"beta15",0,-0.075164134626,0.147255673562259,-0.368024425,0.219793225,-0.075164134626,0.075164134626,TRUE
"Proposed Method (ADVI)",1.6,3,"beta16",0,-0.135937230252,0.147641839892151,-0.404389,0.16700495,-0.135937230252,0.135937230252,TRUE
"Proposed Method (ADVI)",1.6,3,"beta17",0,-0.108652349675,0.17731344494783,-0.448007025,0.254462675,-0.108652349675,0.108652349675,TRUE
"Proposed Method (ADVI)",1.6,3,"beta18",0,0.124173834475,0.183725390771959,-0.23352045,0.48371235,0.124173834475,0.124173834475,TRUE
"Proposed Method (ADVI)",1.6,3,"beta19",0,-0.074414391893,0.166700723611363,-0.416692825,0.23497305,-0.074414391893,0.074414391893,TRUE
"Proposed Method (ADVI)",1.6,3,"beta20",0,0.159461678221,0.169935599710415,-0.18735915,0.485771425,0.159461678221,0.159461678221,TRUE
"Proposed Method (ADVI)",1.6,3,"eta",1.6,1.758579848,0.331084015520526,1.185492,2.48326,0.158579848,0.158579848,TRUE
"Naive Method (ADVI)",1.6,4,"beta1",1,0.7006470923,0.171243496036401,0.3625351,1.031365,-0.2993529077,0.2993529077,TRUE
"Naive Method (ADVI)",1.6,4,"beta2",2,2.1016247,0.238828062049945,1.63124025,2.578751,0.1016247,0.1016247,TRUE
"Naive Method (ADVI)",1.6,4,"beta3",3,3.09778866,0.292397061638552,2.50704925,3.63964625,0.09778866,0.09778866,TRUE
"Naive Method (ADVI)",1.6,4,"beta4",-4,-4.02526596,0.35596744079028,-4.713839,-3.34105075,-0.0252659599999996,0.0252659599999996,TRUE
"Naive Method (ADVI)",1.6,4,"beta5",-5,-5.12399431,0.429211641344908,-5.92949725,-4.29196375,-0.12399431,0.12399431,TRUE
"Naive Method (ADVI)",1.6,4,"beta6",0,0.059997366711,0.179448037838804,-0.29794195,0.41080125,0.059997366711,0.059997366711,TRUE
"Naive Method (ADVI)",1.6,4,"beta7",0,0.30920846656,0.193923599782391,-0.061341865,0.686000825,0.30920846656,0.30920846656,TRUE
"Naive Method (ADVI)",1.6,4,"beta8",0,-0.098627410377,0.166720859029582,-0.4373986,0.23279875,-0.098627410377,0.098627410377,TRUE
"Naive Method (ADVI)",1.6,4,"beta9",0,0.118927349842,0.172804499129404,-0.235669475,0.4500552,0.118927349842,0.118927349842,TRUE
"Naive Method (ADVI)",1.6,4,"beta10",0,0.18698881128,0.151361220902429,-0.126799175,0.484466075,0.18698881128,0.18698881128,TRUE
"Naive Method (ADVI)",1.6,4,"beta11",0,0.028810165049,0.160120076082689,-0.28315955,0.32799695,0.028810165049,0.028810165049,TRUE
"Naive Method (ADVI)",1.6,4,"beta12",0,-0.308267258289,0.18316309291366,-0.6939309,0.0431659975,-0.308267258289,0.308267258289,TRUE
"Naive Method (ADVI)",1.6,4,"beta13",0,-0.03825929482,0.155596666755405,-0.3296131,0.26935905,-0.03825929482,0.03825929482,TRUE
"Naive Method (ADVI)",1.6,4,"beta14",0,0.1049401885723,0.162820139836945,-0.218667825,0.4090536,0.1049401885723,0.1049401885723,TRUE
"Naive Method (ADVI)",1.6,4,"beta15",0,0.186714483932,0.165400784826616,-0.136761725,0.5015867,0.186714483932,0.186714483932,TRUE
"Naive Method (ADVI)",1.6,4,"beta16",0,-0.132036137882,0.180268590868715,-0.492877375,0.20446055,-0.132036137882,0.132036137882,TRUE
"Naive Method (ADVI)",1.6,4,"beta17",0,-0.12443509531562,0.18375228954702,-0.4895839,0.237558625,-0.12443509531562,0.12443509531562,TRUE
"Naive Method (ADVI)",1.6,4,"beta18",0,0.18873449121,0.138704762125253,-0.081582865,0.4609088,0.18873449121,0.18873449121,TRUE
"Naive Method (ADVI)",1.6,4,"beta19",0,-0.0495883435411,0.160485322033698,-0.363109725,0.250305825,-0.0495883435411,0.0495883435411,TRUE
"Naive Method (ADVI)",1.6,4,"beta20",0,-0.0912265899598,0.170949555978933,-0.427084925,0.2763908,-0.0912265899598,0.0912265899598,TRUE
"Proposed Method (ADVI)",1.6,4,"beta1",1,1.02929661,0.189279101598914,0.6806911,1.4275445,0.0292966100000001,0.0292966100000001,TRUE
"Proposed Method (ADVI)",1.6,4,"beta2",2,2.47034582,0.260945094731041,1.94918675,2.9966555,0.47034582,0.47034582,TRUE
"Proposed Method (ADVI)",1.6,4,"beta3",3,3.44666147,0.34265128438053,2.78415975,4.1526545,0.44666147,0.44666147,TRUE
"Proposed Method (ADVI)",1.6,4,"beta4",-4,-4.72833825,0.42949363583977,-5.59102575,-3.855658,-0.72833825,0.72833825,TRUE
"Proposed Method (ADVI)",1.6,4,"beta5",-5,-5.81205856,0.526281681820055,-6.82268,-4.759072,-0.81205856,0.81205856,TRUE
"Proposed Method (ADVI)",1.6,4,"beta6",0,0.040489726447,0.178557515963539,-0.319642575,0.3665387,0.040489726447,0.040489726447,TRUE
"Proposed Method (ADVI)",1.6,4,"beta7",0,0.193052247689,0.208390376822852,-0.220492275,0.58249715,0.193052247689,0.193052247689,TRUE
"Proposed Method (ADVI)",1.6,4,"beta8",0,-0.116130092558,0.178868694743958,-0.466410425,0.241136875,-0.116130092558,0.116130092558,TRUE
"Proposed Method (ADVI)",1.6,4,"beta9",0,0.052247788218,0.170588727336122,-0.281738125,0.385809825,0.052247788218,0.052247788218,TRUE
"Proposed Method (ADVI)",1.6,4,"beta10",0,0.073369919405,0.156889336621806,-0.2351088,0.389525225,0.073369919405,0.073369919405,TRUE
"Proposed Method (ADVI)",1.6,4,"beta11",0,0.129769039431,0.182607964909435,-0.223401925,0.486049075,0.129769039431,0.129769039431,TRUE
"Proposed Method (ADVI)",1.6,4,"beta12",0,-0.3849649947,0.184712053656629,-0.7446958,-0.00882031450000006,-0.3849649947,0.3849649947,FALSE
"Proposed Method (ADVI)",1.6,4,"beta13",0,-0.158478059704,0.181156296735447,-0.488069575,0.1986871,-0.158478059704,0.158478059704,TRUE
"Proposed Method (ADVI)",1.6,4,"beta14",0,0.06070939363631,0.183086673423613,-0.3148149,0.4091102,0.06070939363631,0.06070939363631,TRUE
"Proposed Method (ADVI)",1.6,4,"beta15",0,0.33036575542,0.181667872355471,-0.0205845925,0.688225275,0.33036575542,0.33036575542,TRUE
"Proposed Method (ADVI)",1.6,4,"beta16",0,-0.05688812339,0.163090396453451,-0.37583735,0.2726928,-0.05688812339,0.05688812339,TRUE
"Proposed Method (ADVI)",1.6,4,"beta17",0,-0.053589391596,0.194852649084307,-0.408073425,0.344101475,-0.053589391596,0.053589391596,TRUE
"Proposed Method (ADVI)",1.6,4,"beta18",0,0.107911473167,0.178112830624152,-0.2532859,0.460163425,0.107911473167,0.107911473167,TRUE
"Proposed Method (ADVI)",1.6,4,"beta19",0,-0.062018932295,0.168213739477214,-0.3926271,0.2554636,-0.062018932295,0.062018932295,TRUE
"Proposed Method (ADVI)",1.6,4,"beta20",0,-0.115298796768,0.162851422563466,-0.4472041,0.199004025,-0.115298796768,0.115298796768,TRUE
"Proposed Method (ADVI)",1.6,4,"eta",1.6,2.3063765,0.38075718649057,1.6464055,3.07813725,0.7063765,0.7063765,FALSE
"Naive Method (ADVI)",1.6,5,"beta1",1,0.58752943813,0.421910101067715,-0.244455425,1.4019165,-0.41247056187,0.41247056187,TRUE
"Naive Method (ADVI)",1.6,5,"beta2",2,-0.254826418848,0.693826814337122,-1.581988,1.08825775,-2.254826418848,2.254826418848,FALSE
"Naive Method (ADVI)",1.6,5,"beta3",3,0.75837213125,0.657282337255098,-0.55992545,2.043382,-2.24162786875,2.24162786875,FALSE
"Naive Method (ADVI)",1.6,5,"beta4",-4,-1.85315691475,0.608978480157434,-3.0349055,-0.71228485,2.14684308525,2.14684308525,FALSE
"Naive Method (ADVI)",1.6,5,"beta5",-5,-2.1044669771,0.748012970083356,-3.612178,-0.5823154,2.8955330229,2.8955330229,FALSE
"Naive Method (ADVI)",1.6,5,"beta6",0,-1.10201717167,0.597729964971392,-2.292119,0.063788725,-1.10201717167,1.10201717167,TRUE
"Naive Method (ADVI)",1.6,5,"beta7",0,-0.190711365993,0.409156873835775,-0.97752155,0.61052645,-0.190711365993,0.190711365993,TRUE
"Naive Method (ADVI)",1.6,5,"beta8",0,0.1077188587156,0.398457423580278,-0.72037475,0.8960677,0.1077188587156,0.1077188587156,TRUE
"Naive Method (ADVI)",1.6,5,"beta9",0,0.59852457013,0.5678724596172,-0.478485625,1.71110525,0.59852457013,0.59852457013,TRUE
"Naive Method (ADVI)",1.6,5,"beta10",0,-0.00360525112299998,0.417845458402101,-0.883551375,0.8152207,-0.00360525112299998,0.00360525112299998,TRUE
"Naive Method (ADVI)",1.6,5,"beta11",0,-0.67848977232,0.587640048427608,-1.8148225,0.424644325,-0.67848977232,0.67848977232,TRUE
"Naive Method (ADVI)",1.6,5,"beta12",0,0.254127975742,0.472056795354876,-0.6826392,1.13431375,0.254127975742,0.254127975742,TRUE
"Naive Method (ADVI)",1.6,5,"beta13",0,0.2791555344387,0.415648585895874,-0.547858725,1.09460575,0.2791555344387,0.2791555344387,TRUE
"Naive Method (ADVI)",1.6,5,"beta14",0,1.15630770728,0.68674986542798,-0.189732675,2.5194335,1.15630770728,1.15630770728,TRUE
"Naive Method (ADVI)",1.6,5,"beta15",0,0.846970362942,0.659998362646473,-0.426222575,2.16148825,0.846970362942,0.846970362942,TRUE
"Naive Method (ADVI)",1.6,5,"beta16",0,0.304594863974,0.474354370493208,-0.61154335,1.223427,0.304594863974,0.304594863974,TRUE
"Naive Method (ADVI)",1.6,5,"beta17",0,1.020506974658,0.607807616432785,-0.221342525,2.19337475,1.020506974658,1.020506974658,TRUE
"Naive Method (ADVI)",1.6,5,"beta18",0,-0.101033262316,0.393989508136765,-0.885431175,0.647951325,-0.101033262316,0.101033262316,TRUE
"Naive Method (ADVI)",1.6,5,"beta19",0,0.842667246261,0.587755759003697,-0.232929625,2.01709775,0.842667246261,0.842667246261,TRUE
"Naive Method (ADVI)",1.6,5,"beta20",0,0.719075503927,0.551399266093232,-0.386868325,1.818387,0.719075503927,0.719075503927,TRUE
"Proposed Method (ADVI)",1.6,5,"beta1",1,1.033541625,0.19197908902242,0.6799638,1.43747525,0.033541625,0.033541625,TRUE
"Proposed Method (ADVI)",1.6,5,"beta2",2,2.48555398,0.259976678028777,1.9733215,3.00618875,0.48555398,0.48555398,TRUE
"Proposed Method (ADVI)",1.6,5,"beta3",3,3.61409373,0.363251228603661,2.9002635,4.34286325,0.61409373,0.61409373,TRUE
"Proposed Method (ADVI)",1.6,5,"beta4",-4,-4.55989294,0.4085204371462,-5.37571025,-3.741916,-0.55989294,0.55989294,TRUE
"Proposed Method (ADVI)",1.6,5,"beta5",-5,-5.78634364,0.499659685283342,-6.736047,-4.77255,-0.78634364,0.78634364,TRUE
"Proposed Method (ADVI)",1.6,5,"beta6",0,-0.10127988186,0.178009000955698,-0.465589125,0.234955625,-0.10127988186,0.10127988186,TRUE
"Proposed Method (ADVI)",1.6,5,"beta7",0,-0.276383509566,0.190708420947294,-0.658529875,0.10359525,-0.276383509566,0.276383509566,TRUE
"Proposed Method (ADVI)",1.6,5,"beta8",0,0.168816073293,0.164623401827672,-0.152755175,0.49602985,0.168816073293,0.168816073293,TRUE
"Proposed Method (ADVI)",1.6,5,"beta9",0,0.12007224098,0.183052596131726,-0.25390035,0.473257625,0.12007224098,0.12007224098,TRUE
"Proposed Method (ADVI)",1.6,5,"beta10",0,0.1285767023433,0.15277966383536,-0.169380225,0.4451669,0.1285767023433,0.1285767023433,TRUE
"Proposed Method (ADVI)",1.6,5,"beta11",0,-0.02940518273,0.175019323454947,-0.3605346,0.313073625,-0.02940518273,0.02940518273,TRUE
"Proposed Method (ADVI)",1.6,5,"beta12",0,-0.286935863502,0.189198158632247,-0.6591294,0.075575585,-0.286935863502,0.286935863502,TRUE
"Proposed Method (ADVI)",1.6,5,"beta13",0,0.4775396801,0.180091953645349,0.141471225,0.84811445,0.4775396801,0.4775396801,FALSE
"Proposed Method (ADVI)",1.6,5,"beta14",0,-0.5077041959,0.174818706958094,-0.8699278,-0.18169725,-0.5077041959,0.5077041959,FALSE
"Proposed Method (ADVI)",1.6,5,"beta15",0,-0.105711337999,0.171024110764441,-0.4534936,0.230382025,-0.105711337999,0.105711337999,TRUE
"Proposed Method (ADVI)",1.6,5,"beta16",0,0.030568675857,0.152321600004031,-0.2632988,0.34724895,0.030568675857,0.030568675857,TRUE
"Proposed Method (ADVI)",1.6,5,"beta17",0,0.151820483345,0.181323372401032,-0.1842561,0.5129659,0.151820483345,0.151820483345,TRUE
"Proposed Method (ADVI)",1.6,5,"beta18",0,0.5684728364,0.208569676796979,0.163085075,0.973009425,0.5684728364,0.5684728364,FALSE
"Proposed Method (ADVI)",1.6,5,"beta19",0,-0.177190081544,0.162659111069377,-0.50292855,0.129336475,-0.177190081544,0.177190081544,TRUE
"Proposed Method (ADVI)",1.6,5,"beta20",0,-0.1067082313835,0.161342428239529,-0.427043775,0.214493275,-0.1067082313835,0.1067082313835,TRUE
"Proposed Method (ADVI)",1.6,5,"eta",1.6,1.512808814,0.343993913542358,0.951707425,2.30144125,-0.0871911860000001,0.0871911860000001,TRUE
"Naive Method (ADVI)",1.6,6,"beta1",1,0.84379854492,0.423907848529453,0.0078737215,1.662037,-0.15620145508,0.15620145508,TRUE
"Naive Method (ADVI)",1.6,6,"beta2",2,-0.24590693574,0.715811740798034,-1.61130275,1.1394825,-2.24590693574,2.24590693574,FALSE
"Naive Method (ADVI)",1.6,6,"beta3",3,0.7617248732298,0.657549930881162,-0.5459224,2.051042,-2.2382751267702,2.2382751267702,FALSE
"Naive Method (ADVI)",1.6,6,"beta4",-4,-1.8628513332,0.615666131112703,-3.0647905,-0.7135122,2.1371486668,2.1371486668,FALSE
"Naive Method (ADVI)",1.6,6,"beta5",-5,-2.0974604109,0.741530892361598,-3.593362,-0.59829475,2.9025395891,2.9025395891,FALSE
"Naive Method (ADVI)",1.6,6,"beta6",0,-1.012469271609,0.671271541916095,-2.34664175,0.3038763,-1.012469271609,1.012469271609,TRUE
"Naive Method (ADVI)",1.6,6,"beta7",0,0.058771464744,0.397063057160567,-0.69301835,0.839352725,0.058771464744,0.058771464744,TRUE
"Naive Method (ADVI)",1.6,6,"beta8",0,-0.018338601141,0.418195430595425,-0.8459395,0.803295275,-0.018338601141,0.018338601141,TRUE
"Naive Method (ADVI)",1.6,6,"beta9",0,0.62382599372,0.554667726667043,-0.4473043,1.716381,0.62382599372,0.62382599372,TRUE
"Naive Method (ADVI)",1.6,6,"beta10",0,0.0362121698022,0.438161328818856,-0.867754875,0.881859125,0.0362121698022,0.0362121698022,TRUE
"Naive Method (ADVI)",1.6,6,"beta11",0,-0.6130996463809,0.594713652338117,-1.7664225,0.511025825,-0.6130996463809,0.6130996463809,TRUE
"Naive Method (ADVI)",1.6,6,"beta12",0,0.4046893403937,0.435294608944297,-0.505506925,1.22803075,0.4046893403937,0.4046893403937,TRUE
"Naive Method (ADVI)",1.6,6,"beta13",0,0.006438464621,0.412761821080597,-0.803536425,0.826652725,0.006438464621,0.006438464621,TRUE
"Naive Method (ADVI)",1.6,6,"beta14",0,1.207144690939,0.702104046963105,-0.1624543,2.58720075,1.207144690939,1.207144690939,TRUE
"Naive Method (ADVI)",1.6,6,"beta15",0,0.87189915046,0.635107772055011,-0.334220625,2.116542,0.87189915046,0.87189915046,TRUE
"Naive Method (ADVI)",1.6,6,"beta16",0,0.3785211848945,0.45213393697969,-0.5303602,1.25210875,0.3785211848945,0.3785211848945,TRUE
"Naive Method (ADVI)",1.6,6,"beta17",0,0.9994546872,0.610787808177984,-0.263968525,2.18690025,0.9994546872,0.9994546872,TRUE
"Naive Method (ADVI)",1.6,6,"beta18",0,-0.153568912409,0.402700848160981,-0.9225254,0.641982725,-0.153568912409,0.153568912409,TRUE
"Naive Method (ADVI)",1.6,6,"beta19",0,0.92503253999,0.536301219491707,-0.04669625,2.0164895,0.92503253999,0.92503253999,TRUE
"Naive Method (ADVI)",1.6,6,"beta20",0,0.753741374001,0.528301609735072,-0.29237865,1.812152,0.753741374001,0.753741374001,TRUE
"Proposed Method (ADVI)",1.6,6,"beta1",1,1.274353005,0.176737335792565,0.9488467,1.64621025,0.274353005,0.274353005,TRUE
"Proposed Method (ADVI)",1.6,6,"beta2",2,2.26860962,0.244951598425131,1.77961825,2.7624145,0.26860962,0.26860962,TRUE
"Proposed Method (ADVI)",1.6,6,"beta3",3,3.26065283,0.314167937106887,2.6560565,3.9084525,0.26065283,0.26065283,TRUE
"Proposed Method (ADVI)",1.6,6,"beta4",-4,-4.35332912,0.398050142970637,-5.142059,-3.5545705,-0.35332912,0.35332912,TRUE
"Proposed Method (ADVI)",1.6,6,"beta5",-5,-5.09030709,0.455317136198659,-5.95003925,-4.188899,-0.0903070899999996,0.0903070899999996,TRUE
"Proposed Method (ADVI)",1.6,6,"beta6",0,0.049906270187,0.163515087514414,-0.278590075,0.35361525,0.049906270187,0.049906270187,TRUE
"Proposed Method (ADVI)",1.6,6,"beta7",0,0.1714868236609,0.179315025458197,-0.1882634,0.514108575,0.1714868236609,0.1714868236609,TRUE
"Proposed Method (ADVI)",1.6,6,"beta8",0,-0.063975567482,0.171305102537466,-0.403779725,0.298167025,-0.063975567482,0.063975567482,TRUE
"Proposed Method (ADVI)",1.6,6,"beta9",0,0.0165785553555,0.179260361291172,-0.3507219,0.35291545,0.0165785553555,0.0165785553555,TRUE
"Proposed Method (ADVI)",1.6,6,"beta10",0,0.16611025889,0.143680299499682,-0.1225517,0.45206595,0.16611025889,0.16611025889,TRUE
"Proposed Method (ADVI)",1.6,6,"beta11",0,0.038227952548,0.158807402467045,-0.2715903,0.33891555,0.038227952548,0.038227952548,TRUE
"Proposed Method (ADVI)",1.6,6,"beta12",0,0.06697072675,0.168049746688285,-0.25923075,0.41237555,0.06697072675,0.06697072675,TRUE
"Proposed Method (ADVI)",1.6,6,"beta13",0,-0.2263382840265,0.170987829088077,-0.5370945,0.116938175,-0.2263382840265,0.2263382840265,TRUE
"Proposed Method (ADVI)",1.6,6,"beta14",0,0.061493306965,0.161063766992928,-0.2573459,0.3788829,0.061493306965,0.061493306965,TRUE
"Proposed Method (ADVI)",1.6,6,"beta15",0,-0.153441337403,0.180868719480619,-0.515618475,0.2222397,-0.153441337403,0.153441337403,TRUE
"Proposed Method (ADVI)",1.6,6,"beta16",0,-0.242118467287,0.16240398465484,-0.522608525,0.100490375,-0.242118467287,0.242118467287,TRUE
"Proposed Method (ADVI)",1.6,6,"beta17",0,-0.0832105795913,0.167674463312803,-0.397744475,0.2462847,-0.0832105795913,0.0832105795913,TRUE
"Proposed Method (ADVI)",1.6,6,"beta18",0,-0.25103269503,0.18500693443553,-0.6190323,0.10926315,-0.25103269503,0.25103269503,TRUE
"Proposed Method (ADVI)",1.6,6,"beta19",0,0.232831892965,0.172263229736504,-0.11675655,0.564064225,0.232831892965,0.232831892965,TRUE
"Proposed Method (ADVI)",1.6,6,"beta20",0,0.328153597545,0.170602210804189,-0.00644400725,0.6697062,0.328153597545,0.328153597545,TRUE
"Proposed Method (ADVI)",1.6,6,"eta",1.6,1.925149808,0.326581370188168,1.35498,2.631092,0.325149808,0.325149808,TRUE
"Naive Method (ADVI)",1.6,7,"beta1",1,0.753661904,0.169174662129449,0.419400175,1.08090875,-0.246338096,0.246338096,TRUE
"Naive Method (ADVI)",1.6,7,"beta2",2,2.14927271,0.237718782201507,1.68280475,2.61972875,0.14927271,0.14927271,TRUE
"Naive Method (ADVI)",1.6,7,"beta3",3,3.00584986,0.272593125343551,2.455355,3.5054955,0.0058498600000001,0.0058498600000001,TRUE
"Naive Method (ADVI)",1.6,7,"beta4",-4,-3.86039112,0.334070975667041,-4.5118055,-3.22467,0.13960888,0.13960888,TRUE
"Naive Method (ADVI)",1.6,7,"beta5",-5,-4.86784116,0.413688472657462,-5.64997775,-4.05319675,0.13215884,0.13215884,TRUE
"Naive Method (ADVI)",1.6,7,"beta6",0,0.145358475869,0.152850720803635,-0.168317425,0.452052,0.145358475869,0.145358475869,TRUE
"Naive Method (ADVI)",1.6,7,"beta7",0,-0.017501712916,0.165198149724876,-0.33675375,0.3104521,-0.017501712916,0.017501712916,TRUE
"Naive Method (ADVI)",1.6,7,"beta8",0,-0.167091117072,0.145431200229955,-0.456327375,0.121890975,-0.167091117072,0.167091117072,TRUE
"Naive Method (ADVI)",1.6,7,"beta9",0,-0.102172772526,0.180841262324782,-0.462197025,0.2300747,-0.102172772526,0.102172772526,TRUE
"Naive Method (ADVI)",1.6,7,"beta10",0,-0.0409751479401,0.152301966684023,-0.3610556,0.26157085,-0.0409751479401,0.0409751479401,TRUE
"Naive Method (ADVI)",1.6,7,"beta11",0,-0.012612165574,0.141965910595309,-0.282549375,0.25583955,-0.012612165574,0.012612165574,TRUE
"Naive Method (ADVI)",1.6,7,"beta12",0,0.053820379688,0.159648820124279,-0.270219175,0.347428825,0.053820379688,0.053820379688,TRUE
"Naive Method (ADVI)",1.6,7,"beta13",0,0.1922153222905,0.134005604365541,-0.0684932525,0.463237775,0.1922153222905,0.1922153222905,TRUE
"Naive Method (ADVI)",1.6,7,"beta14",0,0.1447703846358,0.133691340423002,-0.11055565,0.400875575,0.1447703846358,0.1447703846358,TRUE
"Naive Method (ADVI)",1.6,7,"beta15",0,0.032390779904,0.185831223255165,-0.3380404,0.38703255,0.032390779904,0.032390779904,TRUE
"Naive Method (ADVI)",1.6,7,"beta16",0,0.144282380374,0.161064146792666,-0.18114275,0.442659575,0.144282380374,0.144282380374,TRUE
"Naive Method (ADVI)",1.6,7,"beta17",0,-0.1290803879879,0.167035818098434,-0.46001735,0.183893575,-0.1290803879879,0.1290803879879,TRUE
"Naive Method (ADVI)",1.6,7,"beta18",0,0.1889378132294,0.158409962080578,-0.11750835,0.4874974,0.1889378132294,0.1889378132294,TRUE
"Naive Method (ADVI)",1.6,7,"beta19",0,0.00243691601600001,0.184714047748365,-0.343294575,0.370650225,0.00243691601600001,0.00243691601600001,TRUE
"Naive Method (ADVI)",1.6,7,"beta20",0,-0.0683950927627,0.153885727410527,-0.360464975,0.23060395,-0.0683950927627,0.0683950927627,TRUE
"Proposed Method (ADVI)",1.6,7,"beta1",1,0.863717619,0.167057415736604,0.55603985,1.215207,-0.136282381,0.136282381,TRUE
"Proposed Method (ADVI)",1.6,7,"beta2",2,2.43185989,0.240802484454391,1.96172525,2.91205575,0.43185989,0.43185989,TRUE
"Proposed Method (ADVI)",1.6,7,"beta3",3,3.34479374,0.319106197122611,2.6976845,3.98077425,0.34479374,0.34479374,TRUE
"Proposed Method (ADVI)",1.6,7,"beta4",-4,-4.4025864,0.40191994181213,-5.182589,-3.607991,-0.4025864,0.4025864,TRUE
"Proposed Method (ADVI)",1.6,7,"beta5",-5,-5.57356248,0.493379665539245,-6.5287715,-4.582951,-0.57356248,0.57356248,TRUE
"Proposed Method (ADVI)",1.6,7,"beta6",0,0.1383848414294,0.167459654721319,-0.190871625,0.4555739,0.1383848414294,0.1383848414294,TRUE
"Proposed Method (ADVI)",1.6,7,"beta7",0,0.0024429094636,0.182877561982929,-0.37152105,0.35908615,0.0024429094636,0.0024429094636,TRUE
"Proposed Method (ADVI)",1.6,7,"beta8",0,-0.242712258164,0.154527598870265,-0.54854965,0.075094365,-0.242712258164,0.242712258164,TRUE
"Proposed Method (ADVI)",1.6,7,"beta9",0,-0.0906053984578,0.19568707954564,-0.473363225,0.29389955,-0.0906053984578,0.0906053984578,TRUE
"Proposed Method (ADVI)",1.6,7,"beta10",0,-0.0215832836117,0.148415249079792,-0.311008225,0.28268195,-0.0215832836117,0.0215832836117,TRUE
"Proposed Method (ADVI)",1.6,7,"beta11",0,-0.0722776460269,0.165439074281824,-0.393687525,0.25390925,-0.0722776460269,0.0722776460269,TRUE
"Proposed Method (ADVI)",1.6,7,"beta12",0,0.104425949141,0.179640037491007,-0.255262175,0.465015125,0.104425949141,0.104425949141,TRUE
"Proposed Method (ADVI)",1.6,7,"beta13",0,0.166625178095,0.15640767712555,-0.1291493,0.47878125,0.166625178095,0.166625178095,TRUE
"Proposed Method (ADVI)",1.6,7,"beta14",0,0.088975209087,0.145447401375926,-0.1971664,0.3740926,0.088975209087,0.088975209087,TRUE
"Proposed Method (ADVI)",1.6,7,"beta15",0,0.064183079435,0.17212531902855,-0.2770489,0.400095775,0.064183079435,0.064183079435,TRUE
"Proposed Method (ADVI)",1.6,7,"beta16",0,0.1477556417835,0.131122744088405,-0.10372255,0.410615225,0.1477556417835,0.1477556417835,TRUE
"Proposed Method (ADVI)",1.6,7,"beta17",0,-0.150376351375,0.179508882419886,-0.4795406,0.229246275,-0.150376351375,0.150376351375,TRUE
"Proposed Method (ADVI)",1.6,7,"beta18",0,0.162375771322,0.19080529191542,-0.21321185,0.5254246,0.162375771322,0.162375771322,TRUE
"Proposed Method (ADVI)",1.6,7,"beta19",0,0.124376364261,0.163074063552192,-0.20715545,0.4278042,0.124376364261,0.124376364261,TRUE
"Proposed Method (ADVI)",1.6,7,"beta20",0,-0.0404848131486,0.153901305559748,-0.344424025,0.252423675,-0.0404848131486,0.0404848131486,TRUE
"Proposed Method (ADVI)",1.6,7,"eta",1.6,1.87333573,0.330794030884077,1.2761475,2.55996375,0.27333573,0.27333573,TRUE
"Naive Method (ADVI)",1.6,8,"beta1",1,0.875486527,0.172459462089784,0.53540905,1.2084755,-0.124513473,0.124513473,TRUE
"Naive Method (ADVI)",1.6,8,"beta2",2,1.455161159,0.210829910664043,1.0485285,1.8722885,-0.544838841,0.544838841,FALSE
"Naive Method (ADVI)",1.6,8,"beta3",3,2.47113486,0.224090463394507,2.02588175,2.8932825,-0.52886514,0.52886514,FALSE
"Naive Method (ADVI)",1.6,8,"beta4",-4,-3.59848291,0.327611145120307,-4.24541225,-2.97833825,0.40151709,0.40151709,TRUE
"Naive Method (ADVI)",1.6,8,"beta5",-5,-4.15554948,0.335849681443135,-4.79906425,-3.52053675,0.84445052,0.84445052,FALSE
"Naive Method (ADVI)",1.6,8,"beta6",0,0.032940031141,0.152012081015036,-0.270403775,0.3303251,0.032940031141,0.032940031141,TRUE
"Naive Method (ADVI)",1.6,8,"beta7",0,0.31104295635,0.159703448941759,-0.00888963924999999,0.617453875,0.31104295635,0.31104295635,TRUE
"Naive Method (ADVI)",1.6,8,"beta8",0,-0.188625873352,0.146746325608745,-0.48419875,0.1099259,-0.188625873352,0.188625873352,TRUE
"Naive Method (ADVI)",1.6,8,"beta9",0,-0.130250169071,0.163673061160868,-0.4493508,0.172715825,-0.130250169071,0.130250169071,TRUE
"Naive Method (ADVI)",1.6,8,"beta10",0,0.045372543183,0.129866860302736,-0.225328275,0.2965679,0.045372543183,0.045372543183,TRUE
"Naive Method (ADVI)",1.6,8,"beta11",0,0.1617721267086,0.134452367296349,-0.0961790375,0.4113983,0.1617721267086,0.1617721267086,TRUE
"Naive Method (ADVI)",1.6,8,"beta12",0,0.2432863364,0.150634023990126,-0.0692111225,0.5293985,0.2432863364,0.2432863364,TRUE
"Naive Method (ADVI)",1.6,8,"beta13",0,0.216406200856,0.164371463972439,-0.1099028,0.5253961,0.216406200856,0.216406200856,TRUE
"Naive Method (ADVI)",1.6,8,"beta14",0,0.1105138330859,0.137660863604916,-0.1587324,0.370184475,0.1105138330859,0.1105138330859,TRUE
