"eta_true","mode","fixed_X","rep","eta_hat","abs_bias","disease_rate"
0.4,"checker2000",FALSE,14,0.198844222827876,0.201155777172124,0.527777777777778
0.4,"checker2000",FALSE,15,0.237293053328795,0.162706946671205,0.486666666666667
0.4,"checker2000",FALSE,16,0.530552843103151,0.130552843103151,0.512222222222222
0.4,"checker2000",FALSE,17,0.0508470320596446,0.349152967940355,0.51
0.4,"checker2000",FALSE,18,0.490929279036836,0.0909292790368363,0.493333333333333
0.4,"checker2000",FALSE,19,-0.0236457714060279,0.423645771406028,0.505555555555556
0.4,"checker2000",FALSE,20,-0.106415717026606,0.506415717026606,0.49
0.4,"checker2000",FALSE,21,0.830198617513701,0.430198617513701,0.505555555555556
0.4,"checker2000",FALSE,22,0.645408213460275,0.245408213460275,0.53
0.4,"checker2000",FALSE,23,0.945681023776742,0.545681023776742,0.533333333333333
0.4,"checker2000",FALSE,24,0.283567552016513,0.116432447983487,0.484444444444444
0.4,"checker2000",FALSE,25,0.240588132812301,0.159411867187699,0.505555555555556
0.4,"checker2000",FALSE,26,-0.244798330275961,0.644798330275961,0.485555555555556
0.4,"checker2000",FALSE,27,0.227158045335301,0.172841954664699,0.498888888888889
0.4,"checker2000",FALSE,28,0.489781886020949,0.089781886020949,0.486666666666667
0.4,"checker2000",FALSE,29,0.197290924755951,0.202709075244049,0.506666666666667
0.4,"checker2000",FALSE,30,-0.00188155190697165,0.401881551906972,0.485555555555556
0.4,"checker2000",FALSE,31,0.0617682719885687,0.338231728011431,0.475555555555556
0.4,"checker2000",FALSE,32,0.425580605332086,0.0255806053320863,0.504444444444444
0.4,"checker2000",FALSE,33,0.688204672651599,0.288204672651599,0.506666666666667
0.4,"checker2000",FALSE,34,0.643510400173562,0.243510400173562,0.508888888888889
0.4,"checker2000",FALSE,35,0.22388161381616,0.17611838618384,0.523333333333333
0.4,"checker2000",FALSE,36,0.134991701777289,0.265008298222711,0.513333333333333
0.4,"checker2000",FALSE,37,0.390592779531009,0.0094072204689909,0.5
0.4,"checker2000",FALSE,38,0.479027746272482,0.0790277462724821,0.474444444444444
0.4,"checker2000",FALSE,39,0.666368624829832,0.266368624829832,0.524444444444444
0.4,"checker2000",FALSE,40,0.615386875153796,0.215386875153796,0.501111111111111
0.4,"checker2000",FALSE,41,0.150537791703919,0.249462208296081,0.471111111111111
0.4,"checker2000",FALSE,42,0.78189948341016,0.38189948341016,0.527777777777778
0.4,"checker2000",FALSE,43,-0.0273714480489341,0.427371448048934,0.504444444444444
0.4,"checker2000",FALSE,44,0.671073507451141,0.271073507451141,0.49
0.4,"checker2000",FALSE,45,0.336363470216182,0.0636365297838176,0.493333333333333
0.4,"checker2000",FALSE,46,0.526434227462049,0.126434227462049,0.472222222222222
0.4,"checker2000",FALSE,47,0.533351647382724,0.133351647382724,0.521111111111111
0.4,"checker2000",FALSE,48,0.221951923509436,0.178048076490564,0.503333333333333
0.4,"checker2000",FALSE,49,0.612313245019192,0.212313245019192,0.517777777777778
0.4,"checker2000",FALSE,50,0.282461413866275,0.117538586133725,0.525555555555556
