"dataset","disease_rate","eta_true","eta_PL","eta_PL_se","CV_PL","eta_MCMLE","eta_MCMLE_se","CV_MCMLE","SE_ratio_PL_over_MCMLE","secs"
1,0.528,0.4,0.3585,0.0723,0.202,0.3397,0.071,0.209,1.02,1.2
