"eta_setting","rep","method","seconds"
2.8,109,"Proposed Method (ADVI)",0.230000000000018
2.8,110,"Naive Method (ADVI)",0.199999999999989
2.8,110,"Proposed Method (ADVI)",0.228999999999985
2.8,111,"Naive Method (ADVI)",0.213999999999999
2.8,111,"Proposed Method (ADVI)",0.230999999999995
2.8,112,"Naive Method (ADVI)",0.202999999999975
2.8,112,"Proposed Method (ADVI)",0.230999999999995
2.8,113,"Naive Method (ADVI)",0.213999999999999
2.8,113,"Proposed Method (ADVI)",0.228999999999985
2.8,114,"Naive Method (ADVI)",0.216000000000008
2.8,114,"Proposed Method (ADVI)",0.229999999999961
2.8,115,"Naive Method (ADVI)",0.215000000000032
2.8,115,"Proposed Method (ADVI)",0.230999999999995
2.8,116,"Naive Method (ADVI)",0.200000000000045
2.8,116,"Proposed Method (ADVI)",0.230999999999995
2.8,117,"Naive Method (ADVI)",0.199000000000012
2.8,117,"Proposed Method (ADVI)",0.231999999999971
2.8,118,"Naive Method (ADVI)",0.214999999999975
2.8,118,"Proposed Method (ADVI)",0.229999999999961
2.8,119,"Naive Method (ADVI)",0.216000000000008
2.8,119,"Proposed Method (ADVI)",0.228999999999985
2.8,120,"Naive Method (ADVI)",0.199999999999989
2.8,120,"Proposed Method (ADVI)",0.228999999999985
2.8,121,"Naive Method (ADVI)",0.213999999999999
2.8,121,"Proposed Method (ADVI)",0.230999999999995
2.8,122,"Naive Method (ADVI)",0.203000000000031
2.8,122,"Proposed Method (ADVI)",0.230999999999995
2.8,123,"Naive Method (ADVI)",0.199999999999989
2.8,123,"Proposed Method (ADVI)",0.229999999999961
2.8,124,"Naive Method (ADVI)",0.199000000000012
2.8,124,"Proposed Method (ADVI)",0.230000000000018
2.8,125,"Naive Method (ADVI)",0.216999999999985
2.8,125,"Proposed Method (ADVI)",0.229000000000042
2.8,126,"Naive Method (ADVI)",0.199999999999989
2.8,126,"Proposed Method (ADVI)",0.228999999999985
2.8,127,"Naive Method (ADVI)",0.201000000000022
2.8,127,"Proposed Method (ADVI)",0.228999999999985
2.8,128,"Naive Method (ADVI)",0.213999999999999
2.8,128,"Proposed Method (ADVI)",0.229999999999961
2.8,129,"Naive Method (ADVI)",0.216000000000008
2.8,129,"Proposed Method (ADVI)",0.230999999999995
2.8,130,"Naive Method (ADVI)",0.214000000000055
2.8,130,"Proposed Method (ADVI)",0.229000000000042
2.8,131,"Naive Method (ADVI)",0.213999999999999
2.8,131,"Proposed Method (ADVI)",0.230000000000018
2.8,132,"Naive Method (ADVI)",0.199999999999989
2.8,132,"Proposed Method (ADVI)",0.228999999999985
2.8,133,"Naive Method (ADVI)",0.213999999999999
2.8,133,"Proposed Method (ADVI)",0.230000000000018
2.8,134,"Naive Method (ADVI)",0.214999999999975
2.8,134,"Proposed Method (ADVI)",0.229000000000042
2.8,135,"Naive Method (ADVI)",0.213999999999999
2.8,135,"Proposed Method (ADVI)",0.231999999999971
2.8,136,"Naive Method (ADVI)",0.213999999999999
2.8,136,"Proposed Method (ADVI)",0.228999999999985
2.8,137,"Naive Method (ADVI)",0.199999999999989
2.8,137,"Proposed Method (ADVI)",0.230000000000018
2.8,138,"Naive Method (ADVI)",0.199999999999989
2.8,138,"Proposed Method (ADVI)",0.229000000000042
2.8,139,"Naive Method (ADVI)",0.215000000000032
2.8,139,"Proposed Method (ADVI)",0.254999999999995
2.8,140,"Naive Method (ADVI)",0.198999999999955
2.8,140,"Proposed Method (ADVI)",0.230999999999995
2.8,141,"Naive Method (ADVI)",0.214999999999975
2.8,141,"Proposed Method (ADVI)",0.228000000000009
2.8,142,"Naive Method (ADVI)",0.216000000000008
2.8,142,"Proposed Method (ADVI)",0.229999999999961
2.8,143,"Naive Method (ADVI)",0.213999999999999
2.8,143,"Proposed Method (ADVI)",0.230999999999995
2.8,144,"Naive Method (ADVI)",0.199999999999989
2.8,144,"Proposed Method (ADVI)",0.228999999999985
2.8,145,"Naive Method (ADVI)",0.200000000000045
2.8,145,"Proposed Method (ADVI)",0.228999999999985
2.8,146,"Naive Method (ADVI)",0.199999999999989
2.8,146,"Proposed Method (ADVI)",0.230000000000018
2.8,147,"Naive Method (ADVI)",0.214999999999975
2.8,147,"Proposed Method (ADVI)",0.236999999999966
2.8,148,"Naive Method (ADVI)",0.215000000000032
2.8,148,"Proposed Method (ADVI)",0.229000000000042
2.8,149,"Naive Method (ADVI)",0.213999999999999
2.8,149,"Proposed Method (ADVI)",0.231999999999971
2.8,150,"Naive Method (ADVI)",0.199000000000012
2.8,150,"Proposed Method (ADVI)",0.230999999999995
2.8,151,"Naive Method (ADVI)",0.213999999999999
2.8,151,"Proposed Method (ADVI)",0.228999999999985
2.8,152,"Naive Method (ADVI)",0.212999999999965
2.8,152,"Proposed Method (ADVI)",0.228000000000009
2.8,153,"Naive Method (ADVI)",0.199999999999989
2.8,153,"Proposed Method (ADVI)",0.230000000000018
2.8,154,"Naive Method (ADVI)",0.214999999999975
2.8,154,"Proposed Method (ADVI)",0.230000000000018
2.8,155,"Naive Method (ADVI)",0.200999999999965
2.8,155,"Proposed Method (ADVI)",0.228000000000009
2.8,156,"Naive Method (ADVI)",0.215000000000032
2.8,156,"Proposed Method (ADVI)",0.229999999999961
2.8,157,"Naive Method (ADVI)",0.213000000000022
2.8,157,"Proposed Method (ADVI)",0.228999999999985
2.8,158,"Naive Method (ADVI)",0.215000000000032
2.8,158,"Proposed Method (ADVI)",0.229999999999961
2.8,159,"Naive Method (ADVI)",0.217000000000041
2.8,159,"Proposed Method (ADVI)",0.228999999999985
2.8,160,"Naive Method (ADVI)",0.201999999999998
2.8,160,"Proposed Method (ADVI)",0.228999999999985
2.8,161,"Naive Method (ADVI)",0.213999999999999
2.8,161,"Proposed Method (ADVI)",0.230000000000018
2.8,162,"Naive Method (ADVI)",0.215000000000032
2.8,162,"Proposed Method (ADVI)",0.230999999999995
2.8,163,"Naive Method (ADVI)",0.201000000000022
2.8,163,"Proposed Method (ADVI)",0.230000000000018
2.8,164,"Naive Method (ADVI)",0.213999999999999
2.8,164,"Proposed Method (ADVI)",0.230000000000018
2.8,165,"Naive Method (ADVI)",0.198000000000036
2.8,165,"Proposed Method (ADVI)",0.229999999999961
2.8,166,"Naive Method (ADVI)",0.199999999999989
2.8,166,"Proposed Method (ADVI)",0.230000000000018
2.8,167,"Naive Method (ADVI)",0.215000000000032
2.8,167,"Proposed Method (ADVI)",0.228999999999985
2.8,168,"Naive Method (ADVI)",0.201999999999998
2.8,168,"Proposed Method (ADVI)",0.228000000000009
2.8,169,"Naive Method (ADVI)",0.213999999999999
2.8,169,"Proposed Method (ADVI)",0.229000000000042
2.8,170,"Naive Method (ADVI)",0.216000000000008
2.8,170,"Proposed Method (ADVI)",0.230000000000018
2.8,171,"Naive Method (ADVI)",0.213999999999999
2.8,171,"Proposed Method (ADVI)",0.229999999999961
2.8,172,"Naive Method (ADVI)",0.213999999999999
2.8,172,"Proposed Method (ADVI)",0.231999999999971
2.8,173,"Naive Method (ADVI)",0.216000000000008
2.8,173,"Proposed Method (ADVI)",0.230999999999995
2.8,174,"Naive Method (ADVI)",0.215000000000032
2.8,174,"Proposed Method (ADVI)",0.229999999999961
2.8,175,"Naive Method (ADVI)",0.216000000000008
2.8,175,"Proposed Method (ADVI)",0.228000000000009
2.8,176,"Naive Method (ADVI)",0.201000000000022
2.8,176,"Proposed Method (ADVI)",0.232000000000028
2.8,177,"Naive Method (ADVI)",0.216000000000008
2.8,177,"Proposed Method (ADVI)",0.230000000000018
2.8,178,"Naive Method (ADVI)",0.200999999999965
2.8,178,"Proposed Method (ADVI)",0.230999999999995
2.8,179,"Naive Method (ADVI)",0.214999999999975
2.8,179,"Proposed Method (ADVI)",0.230000000000018
2.8,180,"Naive Method (ADVI)",0.216000000000008
2.8,180,"Proposed Method (ADVI)",0.228999999999985
2.8,181,"Naive Method (ADVI)",0.213999999999999
2.8,181,"Proposed Method (ADVI)",0.228000000000009
2.8,182,"Naive Method (ADVI)",0.214999999999975
2.8,182,"Proposed Method (ADVI)",0.230999999999995
2.8,183,"Naive Method (ADVI)",0.216000000000008
2.8,183,"Proposed Method (ADVI)",0.227999999999952
2.8,184,"Naive Method (ADVI)",0.200999999999965
2.8,184,"Proposed Method (ADVI)",0.229999999999961
2.8,185,"Naive Method (ADVI)",0.199000000000012
2.8,185,"Proposed Method (ADVI)",0.230999999999995
2.8,186,"Naive Method (ADVI)",0.213999999999999
2.8,186,"Proposed Method (ADVI)",0.230999999999995
2.8,187,"Naive Method (ADVI)",0.213999999999999
2.8,187,"Proposed Method (ADVI)",0.229000000000042
2.8,188,"Naive Method (ADVI)",0.213999999999999
2.8,188,"Proposed Method (ADVI)",0.228999999999985
2.8,189,"Naive Method (ADVI)",0.213000000000022
2.8,189,"Proposed Method (ADVI)",0.229000000000042
2.8,190,"Naive Method (ADVI)",0.216999999999985
2.8,190,"Proposed Method (ADVI)",0.230999999999995
2.8,191,"Naive Method (ADVI)",0.213000000000022
2.8,191,"Proposed Method (ADVI)",0.228999999999985
2.8,192,"Naive Method (ADVI)",0.213999999999999
2.8,192,"Proposed Method (ADVI)",0.229000000000042
2.8,193,"Naive Method (ADVI)",0.213999999999999
2.8,193,"Proposed Method (ADVI)",0.228000000000009
2.8,194,"Naive Method (ADVI)",0.213999999999999
2.8,194,"Proposed Method (ADVI)",0.230000000000018
2.8,195,"Naive Method (ADVI)",0.214999999999975
2.8,195,"Proposed Method (ADVI)",0.230000000000018
2.8,196,"Naive Method (ADVI)",0.213999999999999
2.8,196,"Proposed Method (ADVI)",0.231999999999971
2.8,197,"Naive Method (ADVI)",0.216000000000008
2.8,197,"Proposed Method (ADVI)",0.228999999999985
2.8,198,"Naive Method (ADVI)",0.212999999999965
2.8,198,"Proposed Method (ADVI)",0.229999999999961
2.8,199,"Naive Method (ADVI)",0.213999999999999
2.8,199,"Proposed Method (ADVI)",0.230999999999995
2.8,200,"Naive Method (ADVI)",0.213000000000022
2.8,200,"Proposed Method (ADVI)",0.230999999999995
