"param","truth","mean","sd","q025","q975","bias","abs_bias","covered","method","xsd","eta_setting","rep"
"beta3",3,0.75524414107,0.643451088611073,-0.539297275,2.01139325,-2.24475585893,2.24475585893,FALSE,"Naive (ADVI)",1,0.4,23
"beta4",-4,-1.8449441002,0.63047237044321,-3.072428,-0.6568017,2.1550558998,2.1550558998,FALSE,"Naive (ADVI)",1,0.4,23
"beta5",-5,-2.0982994527,0.745486653962709,-3.60228025,-0.58769005,2.9017005473,2.9017005473,FALSE,"Naive (ADVI)",1,0.4,23
"beta6",0,-1.0237182099565,0.651281576657748,-2.32813275,0.237581475,-1.0237182099565,1.0237182099565,TRUE,"Naive (ADVI)",1,0.4,23
"beta7",0,-0.045639359968,0.40725520140976,-0.8166956,0.7855113,-0.045639359968,0.045639359968,TRUE,"Naive (ADVI)",1,0.4,23
"beta8",0,0.101061924638,0.396439291570925,-0.692859725,0.89319035,0.101061924638,0.101061924638,TRUE,"Naive (ADVI)",1,0.4,23
"beta9",0,0.64242656768,0.542381109457723,-0.3919526,1.6543555,0.64242656768,0.64242656768,TRUE,"Naive (ADVI)",1,0.4,23
"beta10",0,-0.171800911479,0.408666997682626,-1.03657525,0.647058875,-0.171800911479,0.171800911479,TRUE,"Naive (ADVI)",1,0.4,23
"beta11",0,-0.68068817645,0.592023330309629,-1.849826,0.418897775,-0.68068817645,0.68068817645,TRUE,"Naive (ADVI)",1,0.4,23
"beta12",0,0.234748690244,0.478472234712163,-0.760438375,1.1222365,0.234748690244,0.234748690244,TRUE,"Naive (ADVI)",1,0.4,23
"beta13",0,-0.04603611187073,0.419458502763757,-0.8610205,0.77875875,-0.04603611187073,0.04603611187073,TRUE,"Naive (ADVI)",1,0.4,23
"beta14",0,1.1754046525,0.686575188902148,-0.1604836,2.5379825,1.1754046525,1.1754046525,TRUE,"Naive (ADVI)",1,0.4,23
"beta15",0,0.892788765239,0.613660901990964,-0.28480585,2.10348475,0.892788765239,0.892788765239,TRUE,"Naive (ADVI)",1,0.4,23
"beta16",0,0.285738361347,0.488144120410726,-0.659768375,1.1995645,0.285738361347,0.285738361347,TRUE,"Naive (ADVI)",1,0.4,23
"beta17",0,0.955375838874,0.655313717707165,-0.374099175,2.21120925,0.955375838874,0.955375838874,TRUE,"Naive (ADVI)",1,0.4,23
"beta18",0,0.235867712539,0.432912136901828,-0.5881339,1.0788325,0.235867712539,0.235867712539,TRUE,"Naive (ADVI)",1,0.4,23
"beta19",0,0.83995405761,0.594991913913808,-0.2295125,2.03303625,0.83995405761,0.83995405761,TRUE,"Naive (ADVI)",1,0.4,23
"beta20",0,0.78037205671,0.520204332674222,-0.234728025,1.787252,0.78037205671,0.78037205671,TRUE,"Naive (ADVI)",1,0.4,23
"beta1",1,1.1586196,0.185484179381712,0.817004275,1.54888325,0.1586196,0.1586196,TRUE,"Proposed (ADVI)",1,0.4,24
"beta2",2,2.12280455,0.233743012240727,1.65364525,2.5964795,0.12280455,0.12280455,TRUE,"Proposed (ADVI)",1,0.4,24
"beta3",3,3.00747892,0.298026398542582,2.41639375,3.610135,0.00747892000000006,0.00747892000000006,TRUE,"Proposed (ADVI)",1,0.4,24
"beta4",-4,-4.16971726,0.385772599754588,-4.95671025,-3.40540625,-0.16971726,0.16971726,TRUE,"Proposed (ADVI)",1,0.4,24
"beta5",-5,-5.40738837,0.4724050003533,-6.2909395,-4.46927425,-0.40738837,0.40738837,TRUE,"Proposed (ADVI)",1,0.4,24
"beta6",0,0.040383939082,0.159100788515956,-0.277311725,0.34210215,0.040383939082,0.040383939082,TRUE,"Proposed (ADVI)",1,0.4,24
"beta7",0,-0.026998354748,0.182164295059603,-0.381213,0.3304547,-0.026998354748,0.026998354748,TRUE,"Proposed (ADVI)",1,0.4,24
"beta8",0,0.137563218648,0.164517739859771,-0.1791907,0.46596025,0.137563218648,0.137563218648,TRUE,"Proposed (ADVI)",1,0.4,24
"beta9",0,-0.098244614107,0.166079235183349,-0.42684825,0.228538675,-0.098244614107,0.098244614107,TRUE,"Proposed (ADVI)",1,0.4,24
"beta10",0,-0.233435349223,0.149206625465085,-0.53081125,0.0647460074999999,-0.233435349223,0.233435349223,TRUE,"Proposed (ADVI)",1,0.4,24
"beta11",0,0.117741290886,0.164388470809838,-0.2052464,0.432358175,0.117741290886,0.117741290886,TRUE,"Proposed (ADVI)",1,0.4,24
"beta12",0,-0.071162505903,0.167217338831555,-0.404141025,0.26710435,-0.071162505903,0.071162505903,TRUE,"Proposed (ADVI)",1,0.4,24
"beta13",0,-0.122950878656,0.162100744434278,-0.42377225,0.2019714,-0.122950878656,0.122950878656,TRUE,"Proposed (ADVI)",1,0.4,24
"beta14",0,-0.127803183004,0.161678456987785,-0.4529742,0.183906525,-0.127803183004,0.127803183004,TRUE,"Proposed (ADVI)",1,0.4,24
"beta15",0,-0.284563014343,0.163443825628193,-0.613845775,0.0434388425,-0.284563014343,0.284563014343,TRUE,"Proposed (ADVI)",1,0.4,24
"beta16",0,0.052928078128,0.139176645586244,-0.210123975,0.344518675,0.052928078128,0.052928078128,TRUE,"Proposed (ADVI)",1,0.4,24
"beta17",0,-0.047438312034,0.173525653729725,-0.3629036,0.308902275,-0.047438312034,0.047438312034,TRUE,"Proposed (ADVI)",1,0.4,24
"beta18",0,-0.168301755947,0.163768274041691,-0.486831125,0.15602225,-0.168301755947,0.168301755947,TRUE,"Proposed (ADVI)",1,0.4,24
"beta19",0,0.049382001608,0.158907015246623,-0.27137715,0.3455254,0.049382001608,0.049382001608,TRUE,"Proposed (ADVI)",1,0.4,24
"beta20",0,-0.06252466477211,0.145986575267736,-0.348726775,0.219911375,-0.06252466477211,0.06252466477211,TRUE,"Proposed (ADVI)",1,0.4,24
"eta",0.4,0.2840455638,0.252512247359476,0.043985175,0.92135215,-0.1159544362,0.1159544362,TRUE,"Proposed (ADVI)",1,0.4,24
"beta1",1,0.834465280737,0.42657191667534,-0.0067130325,1.6578475,-0.165534719263,0.165534719263,TRUE,"Naive (ADVI)",1,0.4,24
"beta2",2,-0.244842888097,0.723772251564809,-1.62553975,1.15596175,-2.244842888097,2.244842888097,FALSE,"Naive (ADVI)",1,0.4,24
"beta3",3,0.75938427063,0.658942321794696,-0.5609914,2.059635,-2.24061572937,2.24061572937,FALSE,"Naive (ADVI)",1,0.4,24
"beta4",-4,-1.9442557854,0.637484513965146,-3.19446525,-0.740576625,2.0557442146,2.0557442146,FALSE,"Naive (ADVI)",1,0.4,24
"beta5",-5,-2.111700052384,0.763222485165415,-3.660288,-0.562065775,2.888299947616,2.888299947616,FALSE,"Naive (ADVI)",1,0.4,24
"beta6",0,-1.04689698284,0.634615096885877,-2.32277325,0.1943607,-1.04689698284,1.04689698284,TRUE,"Naive (ADVI)",1,0.4,24
"beta7",0,0.09280858282,0.401002317079887,-0.678015275,0.87478365,0.09280858282,0.09280858282,TRUE,"Naive (ADVI)",1,0.4,24
"beta8",0,-0.03576622846,0.415717887166272,-0.87943325,0.800365875,-0.03576622846,0.03576622846,TRUE,"Naive (ADVI)",1,0.4,24
"beta9",0,0.49560491806,0.613829876590372,-0.6787113,1.68684825,0.49560491806,0.49560491806,TRUE,"Naive (ADVI)",1,0.4,24
"beta10",0,-0.29845725026,0.412425067955328,-1.16106025,0.509336375,-0.29845725026,0.29845725026,TRUE,"Naive (ADVI)",1,0.4,24
"beta11",0,-0.59405604148,0.596217576195509,-1.75861475,0.5296415,-0.59405604148,0.59405604148,TRUE,"Naive (ADVI)",1,0.4,24
"beta12",0,0.203705323182,0.495398500208025,-0.817810525,1.13494975,0.203705323182,0.203705323182,TRUE,"Naive (ADVI)",1,0.4,24
"beta13",0,-0.00737565778400001,0.427716067878371,-0.832653525,0.844148875,-0.00737565778400001,0.00737565778400001,TRUE,"Naive (ADVI)",1,0.4,24
"beta14",0,1.1254531426,0.712938196998109,-0.2684363,2.5451985,1.1254531426,1.1254531426,TRUE,"Naive (ADVI)",1,0.4,24
"beta15",0,0.831868215442,0.677347496755693,-0.464045,2.179871,0.831868215442,0.831868215442,TRUE,"Naive (ADVI)",1,0.4,24
"beta16",0,0.32225403149,0.475637332765283,-0.59127585,1.2511735,0.32225403149,0.32225403149,TRUE,"Naive (ADVI)",1,0.4,24
"beta17",0,0.99026119377,0.623920660491709,-0.275155375,2.1572925,0.99026119377,0.99026119377,TRUE,"Naive (ADVI)",1,0.4,24
"beta18",0,-0.027452455196,0.401228994349337,-0.7919109,0.7672182,-0.027452455196,0.027452455196,TRUE,"Naive (ADVI)",1,0.4,24
"beta19",0,0.83337805214,0.612627178823902,-0.2601237,2.04044075,0.83337805214,0.83337805214,TRUE,"Naive (ADVI)",1,0.4,24
"beta20",0,0.73871402172,0.538646990364424,-0.29551175,1.833518,0.73871402172,0.73871402172,TRUE,"Naive (ADVI)",1,0.4,24
"beta1",1,1.040923408,0.183677486882222,0.702585825,1.4272425,0.040923408,0.040923408,TRUE,"Proposed (ADVI)",1,0.4,25
"beta2",2,1.93906756,0.22639489779541,1.48814975,2.3944435,-0.06093244,0.06093244,TRUE,"Proposed (ADVI)",1,0.4,25
"beta3",3,3.44377235,0.335537181288758,2.78098325,4.13132575,0.44377235,0.44377235,TRUE,"Proposed (ADVI)",1,0.4,25
"beta4",-4,-4.87876787,0.434595452167654,-5.73012475,-4.01224475,-0.87876787,0.87876787,FALSE,"Proposed (ADVI)",1,0.4,25
"beta5",-5,-5.81127591,0.50408140392158,-6.7824755,-4.840513,-0.81127591,0.81127591,TRUE,"Proposed (ADVI)",1,0.4,25
"beta6",0,0.092712272853,0.181159582381126,-0.2799528,0.43514295,0.092712272853,0.092712272853,TRUE,"Proposed (ADVI)",1,0.4,25
"beta7",0,-0.0288971110549,0.192179794281605,-0.408029375,0.34896455,-0.0288971110549,0.0288971110549,TRUE,"Proposed (ADVI)",1,0.4,25
"beta8",0,0.085874467889,0.16514171893924,-0.2302091,0.407321425,0.085874467889,0.085874467889,TRUE,"Proposed (ADVI)",1,0.4,25
"beta9",0,-0.287483920719,0.186356143808551,-0.663237275,0.083379365,-0.287483920719,0.287483920719,TRUE,"Proposed (ADVI)",1,0.4,25
"beta10",0,0.06868297058,0.151795226989767,-0.230349275,0.377284675,0.06868297058,0.06868297058,TRUE,"Proposed (ADVI)",1,0.4,25
"beta11",0,-0.091923976057,0.168680944584839,-0.4161007,0.244461775,-0.091923976057,0.091923976057,TRUE,"Proposed (ADVI)",1,0.4,25
"beta12",0,0.186921803418,0.19116615443699,-0.206999975,0.568066575,0.186921803418,0.186921803418,TRUE,"Proposed (ADVI)",1,0.4,25
"beta13",0,0.024150305961,0.179979712697527,-0.31400675,0.3752005,0.024150305961,0.024150305961,TRUE,"Proposed (ADVI)",1,0.4,25
"beta14",0,0.025610948785,0.157259368637337,-0.290603225,0.320680075,0.025610948785,0.025610948785,TRUE,"Proposed (ADVI)",1,0.4,25
"beta15",0,0.0314324026593,0.171240493317984,-0.296536,0.378754975,0.0314324026593,0.0314324026593,TRUE,"Proposed (ADVI)",1,0.4,25
"beta16",0,0.0277664019153,0.151356997276976,-0.261164825,0.31939915,0.0277664019153,0.0277664019153,TRUE,"Proposed (ADVI)",1,0.4,25
"beta17",0,-0.1740791773794,0.202730852435615,-0.54415375,0.23438865,-0.1740791773794,0.1740791773794,TRUE,"Proposed (ADVI)",1,0.4,25
"beta18",0,-0.028536820086,0.181887511258971,-0.381060075,0.322517375,-0.028536820086,0.028536820086,TRUE,"Proposed (ADVI)",1,0.4,25
"beta19",0,-0.344041675027,0.183281256173028,-0.699581,-0.00106330542500004,-0.344041675027,0.344041675027,FALSE,"Proposed (ADVI)",1,0.4,25
"beta20",0,-0.152916027955,0.191975215674887,-0.53030075,0.21967315,-0.152916027955,0.152916027955,TRUE,"Proposed (ADVI)",1,0.4,25
"eta",0.4,0.3538267951,0.290725281694102,0.0650918525,1.03966025,-0.0461732049,0.0461732049,TRUE,"Proposed (ADVI)",1,0.4,25
"beta1",1,0.27280466796,0.400867596911436,-0.517686175,1.04657175,-0.72719533204,0.72719533204,TRUE,"Naive (ADVI)",1,0.4,25
"beta2",2,-0.250596612351,0.71111319413765,-1.6163195,1.126365,-2.250596612351,2.250596612351,FALSE,"Naive (ADVI)",1,0.4,25
"beta3",3,0.74215974874,0.638205311592147,-0.530115925,1.98556075,-2.25784025126,2.25784025126,FALSE,"Naive (ADVI)",1,0.4,25
"beta4",-4,-1.9157235612,0.624936752654484,-3.1293315,-0.750014325,2.0842764388,2.0842764388,FALSE,"Naive (ADVI)",1,0.4,25
"beta5",-5,-2.11638283055,0.766013062419458,-3.653775,-0.565298925,2.88361716945,2.88361716945,FALSE,"Naive (ADVI)",1,0.4,25
"beta6",0,-1.04748834988,0.618385053509467,-2.295935,0.166998375,-1.04748834988,1.04748834988,TRUE,"Naive (ADVI)",1,0.4,25
"beta7",0,-0.1181233972,0.403565340899315,-0.883494575,0.686146175,-0.1181233972,0.1181233972,TRUE,"Naive (ADVI)",1,0.4,25
"beta8",0,-0.036930390099,0.415527942656675,-0.866205225,0.76711955,-0.036930390099,0.036930390099,TRUE,"Naive (ADVI)",1,0.4,25
"beta9",0,0.524048192852,0.596483280536821,-0.6251878,1.66922525,0.524048192852,0.524048192852,TRUE,"Naive (ADVI)",1,0.4,25
"beta10",0,-0.0395569720936,0.423696731150971,-0.897031525,0.769063025,-0.0395569720936,0.0395569720936,TRUE,"Naive (ADVI)",1,0.4,25
"beta11",0,-0.640890134735,0.590248832750265,-1.80812975,0.4775129,-0.640890134735,0.640890134735,TRUE,"Naive (ADVI)",1,0.4,25
"beta12",0,0.327983324035,0.450995434630379,-0.57141755,1.172854,0.327983324035,0.327983324035,TRUE,"Naive (ADVI)",1,0.4,25
"beta13",0,0.157792290379,0.411168163981387,-0.65711165,0.970549925,0.157792290379,0.157792290379,TRUE,"Naive (ADVI)",1,0.4,25
"beta14",0,1.16740311706,0.6937185112308,-0.1756118,2.55066925,1.16740311706,1.16740311706,TRUE,"Naive (ADVI)",1,0.4,25
"beta15",0,0.91802345562,0.62887196039645,-0.287934425,2.1658145,0.91802345562,0.91802345562,TRUE,"Naive (ADVI)",1,0.4,25
"beta16",0,0.3792996832845,0.453238733573777,-0.4855196,1.2425255,0.3792996832845,0.3792996832845,TRUE,"Naive (ADVI)",1,0.4,25
"beta17",0,0.96386936121,0.650739790789803,-0.348608925,2.20564725,0.96386936121,0.96386936121,TRUE,"Naive (ADVI)",1,0.4,25
"beta18",0,-0.2502174554,0.394215042695505,-0.986981725,0.52959715,-0.2502174554,0.2502174554,TRUE,"Naive (ADVI)",1,0.4,25
"beta19",0,0.782903413706,0.646600006712819,-0.411617475,2.078178,0.782903413706,0.782903413706,TRUE,"Naive (ADVI)",1,0.4,25
"beta20",0,0.66271625954,0.595432512679558,-0.494198725,1.812748,0.66271625954,0.66271625954,TRUE,"Naive (ADVI)",1,0.4,25
"beta1",1,1.167737024,0.191368179720969,0.815284325,1.570385,0.167737024,0.167737024,TRUE,"Proposed (ADVI)",1,0.4,26
"beta2",2,2.42281204,0.245289282408553,1.937702,2.9147985,0.42281204,0.42281204,TRUE,"Proposed (ADVI)",1,0.4,26
"beta3",3,3.52368635,0.34345664208189,2.84902025,4.21757075,0.52368635,0.52368635,TRUE,"Proposed (ADVI)",1,0.4,26
"beta4",-4,-4.49956297,0.406822466617349,-5.29999775,-3.6733765,-0.49956297,0.49956297,TRUE,"Proposed (ADVI)",1,0.4,26
"beta5",-5,-6.08732021,0.526233350090246,-7.07933475,-5.028916,-1.08732021,1.08732021,FALSE,"Proposed (ADVI)",1,0.4,26
"beta6",0,-0.143830552393,0.16669852618331,-0.47809625,0.164930225,-0.143830552393,0.143830552393,TRUE,"Proposed (ADVI)",1,0.4,26
"beta7",0,-0.011178351659,0.19274189035727,-0.39979145,0.3561205,-0.011178351659,0.011178351659,TRUE,"Proposed (ADVI)",1,0.4,26
"beta8",0,-0.124819288067,0.17445250602529,-0.457160225,0.23098845,-0.124819288067,0.124819288067,TRUE,"Proposed (ADVI)",1,0.4,26
"beta9",0,-0.00582548251200001,0.172283336933027,-0.359897775,0.32631655,-0.00582548251200001,0.00582548251200001,TRUE,"Proposed (ADVI)",1,0.4,26
"beta10",0,-0.035924829514,0.154100162383408,-0.34444065,0.288329525,-0.035924829514,0.035924829514,TRUE,"Proposed (ADVI)",1,0.4,26
"beta11",0,0.17574114039,0.185448974696189,-0.17907995,0.5299301,0.17574114039,0.17574114039,TRUE,"Proposed (ADVI)",1,0.4,26
"beta12",0,-0.050741510665,0.190519005652587,-0.421823225,0.328386975,-0.050741510665,0.050741510665,TRUE,"Proposed (ADVI)",1,0.4,26
"beta13",0,0.114879968197,0.176613413121316,-0.23742055,0.46497235,0.114879968197,0.114879968197,TRUE,"Proposed (ADVI)",1,0.4,26
"beta14",0,-0.166390001764,0.170201423078921,-0.5061108,0.155583525,-0.166390001764,0.166390001764,TRUE,"Proposed (ADVI)",1,0.4,26
"beta15",0,0.311686880198,0.16894692171287,-0.0118150675,0.6548116,0.311686880198,0.311686880198,TRUE,"Proposed (ADVI)",1,0.4,26
"beta16",0,0.0275418803772,0.163343339573346,-0.290930025,0.3448297,0.0275418803772,0.0275418803772,TRUE,"Proposed (ADVI)",1,0.4,26
"beta17",0,0.184695991106,0.189291336062245,-0.164862825,0.559336225,0.184695991106,0.184695991106,TRUE,"Proposed (ADVI)",1,0.4,26
"beta18",0,0.38523106362,0.195458705514906,-0.00359802849999999,0.765916875,0.38523106362,0.38523106362,TRUE,"Proposed (ADVI)",1,0.4,26
"beta19",0,0.47287843215,0.183094975398008,0.104586025,0.825756825,0.47287843215,0.47287843215,FALSE,"Proposed (ADVI)",1,0.4,26
"beta20",0,-0.146371828263,0.16755475044353,-0.46593855,0.185944875,-0.146371828263,0.146371828263,TRUE,"Proposed (ADVI)",1,0.4,26
"eta",0.4,0.28598550191,0.265249694270063,0.04015694,0.963612775,-0.11401449809,0.11401449809,TRUE,"Proposed (ADVI)",1,0.4,26
"beta1",1,1.120366819,0.206083278564288,0.71296005,1.51854725,0.120366819,0.120366819,TRUE,"Naive (ADVI)",1,0.4,26
"beta2",2,2.37735777,0.260888208525174,1.8582865,2.896191,0.37735777,0.37735777,TRUE,"Naive (ADVI)",1,0.4,26
"beta3",3,3.4816009,0.322276647765992,2.8367355,4.082585,0.4816009,0.4816009,TRUE,"Naive (ADVI)",1,0.4,26
"beta4",-4,-4.39246319,0.383517037540978,-5.1591035,-3.6851595,-0.39246319,0.39246319,TRUE,"Naive (ADVI)",1,0.4,26
"beta5",-5,-5.97844312,0.48088547374393,-6.896016,-5.036696,-0.97844312,0.97844312,FALSE,"Naive (ADVI)",1,0.4,26
"beta6",0,-0.156119282836,0.166475371442864,-0.4969158,0.1785544,-0.156119282836,0.156119282836,TRUE,"Naive (ADVI)",1,0.4,26
"beta7",0,-0.014722274148,0.178021992175297,-0.3587211,0.329583175,-0.014722274148,0.014722274148,TRUE,"Naive (ADVI)",1,0.4,26
"beta8",0,-0.118026114006,0.177459291465006,-0.473715475,0.2224869,-0.118026114006,0.118026114006,TRUE,"Naive (ADVI)",1,0.4,26
"beta9",0,0.0108811123216,0.179404558695037,-0.35130455,0.3508623,0.0108811123216,0.0108811123216,TRUE,"Naive (ADVI)",1,0.4,26
"beta10",0,-0.02048464015,0.1777560389383,-0.39733405,0.33040065,-0.02048464015,0.02048464015,TRUE,"Naive (ADVI)",1,0.4,26
"beta11",0,0.191824130938,0.153473220697868,-0.109065775,0.47899685,0.191824130938,0.191824130938,TRUE,"Naive (ADVI)",1,0.4,26
"beta12",0,-0.043182704138,0.173027407375255,-0.391707775,0.282146275,-0.043182704138,0.043182704138,TRUE,"Naive (ADVI)",1,0.4,26
"beta13",0,0.108785294753,0.166620292912155,-0.203030175,0.4308011,0.108785294753,0.108785294753,TRUE,"Naive (ADVI)",1,0.4,26
"beta14",0,-0.1654930985705,0.165805026870949,-0.5005941,0.15481315,-0.1654930985705,0.1654930985705,TRUE,"Naive (ADVI)",1,0.4,26
"beta15",0,0.279283724405,0.199454964737183,-0.117043075,0.668469175,0.279283724405,0.279283724405,TRUE,"Naive (ADVI)",1,0.4,26
"beta16",0,0.021646188762,0.200865782953434,-0.3752788,0.395377525,0.021646188762,0.021646188762,TRUE,"Naive (ADVI)",1,0.4,26
"beta17",0,0.223166488452,0.190180560931485,-0.161781125,0.5965806,0.223166488452,0.223166488452,TRUE,"Naive (ADVI)",1,0.4,26
"beta18",0,0.38020242755,0.164138593317862,0.0726670675,0.69948365,0.38020242755,0.38020242755,FALSE,"Naive (ADVI)",1,0.4,26
"beta19",0,0.48111028739,0.195069410122859,0.0904118625,0.8755162,0.48111028739,0.48111028739,FALSE,"Naive (ADVI)",1,0.4,26
"beta20",0,-0.172756103604,0.178820786884365,-0.53638765,0.166994325,-0.172756103604,0.172756103604,TRUE,"Naive (ADVI)",1,0.4,26
"beta1",1,1.072492178,0.173549318490592,0.7528104,1.43750925,0.0724921780000001,0.0724921780000001,TRUE,"Proposed (ADVI)",1,0.4,27
"beta2",2,2.00866149,0.222977788063856,1.56870875,2.455802,0.00866149000000016,0.00866149000000016,TRUE,"Proposed (ADVI)",1,0.4,27
"beta3",3,2.78122551,0.270279371768071,2.2450475,3.33077375,-0.21877449,0.21877449,TRUE,"Proposed (ADVI)",1,0.4,27
"beta4",-4,-4.16912926,0.372959574053986,-4.9150995,-3.41836125,-0.16912926,0.16912926,TRUE,"Proposed (ADVI)",1,0.4,27
"beta5",-5,-5.08433805,0.452462226917214,-5.9489725,-4.1855605,-0.0843380500000004,0.0843380500000004,TRUE,"Proposed (ADVI)",1,0.4,27
"beta6",0,-0.075252535522,0.170233674922205,-0.4223435,0.23123085,-0.075252535522,0.075252535522,TRUE,"Proposed (ADVI)",1,0.4,27
"beta7",0,-0.220845606586,0.189436921025187,-0.5939166,0.1497062,-0.220845606586,0.220845606586,TRUE,"Proposed (ADVI)",1,0.4,27
"beta8",0,-0.024805482385,0.172960434296181,-0.35118785,0.3070629,-0.024805482385,0.024805482385,TRUE,"Proposed (ADVI)",1,0.4,27
"beta9",0,-0.09921796405,0.169002502422465,-0.442550325,0.2306623,-0.09921796405,0.09921796405,TRUE,"Proposed (ADVI)",1,0.4,27
"beta10",0,0.15033988732,0.151264316491666,-0.155339425,0.45591685,0.15033988732,0.15033988732,TRUE,"Proposed (ADVI)",1,0.4,27
"beta11",0,0.30231984755,0.169892148012748,-0.0278218525,0.6250043,0.30231984755,0.30231984755,TRUE,"Proposed (ADVI)",1,0.4,27
"beta12",0,0.262620661272,0.169969234327602,-0.08777537,0.599210125,0.262620661272,0.262620661272,TRUE,"Proposed (ADVI)",1,0.4,27
"beta13",0,0.243686711279,0.166860361338141,-0.0689116175,0.59122785,0.243686711279,0.243686711279,TRUE,"Proposed (ADVI)",1,0.4,27
"beta14",0,0.087231215165,0.170123143235681,-0.250209725,0.414903275,0.087231215165,0.087231215165,TRUE,"Proposed (ADVI)",1,0.4,27
"beta15",0,-0.0531423012585,0.1640984450931,-0.37011715,0.283909725,-0.0531423012585,0.0531423012585,TRUE,"Proposed (ADVI)",1,0.4,27
"beta16",0,-0.32162160358,0.15401624194369,-0.597528275,-0.00775262850000002,-0.32162160358,0.32162160358,FALSE,"Proposed (ADVI)",1,0.4,27
"beta17",0,0.054239656005,0.184364434498143,-0.30360815,0.421733725,0.054239656005,0.054239656005,TRUE,"Proposed (ADVI)",1,0.4,27
"beta18",0,0.095780772382,0.183020336711338,-0.250039175,0.451617725,0.095780772382,0.095780772382,TRUE,"Proposed (ADVI)",1,0.4,27
"beta19",0,-0.064780881037,0.16088564499667,-0.398760325,0.233388175,-0.064780881037,0.064780881037,TRUE,"Proposed (ADVI)",1,0.4,27
"beta20",0,0.3757943527,0.173988339531751,0.0444811425,0.708342275,0.3757943527,0.3757943527,FALSE,"Proposed (ADVI)",1,0.4,27
"eta",0.4,0.4933678677,0.338814719363343,0.119305,1.34260425,0.0933678677,0.0933678677,TRUE,"Proposed (ADVI)",1,0.4,27
"beta1",1,0.45882080927343,0.404935399331301,-0.339691425,1.2404425,-0.54117919072657,0.54117919072657,TRUE,"Naive (ADVI)",1,0.4,27
"beta2",2,-0.240492928119,0.729760523386977,-1.63648925,1.172154,-2.240492928119,2.240492928119,FALSE,"Naive (ADVI)",1,0.4,27
"beta3",3,0.754872548859,0.649621261463012,-0.5586481,2.02788075,-2.245127451141,2.245127451141,FALSE,"Naive (ADVI)",1,0.4,27
"beta4",-4,-1.9806399083,0.644716122595247,-3.22533125,-0.765177525,2.0193600917,2.0193600917,FALSE,"Naive (ADVI)",1,0.4,27
"beta5",-5,-2.0994714483,0.741546230334582,-3.59073475,-0.5859491,2.9005285517,2.9005285517,FALSE,"Naive (ADVI)",1,0.4,27
"beta6",0,-1.03126902339,0.645029290264003,-2.3198195,0.2275576,-1.03126902339,1.03126902339,TRUE,"Naive (ADVI)",1,0.4,27
"beta7",0,0.166719042404,0.403876988891785,-0.6034203,0.937828525,0.166719042404,0.166719042404,TRUE,"Naive (ADVI)",1,0.4,27
"beta8",0,-0.09942534891,0.428640657354537,-0.9648262,0.749172299999999,-0.09942534891,0.09942534891,TRUE,"Naive (ADVI)",1,0.4,27
"beta9",0,0.509557041961,0.604727091519312,-0.622021275,1.63303825,0.509557041961,0.509557041961,TRUE,"Naive (ADVI)",1,0.4,27
"beta10",0,-0.126671062119,0.408085549907931,-0.9844112,0.653260525,-0.126671062119,0.126671062119,TRUE,"Naive (ADVI)",1,0.4,27
"beta11",0,-0.558829762424,0.60452778944537,-1.731371,0.58801945,-0.558829762424,0.558829762424,TRUE,"Naive (ADVI)",1,0.4,27
"beta12",0,0.28156811827,0.471476859777803,-0.693898275,1.1794005,0.28156811827,0.28156811827,TRUE,"Naive (ADVI)",1,0.4,27
"beta13",0,0.130653877073,0.408533717131137,-0.668141775,0.939743275,0.130653877073,0.130653877073,TRUE,"Naive (ADVI)",1,0.4,27
"beta14",0,1.18667894651,0.691278631970836,-0.152614575,2.55706875,1.18667894651,1.18667894651,TRUE,"Naive (ADVI)",1,0.4,27
"beta15",0,0.88396097765,0.622627579580601,-0.32291605,2.13082975,0.88396097765,0.88396097765,TRUE,"Naive (ADVI)",1,0.4,27
"beta16",0,0.288568304303,0.481906531614034,-0.661165575,1.2058835,0.288568304303,0.288568304303,TRUE,"Naive (ADVI)",1,0.4,27
"beta17",0,0.96838875016,0.645906834140001,-0.352286525,2.1912355,0.96838875016,0.96838875016,TRUE,"Naive (ADVI)",1,0.4,27
"beta18",0,-0.128211241244,0.396392756702063,-0.896821525,0.62708925,-0.128211241244,0.128211241244,TRUE,"Naive (ADVI)",1,0.4,27
"beta19",0,0.865203473668,0.569444032891545,-0.166384275,2.030049,0.865203473668,0.865203473668,TRUE,"Naive (ADVI)",1,0.4,27
"beta20",0,0.673642854107,0.587925839941486,-0.45524795,1.81159475,0.673642854107,0.673642854107,TRUE,"Naive (ADVI)",1,0.4,27
"beta1",1,1.156087902,0.181118425715718,0.822531025,1.5369915,0.156087902,0.156087902,TRUE,"Proposed (ADVI)",1,0.4,28
"beta2",2,2.29446975,0.250206889812705,1.7914205,2.80245125,0.29446975,0.29446975,TRUE,"Proposed (ADVI)",1,0.4,28
"beta3",3,3.7464251,0.365174810513573,3.03653525,4.49280175,0.7464251,0.7464251,FALSE,"Proposed (ADVI)",1,0.4,28
"beta4",-4,-4.51604839,0.406717863301129,-5.3272745,-3.707251,-0.51604839,0.51604839,TRUE,"Proposed (ADVI)",1,0.4,28
"beta5",-5,-6.0435731,0.529210829693285,-7.02850775,-5.01201775,-1.0435731,1.0435731,FALSE,"Proposed (ADVI)",1,0.4,28
