"eta_true","rep","model","intercept","eta_hat","abs_bias","disease_rate"
0.4,41,"no_intercept",NA,0.326350689712114,0.0736493102878863,0.525555555555556
0.4,41,"with_intercept",0.614580414845945,-0.605677091942141,1.00567709194214,0.525555555555556
0.4,42,"no_intercept",NA,0.777446765127679,0.377446765127679,0.533333333333333
0.4,42,"with_intercept",0.152080432750217,0.539482411060747,0.139482411060747,0.533333333333333
0.4,43,"no_intercept",NA,0.468065290666778,0.0680652906667783,0.523333333333333
0.4,43,"with_intercept",0.642593935836545,-0.515683561422299,0.915683561422299,0.523333333333333
0.4,44,"no_intercept",NA,0.355118819733728,0.0448811802662717,0.551111111111111
0.4,44,"with_intercept",0.988129908284395,-1.15602891547089,1.55602891547089,0.551111111111111
0.4,45,"no_intercept",NA,0.229029008977732,0.170970991022268,0.498888888888889
0.4,45,"with_intercept",0.0667278039631938,0.122944321569391,0.277055678430609,0.498888888888889
0.4,46,"no_intercept",NA,0.562204712205991,0.162204712205991,0.514444444444444
0.4,46,"with_intercept",0.670855293791666,-0.502909185191264,0.902909185191264,0.514444444444444
0.4,47,"no_intercept",NA,0.30280531325907,0.0971946867409305,0.513333333333333
0.4,47,"with_intercept",-0.407865646606538,0.915192577245122,0.515192577245122,0.513333333333333
0.4,48,"no_intercept",NA,0.226121725599468,0.173878274400532,0.49
0.4,48,"with_intercept",-0.0034821388829269,0.231764976069235,0.168235023930765,0.49
0.4,49,"no_intercept",NA,0.923247056339351,0.523247056339351,0.527777777777778
0.4,49,"with_intercept",-0.287904563129317,1.36832002448263,0.968320024482629,0.527777777777778
0.4,50,"no_intercept",NA,0.44530000252723,0.0453000025272295,0.504444444444444
0.4,50,"with_intercept",0.184022380102461,0.144629461813068,0.255370538186932,0.504444444444444
0.4,51,"no_intercept",NA,0.59736838530545,0.19736838530545,0.506666666666667
0.4,51,"with_intercept",-0.524242646243622,1.43945993961491,1.03945993961491,0.506666666666667
0.4,52,"no_intercept",NA,0.664808419817325,0.264808419817325,0.535555555555556
0.4,52,"with_intercept",-0.0853684196182456,0.787350034011068,0.387350034011068,0.535555555555556
0.4,53,"no_intercept",NA,-0.26143822464205,0.66143822464205,0.503333333333333
0.4,53,"with_intercept",-0.159505297362256,-0.00771065947967224,0.407710659479672,0.503333333333333
0.4,54,"no_intercept",NA,0.552990069260491,0.152990069260491,0.523333333333333
0.4,54,"with_intercept",0.0205368775341049,0.521898808197862,0.121898808197862,0.523333333333333
0.4,55,"no_intercept",NA,0.188725526647472,0.211274473352528,0.503333333333333
0.4,55,"with_intercept",0.210819033536895,-0.140617963955557,0.540617963955557,0.503333333333333
