"eta_setting","rep","method","seconds"
0.4,1,"Naive Method (ADVI)",20.714
0.4,1,"Proposed Method (ADVI)",19.601
1.6,1,"Naive Method (ADVI)",0.216000000000001
1.6,1,"Proposed Method (ADVI)",0.233000000000004
2.8,1,"Naive Method (ADVI)",0.216000000000001
2.8,1,"Proposed Method (ADVI)",0.244
