"setting","kind","rep","method","seconds"
"30 Missing Spots","ignorable",154,"Missing first-pass (ADVI)",0.239000000000004
"30 Missing Spots","ignorable",155,"Missing first-pass (ADVI)",0.238
"30 Missing Spots","ignorable",156,"Missing first-pass (ADVI)",0.239000000000004
"30 Missing Spots","ignorable",157,"Missing first-pass (ADVI)",0.236999999999995
"30 Missing Spots","ignorable",158,"Missing first-pass (ADVI)",0.238
"30 Missing Spots","ignorable",159,"Missing first-pass (ADVI)",0.237000000000023
"30 Missing Spots","ignorable",160,"Missing first-pass (ADVI)",0.236999999999995
"30 Missing Spots","ignorable",161,"Missing first-pass (ADVI)",0.236999999999995
"30 Missing Spots","ignorable",162,"Missing first-pass (ADVI)",0.238
"30 Missing Spots","ignorable",163,"Missing first-pass (ADVI)",0.239000000000004
"30 Missing Spots","ignorable",164,"Missing first-pass (ADVI)",0.236999999999995
"30 Missing Spots","ignorable",165,"Missing first-pass (ADVI)",0.239000000000004
"30 Missing Spots","ignorable",166,"Missing first-pass (ADVI)",0.238
"30 Missing Spots","ignorable",167,"Missing first-pass (ADVI)",0.239000000000004
"30 Missing Spots","ignorable",168,"Missing first-pass (ADVI)",0.239000000000004
"30 Missing Spots","ignorable",169,"Missing first-pass (ADVI)",0.238
"30 Missing Spots","ignorable",170,"Missing first-pass (ADVI)",0.236999999999995
"30 Missing Spots","ignorable",171,"Missing first-pass (ADVI)",0.236999999999995
"30 Missing Spots","ignorable",172,"Missing first-pass (ADVI)",0.239000000000004
"30 Missing Spots","ignorable",173,"Missing first-pass (ADVI)",0.240000000000009
"30 Missing Spots","ignorable",174,"Missing first-pass (ADVI)",0.239000000000004
"30 Missing Spots","ignorable",175,"Missing first-pass (ADVI)",0.238
"30 Missing Spots","ignorable",176,"Missing first-pass (ADVI)",0.239000000000004
"30 Missing Spots","ignorable",177,"Missing first-pass (ADVI)",0.23599999999999
"30 Missing Spots","ignorable",178,"Missing first-pass (ADVI)",0.240000000000009
"30 Missing Spots","ignorable",179,"Missing first-pass (ADVI)",0.238
"30 Missing Spots","ignorable",180,"Missing first-pass (ADVI)",0.238
"30 Missing Spots","ignorable",181,"Missing first-pass (ADVI)",0.236000000000018
"30 Missing Spots","ignorable",182,"Missing first-pass (ADVI)",0.239000000000004
"30 Missing Spots","ignorable",183,"Missing first-pass (ADVI)",0.238999999999976
"30 Missing Spots","ignorable",184,"Missing first-pass (ADVI)",0.238
"30 Missing Spots","ignorable",185,"Missing first-pass (ADVI)",0.238
"30 Missing Spots","ignorable",186,"Missing first-pass (ADVI)",0.238
"30 Missing Spots","ignorable",187,"Missing first-pass (ADVI)",0.236000000000018
"30 Missing Spots","ignorable",188,"Missing first-pass (ADVI)",0.238
"30 Missing Spots","ignorable",189,"Missing first-pass (ADVI)",0.23599999999999
"30 Missing Spots","ignorable",190,"Missing first-pass (ADVI)",0.238
"30 Missing Spots","ignorable",191,"Missing first-pass (ADVI)",0.238
"30 Missing Spots","ignorable",192,"Missing first-pass (ADVI)",0.238
"30 Missing Spots","ignorable",193,"Missing first-pass (ADVI)",0.236999999999995
"30 Missing Spots","ignorable",194,"Missing first-pass (ADVI)",0.236999999999995
"30 Missing Spots","ignorable",195,"Missing first-pass (ADVI)",0.239000000000004
"30 Missing Spots","ignorable",196,"Missing first-pass (ADVI)",0.236999999999995
"30 Missing Spots","ignorable",197,"Missing first-pass (ADVI)",0.23599999999999
"30 Missing Spots","ignorable",198,"Missing first-pass (ADVI)",0.237000000000023
"30 Missing Spots","ignorable",199,"Missing first-pass (ADVI)",0.238
"30 Missing Spots","ignorable",200,"Missing first-pass (ADVI)",0.238
"gamma=(-6,1,4)","nonignorable",1,"Missing first-pass (ADVI)",0.246999999999986
"gamma=(-6,1,4)","nonignorable",2,"Missing first-pass (ADVI)",0.239999999999981
"gamma=(-6,1,4)","nonignorable",3,"Missing first-pass (ADVI)",0.244
"gamma=(-6,1,4)","nonignorable",4,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-6,1,4)","nonignorable",5,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-6,1,4)","nonignorable",6,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-6,1,4)","nonignorable",7,"Missing first-pass (ADVI)",0.241000000000014
"gamma=(-6,1,4)","nonignorable",8,"Missing first-pass (ADVI)",0.241000000000014
"gamma=(-6,1,4)","nonignorable",9,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-6,1,4)","nonignorable",10,"Missing first-pass (ADVI)",0.240000000000009
"gamma=(-6,1,4)","nonignorable",11,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-6,1,4)","nonignorable",12,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-6,1,4)","nonignorable",13,"Missing first-pass (ADVI)",0.253000000000014
"gamma=(-6,1,4)","nonignorable",14,"Missing first-pass (ADVI)",0.244
"gamma=(-6,1,4)","nonignorable",15,"Missing first-pass (ADVI)",0.246000000000009
"gamma=(-6,1,4)","nonignorable",16,"Missing first-pass (ADVI)",0.244
"gamma=(-6,1,4)","nonignorable",17,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-6,1,4)","nonignorable",18,"Missing first-pass (ADVI)",0.24199999999999
"gamma=(-6,1,4)","nonignorable",19,"Missing first-pass (ADVI)",0.24199999999999
"gamma=(-6,1,4)","nonignorable",20,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-6,1,4)","nonignorable",21,"Missing first-pass (ADVI)",0.244
"gamma=(-6,1,4)","nonignorable",22,"Missing first-pass (ADVI)",0.24199999999999
"gamma=(-6,1,4)","nonignorable",23,"Missing first-pass (ADVI)",0.245000000000005
"gamma=(-6,1,4)","nonignorable",24,"Missing first-pass (ADVI)",0.240000000000009
"gamma=(-6,1,4)","nonignorable",25,"Missing first-pass (ADVI)",0.254999999999995
"gamma=(-6,1,4)","nonignorable",26,"Missing first-pass (ADVI)",0.244
"gamma=(-6,1,4)","nonignorable",27,"Missing first-pass (ADVI)",0.24199999999999
"gamma=(-6,1,4)","nonignorable",28,"Missing first-pass (ADVI)",0.24199999999999
"gamma=(-6,1,4)","nonignorable",29,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-6,1,4)","nonignorable",30,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-6,1,4)","nonignorable",31,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-6,1,4)","nonignorable",32,"Missing first-pass (ADVI)",0.241000000000014
"gamma=(-6,1,4)","nonignorable",33,"Missing first-pass (ADVI)",0.241000000000014
"gamma=(-6,1,4)","nonignorable",34,"Missing first-pass (ADVI)",0.238999999999976
"gamma=(-6,1,4)","nonignorable",35,"Missing first-pass (ADVI)",0.245000000000005
"gamma=(-6,1,4)","nonignorable",36,"Missing first-pass (ADVI)",0.241000000000014
"gamma=(-6,1,4)","nonignorable",37,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-6,1,4)","nonignorable",38,"Missing first-pass (ADVI)",0.24199999999999
"gamma=(-6,1,4)","nonignorable",39,"Missing first-pass (ADVI)",0.24199999999999
"gamma=(-6,1,4)","nonignorable",40,"Missing first-pass (ADVI)",0.24199999999999
"gamma=(-6,1,4)","nonignorable",41,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-6,1,4)","nonignorable",42,"Missing first-pass (ADVI)",0.243000000000023
"gamma=(-6,1,4)","nonignorable",43,"Missing first-pass (ADVI)",0.24199999999999
"gamma=(-6,1,4)","nonignorable",44,"Missing first-pass (ADVI)",0.246000000000009
"gamma=(-6,1,4)","nonignorable",45,"Missing first-pass (ADVI)",0.24199999999999
"gamma=(-6,1,4)","nonignorable",46,"Missing first-pass (ADVI)",0.244
"gamma=(-6,1,4)","nonignorable",47,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-6,1,4)","nonignorable",48,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-6,1,4)","nonignorable",49,"Missing first-pass (ADVI)",0.241000000000014
"gamma=(-6,1,4)","nonignorable",50,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-6,1,4)","nonignorable",51,"Missing first-pass (ADVI)",0.243000000000023
"gamma=(-6,1,4)","nonignorable",52,"Missing first-pass (ADVI)",0.246000000000009
"gamma=(-6,1,4)","nonignorable",53,"Missing first-pass (ADVI)",0.243000000000023
"gamma=(-6,1,4)","nonignorable",54,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-6,1,4)","nonignorable",55,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-6,1,4)","nonignorable",56,"Missing first-pass (ADVI)",0.241000000000014
"gamma=(-6,1,4)","nonignorable",57,"Missing first-pass (ADVI)",0.24199999999999
"gamma=(-6,1,4)","nonignorable",58,"Missing first-pass (ADVI)",0.246000000000009
"gamma=(-6,1,4)","nonignorable",59,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-6,1,4)","nonignorable",60,"Missing first-pass (ADVI)",0.254999999999995
"gamma=(-6,1,4)","nonignorable",61,"Missing first-pass (ADVI)",0.240000000000009
"gamma=(-6,1,4)","nonignorable",62,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-6,1,4)","nonignorable",63,"Missing first-pass (ADVI)",0.241000000000014
"gamma=(-6,1,4)","nonignorable",64,"Missing first-pass (ADVI)",0.24199999999999
"gamma=(-6,1,4)","nonignorable",65,"Missing first-pass (ADVI)",0.239000000000004
"gamma=(-6,1,4)","nonignorable",66,"Missing first-pass (ADVI)",0.240000000000009
"gamma=(-6,1,4)","nonignorable",67,"Missing first-pass (ADVI)",0.239999999999981
"gamma=(-6,1,4)","nonignorable",68,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-6,1,4)","nonignorable",69,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-6,1,4)","nonignorable",70,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-6,1,4)","nonignorable",71,"Missing first-pass (ADVI)",0.241000000000014
"gamma=(-6,1,4)","nonignorable",72,"Missing first-pass (ADVI)",0.240000000000009
"gamma=(-6,1,4)","nonignorable",73,"Missing first-pass (ADVI)",0.244
"gamma=(-6,1,4)","nonignorable",74,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-6,1,4)","nonignorable",75,"Missing first-pass (ADVI)",0.240000000000009
"gamma=(-6,1,4)","nonignorable",76,"Missing first-pass (ADVI)",0.243000000000023
"gamma=(-6,1,4)","nonignorable",77,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-6,1,4)","nonignorable",78,"Missing first-pass (ADVI)",0.241000000000014
"gamma=(-6,1,4)","nonignorable",79,"Missing first-pass (ADVI)",0.245999999999981
"gamma=(-6,1,4)","nonignorable",80,"Missing first-pass (ADVI)",0.244000000000028
"gamma=(-6,1,4)","nonignorable",81,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-6,1,4)","nonignorable",82,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-6,1,4)","nonignorable",83,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-6,1,4)","nonignorable",84,"Missing first-pass (ADVI)",0.239999999999981
"gamma=(-6,1,4)","nonignorable",85,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-6,1,4)","nonignorable",86,"Missing first-pass (ADVI)",0.241000000000014
"gamma=(-6,1,4)","nonignorable",87,"Missing first-pass (ADVI)",0.239000000000004
"gamma=(-6,1,4)","nonignorable",88,"Missing first-pass (ADVI)",0.240000000000009
"gamma=(-6,1,4)","nonignorable",89,"Missing first-pass (ADVI)",0.238
"gamma=(-6,1,4)","nonignorable",90,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-6,1,4)","nonignorable",91,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-6,1,4)","nonignorable",92,"Missing first-pass (ADVI)",0.24199999999999
"gamma=(-6,1,4)","nonignorable",93,"Missing first-pass (ADVI)",0.241000000000014
"gamma=(-6,1,4)","nonignorable",94,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-6,1,4)","nonignorable",95,"Missing first-pass (ADVI)",0.241000000000014
"gamma=(-6,1,4)","nonignorable",96,"Missing first-pass (ADVI)",0.241000000000014
"gamma=(-6,1,4)","nonignorable",97,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-6,1,4)","nonignorable",98,"Missing first-pass (ADVI)",0.244
"gamma=(-6,1,4)","nonignorable",99,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-6,1,4)","nonignorable",100,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-6,1,4)","nonignorable",101,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-6,1,4)","nonignorable",102,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-6,1,4)","nonignorable",103,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-6,1,4)","nonignorable",104,"Missing first-pass (ADVI)",0.244
"gamma=(-6,1,4)","nonignorable",105,"Missing first-pass (ADVI)",0.248000000000019
"gamma=(-6,1,4)","nonignorable",106,"Missing first-pass (ADVI)",0.24199999999999
"gamma=(-6,1,4)","nonignorable",107,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-6,1,4)","nonignorable",108,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-6,1,4)","nonignorable",109,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-6,1,4)","nonignorable",110,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-6,1,4)","nonignorable",111,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-6,1,4)","nonignorable",112,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-6,1,4)","nonignorable",113,"Missing first-pass (ADVI)",0.24199999999999
"gamma=(-6,1,4)","nonignorable",114,"Missing first-pass (ADVI)",0.240000000000009
"gamma=(-6,1,4)","nonignorable",115,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-6,1,4)","nonignorable",116,"Missing first-pass (ADVI)",0.24199999999999
"gamma=(-6,1,4)","nonignorable",117,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-6,1,4)","nonignorable",118,"Missing first-pass (ADVI)",0.24199999999999
"gamma=(-6,1,4)","nonignorable",119,"Missing first-pass (ADVI)",0.241000000000014
"gamma=(-6,1,4)","nonignorable",120,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-6,1,4)","nonignorable",121,"Missing first-pass (ADVI)",0.245000000000005
"gamma=(-6,1,4)","nonignorable",122,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-6,1,4)","nonignorable",123,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-6,1,4)","nonignorable",124,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-6,1,4)","nonignorable",125,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-6,1,4)","nonignorable",126,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-6,1,4)","nonignorable",127,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-6,1,4)","nonignorable",128,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-6,1,4)","nonignorable",129,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-6,1,4)","nonignorable",130,"Missing first-pass (ADVI)",0.239000000000033
"gamma=(-6,1,4)","nonignorable",131,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-6,1,4)","nonignorable",132,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-6,1,4)","nonignorable",133,"Missing first-pass (ADVI)",0.241000000000042
"gamma=(-6,1,4)","nonignorable",134,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-6,1,4)","nonignorable",135,"Missing first-pass (ADVI)",0.243000000000052
"gamma=(-6,1,4)","nonignorable",136,"Missing first-pass (ADVI)",0.251000000000033
"gamma=(-6,1,4)","nonignorable",137,"Missing first-pass (ADVI)",0.241000000000042
"gamma=(-6,1,4)","nonignorable",138,"Missing first-pass (ADVI)",0.241999999999962
"gamma=(-6,1,4)","nonignorable",139,"Missing first-pass (ADVI)",0.244000000000028
"gamma=(-6,1,4)","nonignorable",140,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-6,1,4)","nonignorable",141,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-6,1,4)","nonignorable",142,"Missing first-pass (ADVI)",0.241000000000042
"gamma=(-6,1,4)","nonignorable",143,"Missing first-pass (ADVI)",0.264999999999986
"gamma=(-6,1,4)","nonignorable",144,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-6,1,4)","nonignorable",145,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-6,1,4)","nonignorable",146,"Missing first-pass (ADVI)",0.241999999999962
"gamma=(-6,1,4)","nonignorable",147,"Missing first-pass (ADVI)",0.241999999999962
"gamma=(-6,1,4)","nonignorable",148,"Missing first-pass (ADVI)",0.241000000000042
"gamma=(-6,1,4)","nonignorable",149,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-6,1,4)","nonignorable",150,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-6,1,4)","nonignorable",151,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-6,1,4)","nonignorable",152,"Missing first-pass (ADVI)",0.243999999999971
"gamma=(-6,1,4)","nonignorable",153,"Missing first-pass (ADVI)",0.246999999999957
"gamma=(-6,1,4)","nonignorable",154,"Missing first-pass (ADVI)",0.243999999999971
"gamma=(-6,1,4)","nonignorable",155,"Missing first-pass (ADVI)",0.243000000000052
"gamma=(-6,1,4)","nonignorable",156,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-6,1,4)","nonignorable",157,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-6,1,4)","nonignorable",158,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-6,1,4)","nonignorable",159,"Missing first-pass (ADVI)",0.241999999999962
"gamma=(-6,1,4)","nonignorable",160,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-6,1,4)","nonignorable",161,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-6,1,4)","nonignorable",162,"Missing first-pass (ADVI)",0.243000000000052
"gamma=(-6,1,4)","nonignorable",163,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-6,1,4)","nonignorable",164,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-6,1,4)","nonignorable",165,"Missing first-pass (ADVI)",0.240000000000009
"gamma=(-6,1,4)","nonignorable",166,"Missing first-pass (ADVI)",0.245000000000005
"gamma=(-6,1,4)","nonignorable",167,"Missing first-pass (ADVI)",0.241999999999962
"gamma=(-6,1,4)","nonignorable",168,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-6,1,4)","nonignorable",169,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-6,1,4)","nonignorable",170,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-6,1,4)","nonignorable",171,"Missing first-pass (ADVI)",0.243999999999971
"gamma=(-6,1,4)","nonignorable",172,"Missing first-pass (ADVI)",0.241999999999962
"gamma=(-6,1,4)","nonignorable",173,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-6,1,4)","nonignorable",174,"Missing first-pass (ADVI)",0.245999999999981
"gamma=(-6,1,4)","nonignorable",175,"Missing first-pass (ADVI)",0.243999999999971
"gamma=(-6,1,4)","nonignorable",176,"Missing first-pass (ADVI)",0.243999999999971
"gamma=(-6,1,4)","nonignorable",177,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-6,1,4)","nonignorable",178,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-6,1,4)","nonignorable",179,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-6,1,4)","nonignorable",180,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-6,1,4)","nonignorable",181,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-6,1,4)","nonignorable",182,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-6,1,4)","nonignorable",183,"Missing first-pass (ADVI)",0.241000000000042
"gamma=(-6,1,4)","nonignorable",184,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-6,1,4)","nonignorable",185,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-6,1,4)","nonignorable",186,"Missing first-pass (ADVI)",0.241000000000042
"gamma=(-6,1,4)","nonignorable",187,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-6,1,4)","nonignorable",188,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-6,1,4)","nonignorable",189,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-6,1,4)","nonignorable",190,"Missing first-pass (ADVI)",0.240000000000009
"gamma=(-6,1,4)","nonignorable",191,"Missing first-pass (ADVI)",0.241999999999962
"gamma=(-6,1,4)","nonignorable",192,"Missing first-pass (ADVI)",0.252999999999986
"gamma=(-6,1,4)","nonignorable",193,"Missing first-pass (ADVI)",0.243000000000052
"gamma=(-6,1,4)","nonignorable",194,"Missing first-pass (ADVI)",0.241999999999962
"gamma=(-6,1,4)","nonignorable",195,"Missing first-pass (ADVI)",0.244000000000028
"gamma=(-6,1,4)","nonignorable",196,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-6,1,4)","nonignorable",197,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-6,1,4)","nonignorable",198,"Missing first-pass (ADVI)",0.240000000000009
"gamma=(-6,1,4)","nonignorable",199,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-6,1,4)","nonignorable",200,"Missing first-pass (ADVI)",0.241999999999962
"gamma=(-5,1,1.6)","nonignorable",1,"Missing first-pass (ADVI)",0.239999999999952
"gamma=(-5,1,1.6)","nonignorable",2,"Missing first-pass (ADVI)",0.238999999999976
"gamma=(-5,1,1.6)","nonignorable",3,"Missing first-pass (ADVI)",0.239999999999952
"gamma=(-5,1,1.6)","nonignorable",4,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-5,1,1.6)","nonignorable",5,"Missing first-pass (ADVI)",0.240000000000009
"gamma=(-5,1,1.6)","nonignorable",6,"Missing first-pass (ADVI)",0.241000000000042
"gamma=(-5,1,1.6)","nonignorable",7,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-5,1,1.6)","nonignorable",8,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-5,1,1.6)","nonignorable",9,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-5,1,1.6)","nonignorable",10,"Missing first-pass (ADVI)",0.241999999999962
"gamma=(-5,1,1.6)","nonignorable",11,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-5,1,1.6)","nonignorable",12,"Missing first-pass (ADVI)",0.240000000000009
"gamma=(-5,1,1.6)","nonignorable",13,"Missing first-pass (ADVI)",0.240000000000009
"gamma=(-5,1,1.6)","nonignorable",14,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-5,1,1.6)","nonignorable",15,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-5,1,1.6)","nonignorable",16,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-5,1,1.6)","nonignorable",17,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-5,1,1.6)","nonignorable",18,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-5,1,1.6)","nonignorable",19,"Missing first-pass (ADVI)",0.240000000000009
"gamma=(-5,1,1.6)","nonignorable",20,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-5,1,1.6)","nonignorable",21,"Missing first-pass (ADVI)",0.240000000000009
"gamma=(-5,1,1.6)","nonignorable",22,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-5,1,1.6)","nonignorable",23,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-5,1,1.6)","nonignorable",24,"Missing first-pass (ADVI)",0.238999999999976
"gamma=(-5,1,1.6)","nonignorable",25,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-5,1,1.6)","nonignorable",26,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-5,1,1.6)","nonignorable",27,"Missing first-pass (ADVI)",0.238
"gamma=(-5,1,1.6)","nonignorable",28,"Missing first-pass (ADVI)",0.240000000000009
"gamma=(-5,1,1.6)","nonignorable",29,"Missing first-pass (ADVI)",0.238999999999976
"gamma=(-5,1,1.6)","nonignorable",30,"Missing first-pass (ADVI)",0.239000000000033
"gamma=(-5,1,1.6)","nonignorable",31,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-5,1,1.6)","nonignorable",32,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-5,1,1.6)","nonignorable",33,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-5,1,1.6)","nonignorable",34,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-5,1,1.6)","nonignorable",35,"Missing first-pass (ADVI)",0.241000000000042
"gamma=(-5,1,1.6)","nonignorable",36,"Missing first-pass (ADVI)",0.238999999999976
"gamma=(-5,1,1.6)","nonignorable",37,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-5,1,1.6)","nonignorable",38,"Missing first-pass (ADVI)",0.239000000000033
"gamma=(-5,1,1.6)","nonignorable",39,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-5,1,1.6)","nonignorable",40,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-5,1,1.6)","nonignorable",41,"Missing first-pass (ADVI)",0.239000000000033
"gamma=(-5,1,1.6)","nonignorable",42,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-5,1,1.6)","nonignorable",43,"Missing first-pass (ADVI)",0.241000000000042
"gamma=(-5,1,1.6)","nonignorable",44,"Missing first-pass (ADVI)",0.238
"gamma=(-5,1,1.6)","nonignorable",45,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-5,1,1.6)","nonignorable",46,"Missing first-pass (ADVI)",0.241000000000042
"gamma=(-5,1,1.6)","nonignorable",47,"Missing first-pass (ADVI)",0.244000000000028
"gamma=(-5,1,1.6)","nonignorable",48,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-5,1,1.6)","nonignorable",49,"Missing first-pass (ADVI)",0.240000000000009
"gamma=(-5,1,1.6)","nonignorable",50,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-5,1,1.6)","nonignorable",51,"Missing first-pass (ADVI)",0.240000000000009
"gamma=(-5,1,1.6)","nonignorable",52,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-5,1,1.6)","nonignorable",53,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-5,1,1.6)","nonignorable",54,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-5,1,1.6)","nonignorable",55,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-5,1,1.6)","nonignorable",56,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-5,1,1.6)","nonignorable",57,"Missing first-pass (ADVI)",0.241000000000042
"gamma=(-5,1,1.6)","nonignorable",58,"Missing first-pass (ADVI)",0.240999999999985
"gamma=(-5,1,1.6)","nonignorable",59,"Missing first-pass (ADVI)",0.240000000000009
"gamma=(-5,1,1.6)","nonignorable",60,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-5,1,1.6)","nonignorable",61,"Missing first-pass (ADVI)",0.239999999999952
"gamma=(-5,1,1.6)","nonignorable",62,"Missing first-pass (ADVI)",0.244000000000028
"gamma=(-5,1,1.6)","nonignorable",63,"Missing first-pass (ADVI)",0.240000000000009
"gamma=(-5,1,1.6)","nonignorable",64,"Missing first-pass (ADVI)",0.242999999999995
"gamma=(-5,1,1.6)","nonignorable",65,"Missing first-pass (ADVI)",0.241999999999962
"gamma=(-5,1,1.6)","nonignorable",66,"Missing first-pass (ADVI)",0.242000000000019
"gamma=(-5,1,1.6)","nonignorable",67,"Missing first-pass (ADVI)",0.263000000000034
"gamma=(-5,1,1.6)","nonignorable",68,"Missing first-pass (ADVI)",0.240000000000009
