"method","setting","kind","rep","missing","param","truth","mean","sd","q025","q975","bias","abs_bias","covered"
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",8,10,"beta10",0,-0.1283421085923,0.1736364824268,-0.473411,0.2101701,-0.1283421085923,0.1283421085923,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",8,10,"beta11",0,-0.049132755531,0.174403527033809,-0.38137045,0.306159025,-0.049132755531,0.049132755531,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",8,10,"beta12",0,0.073489388505,0.195638995846259,-0.316105775,0.455567175,0.073489388505,0.073489388505,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",8,10,"beta13",0,-0.0795032660957,0.180178208098644,-0.41218005,0.275929075,-0.0795032660957,0.0795032660957,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",8,10,"beta14",0,-0.0970216254101,0.184118034233571,-0.46243125,0.2500157,-0.0970216254101,0.0970216254101,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",8,10,"beta15",0,0.072065886747,0.180064950252229,-0.265788775,0.443212875,0.072065886747,0.072065886747,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",8,10,"beta16",0,0.028905189638,0.16396512252515,-0.268134975,0.364768375,0.028905189638,0.028905189638,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",8,10,"beta17",0,0.021058723814,0.18874127357745,-0.3371237,0.3949152,0.021058723814,0.021058723814,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",8,10,"beta18",0,0.49648160153,0.186392638095093,0.135713525,0.85188125,0.49648160153,0.49648160153,FALSE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",8,10,"beta19",0,0.188178778051,0.167019910796249,-0.1443516,0.51732615,0.188178778051,0.188178778051,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",8,10,"beta20",0,0.028076458177,0.19347770571949,-0.35379265,0.413092675,0.028076458177,0.028076458177,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",8,10,"eta",1.6,1.741960418,0.369732445740856,1.10135875,2.53892975,0.141960418,0.141960418,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",9,10,"beta1",1,1.240180467,0.191228074424502,0.887986425,1.642535,0.240180467,0.240180467,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",9,10,"beta2",2,2.10073876,0.233195028689009,1.636855,2.569065,0.10073876,0.10073876,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",9,10,"beta3",3,3.17610848,0.305609252510636,2.5793875,3.7988635,0.17610848,0.17610848,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",9,10,"beta4",-4,-4.50636814,0.411177179959029,-5.3326225,-3.68824275,-0.50636814,0.50636814,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",9,10,"beta5",-5,-5.36441551,0.482731262479566,-6.287432,-4.44275325,-0.36441551,0.36441551,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",9,10,"beta6",0,0.052584658427,0.171495236323438,-0.281268875,0.383707375,0.052584658427,0.052584658427,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",9,10,"beta7",0,0.039025338903,0.180591051972993,-0.31810655,0.385561825,0.039025338903,0.039025338903,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",9,10,"beta8",0,0.0234727176514,0.164339196710931,-0.287541025,0.348635675,0.0234727176514,0.0234727176514,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",9,10,"beta9",0,0.0549953797537,0.173586695908234,-0.2868611,0.3938539,0.0549953797537,0.0549953797537,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",9,10,"beta10",0,-0.120839704393,0.15328019711377,-0.42675325,0.182880225,-0.120839704393,0.120839704393,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",9,10,"beta11",0,-0.1015032488359,0.171493549320467,-0.42536415,0.22809125,-0.1015032488359,0.1015032488359,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",9,10,"beta12",0,0.107075703642,0.187655344337292,-0.285890725,0.500136675,0.107075703642,0.107075703642,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",9,10,"beta13",0,0.38761855875,0.176345351956173,0.0613910325,0.7423644,0.38761855875,0.38761855875,FALSE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",9,10,"beta14",0,-0.1025457256257,0.164092668583242,-0.4244164,0.20644825,-0.1025457256257,0.1025457256257,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",9,10,"beta15",0,0.047691886484,0.178221167337599,-0.29591255,0.3935192,0.047691886484,0.047691886484,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",9,10,"beta16",0,-0.0511623150239,0.170745274766812,-0.376868875,0.303733775,-0.0511623150239,0.0511623150239,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",9,10,"beta17",0,-0.104791741233,0.172166247757336,-0.41963015,0.229061025,-0.104791741233,0.104791741233,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",9,10,"beta18",0,0.013215952204,0.179108305538713,-0.348715525,0.37593495,0.013215952204,0.013215952204,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",9,10,"beta19",0,-0.0267401982825,0.162132862364362,-0.3575301,0.28368505,-0.0267401982825,0.0267401982825,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",9,10,"beta20",0,-0.138231225996,0.185874007077008,-0.5104885,0.210545325,-0.138231225996,0.138231225996,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",9,10,"eta",1.6,1.556567094,0.338004388248766,0.99131975,2.28996375,-0.043432906,0.043432906,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",10,10,"beta1",1,0.951812165,0.183594383651075,0.6136279,1.33795275,-0.048187835,0.048187835,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",10,10,"beta2",2,2.06906633,0.224361266371178,1.63096675,2.51723,0.0690663300000001,0.0690663300000001,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",10,10,"beta3",3,3.2624896,0.320488074454741,2.63581975,3.924507,0.2624896,0.2624896,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",10,10,"beta4",-4,-4.32644421,0.384918917375763,-5.0906295,-3.55072975,-0.32644421,0.32644421,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",10,10,"beta5",-5,-5.29214157,0.476403689201837,-6.19501375,-4.3573755,-0.29214157,0.29214157,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",10,10,"beta6",0,0.004543945297,0.171004248421355,-0.34426435,0.323811975,0.004543945297,0.004543945297,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",10,10,"beta7",0,0.27862806341,0.193377424018342,-0.104636775,0.64256305,0.27862806341,0.27862806341,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",10,10,"beta8",0,-0.046754842822,0.159695661531859,-0.34841655,0.256546925,-0.046754842822,0.046754842822,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",10,10,"beta9",0,-0.100302533708,0.166930666611925,-0.435428,0.212664225,-0.100302533708,0.100302533708,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",10,10,"beta10",0,-0.062677655194,0.151567537000747,-0.3595253,0.253905125,-0.062677655194,0.062677655194,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",10,10,"beta11",0,0.040140334355,0.177570293562783,-0.31440965,0.38311695,0.040140334355,0.040140334355,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",10,10,"beta12",0,0.198031686981,0.177145245993192,-0.1567545,0.546661225,0.198031686981,0.198031686981,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",10,10,"beta13",0,0.066292208008,0.169742623685571,-0.2550598,0.40480085,0.066292208008,0.066292208008,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",10,10,"beta14",0,-0.192886275804,0.162631778868052,-0.52304825,0.111375725,-0.192886275804,0.192886275804,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",10,10,"beta15",0,-0.32651540437,0.161588743032388,-0.652230525,-0.0172068375,-0.32651540437,0.32651540437,FALSE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",10,10,"beta16",0,-0.1768137628592,0.146641840077338,-0.445388125,0.122504825,-0.1768137628592,0.1768137628592,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",10,10,"beta17",0,-0.181880064025,0.1688885302695,-0.48517035,0.159919275,-0.181880064025,0.181880064025,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",10,10,"beta18",0,-0.039328171361,0.155131233518408,-0.340820625,0.26369115,-0.039328171361,0.039328171361,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",10,10,"beta19",0,0.029765639977,0.164017607110651,-0.306297325,0.336069725,0.029765639977,0.029765639977,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",10,10,"beta20",0,-0.01475113385856,0.165314571221855,-0.3362989,0.298292875,-0.01475113385856,0.01475113385856,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",10,10,"eta",1.6,2.12707322,0.333713361132319,1.5487035,2.8115115,0.52707322,0.52707322,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",11,10,"beta1",1,0.955756937,0.165078474987987,0.651723525,1.30308625,-0.044243063,0.044243063,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",11,10,"beta2",2,2.18355625,0.230020193092406,1.725976,2.64352,0.18355625,0.18355625,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",11,10,"beta3",3,3.0823794,0.315642522392948,2.4620635,3.71876625,0.0823794000000002,0.0823794000000002,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",11,10,"beta4",-4,-4.42552066,0.395985835139334,-5.208179,-3.63653275,-0.42552066,0.42552066,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",11,10,"beta5",-5,-5.60628069,0.485204748332318,-6.5247265,-4.62379225,-0.60628069,0.60628069,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",11,10,"beta6",0,-0.0591638920333,0.155936690876244,-0.38290555,0.232652525,-0.0591638920333,0.0591638920333,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",11,10,"beta7",0,-0.010241755504,0.165578099097269,-0.325081975,0.296600875,-0.010241755504,0.010241755504,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",11,10,"beta8",0,0.1694282877725,0.148802575119674,-0.123087975,0.46410625,0.1694282877725,0.1694282877725,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",11,10,"beta9",0,0.1570118413994,0.172356343008364,-0.1941403,0.5056764,0.1570118413994,0.1570118413994,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",11,10,"beta10",0,0.134450027527,0.142597083665234,-0.14927805,0.4174843,0.134450027527,0.134450027527,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",11,10,"beta11",0,0.319090549027,0.167068408405259,-0.002835949,0.647537675,0.319090549027,0.319090549027,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",11,10,"beta12",0,0.1626220163,0.17111774045146,-0.187405775,0.506576575,0.1626220163,0.1626220163,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",11,10,"beta13",0,-0.040059934826,0.1645982382805,-0.35624885,0.2884614,-0.040059934826,0.040059934826,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",11,10,"beta14",0,-0.159836797865,0.162479614960159,-0.4835477,0.150294775,-0.159836797865,0.159836797865,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",11,10,"beta15",0,0.036206069225,0.143850413977243,-0.243638675,0.307349275,0.036206069225,0.036206069225,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",11,10,"beta16",0,-0.262866449704,0.151930184176306,-0.545141175,0.0485063825,-0.262866449704,0.262866449704,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",11,10,"beta17",0,-0.3701525244278,0.181287485679349,-0.7127539,0.00203595524999995,-0.3701525244278,0.3701525244278,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",11,10,"beta18",0,-0.3221052432,0.170501927467441,-0.663499575,0.00887112424999998,-0.3221052432,0.3221052432,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",11,10,"beta19",0,0.102066813297,0.153598335281869,-0.203679975,0.3836265,0.102066813297,0.102066813297,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",11,10,"beta20",0,0.42941539375,0.159193808463747,0.124379125,0.739548125,0.42941539375,0.42941539375,FALSE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",11,10,"eta",1.6,1.642477534,0.315574074913219,1.11071325,2.30460575,0.0424775339999999,0.0424775339999999,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",12,10,"beta1",1,1.091667555,0.175999501733105,0.7675203,1.46197975,0.0916675549999999,0.0916675549999999,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",12,10,"beta2",2,2.30351602,0.24584866482321,1.8242945,2.7948385,0.30351602,0.30351602,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",12,10,"beta3",3,3.20284548,0.316936005716752,2.584051,3.842471,0.20284548,0.20284548,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",12,10,"beta4",-4,-4.11182688,0.381333404483584,-4.86939375,-3.3383845,-0.11182688,0.11182688,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",12,10,"beta5",-5,-5.41726634,0.48869303678199,-6.3474715,-4.42403775,-0.41726634,0.41726634,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",12,10,"beta6",0,-0.0060535588483,0.171083816057558,-0.35958955,0.30418675,-0.0060535588483,0.0060535588483,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",12,10,"beta7",0,0.041743347176,0.180688411857848,-0.311360175,0.38647205,0.041743347176,0.041743347176,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",12,10,"beta8",0,-0.283044245139,0.16407619230973,-0.594813925,0.0579055249999999,-0.283044245139,0.283044245139,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",12,10,"beta9",0,-0.022033776227,0.172551335305771,-0.369175325,0.314510075,-0.022033776227,0.022033776227,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",12,10,"beta10",0,-0.234703562486,0.157213983832665,-0.551081725,0.08814465,-0.234703562486,0.234703562486,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",12,10,"beta11",0,-0.055433799754,0.172572477501331,-0.3829982,0.28581955,-0.055433799754,0.055433799754,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",12,10,"beta12",0,0.261210069293,0.184109546639744,-0.123216375,0.626875975,0.261210069293,0.261210069293,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",12,10,"beta13",0,0.0312388845423,0.182937050459374,-0.324909875,0.3981311,0.0312388845423,0.0312388845423,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",12,10,"beta14",0,0.127768547182,0.176778966528092,-0.21312585,0.456515475,0.127768547182,0.127768547182,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",12,10,"beta15",0,-0.07898943545,0.162063137507345,-0.393564725,0.2178002,-0.07898943545,0.07898943545,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",12,10,"beta16",0,0.166741910805,0.152223310700856,-0.1311571,0.46626065,0.166741910805,0.166741910805,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",12,10,"beta17",0,0.001547077872,0.180110601154783,-0.341581425,0.376171175,0.001547077872,0.001547077872,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",12,10,"beta18",0,-0.115587221042,0.179493647215217,-0.455615025,0.241300825,-0.115587221042,0.115587221042,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",12,10,"beta19",0,-0.122196897615,0.152204145429129,-0.421438375,0.1685129,-0.122196897615,0.122196897615,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",12,10,"beta20",0,-0.031389111025,0.164669364117536,-0.367559,0.2780749,-0.031389111025,0.031389111025,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",12,10,"eta",1.6,1.500525632,0.327033766671865,0.963187775,2.20259225,-0.0994743680000001,0.0994743680000001,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",13,10,"beta1",1,1.13524426,0.17840468837317,0.806859475,1.50987075,0.13524426,0.13524426,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",13,10,"beta2",2,2.53682366,0.266525105464095,2.007379,3.07180275,0.53682366,0.53682366,FALSE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",13,10,"beta3",3,3.7564485,0.353326657374393,3.0674045,4.4919,0.7564485,0.7564485,FALSE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",13,10,"beta4",-4,-4.61561383,0.438068833319099,-5.48780075,-3.73518475,-0.61561383,0.61561383,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",13,10,"beta5",-5,-6.04914142,0.541954118601984,-7.052323,-4.9780075,-1.04914142,1.04914142,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",13,10,"beta6",0,-0.40816116309,0.184923303183623,-0.777547475,-0.0562179725000002,-0.40816116309,0.40816116309,FALSE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",13,10,"beta7",0,-0.28813286346,0.196262597793161,-0.67488695,0.103321775,-0.28813286346,0.28813286346,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",13,10,"beta8",0,-0.2400422189825,0.170115723326059,-0.557750525,0.0935033749999997,-0.2400422189825,0.2400422189825,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",13,10,"beta9",0,-0.077960398314,0.196708281275553,-0.475007625,0.313065375,-0.077960398314,0.077960398314,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",13,10,"beta10",0,-0.105714957599,0.186700054461626,-0.477475325,0.262719075,-0.105714957599,0.105714957599,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",13,10,"beta11",0,-0.040559235497,0.186654456603729,-0.39924525,0.3342527,-0.040559235497,0.040559235497,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",13,10,"beta12",0,-0.043651372882,0.181681753647316,-0.406087425,0.32553075,-0.043651372882,0.043651372882,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",13,10,"beta13",0,-0.082826884903,0.191142119939683,-0.455187325,0.29023455,-0.082826884903,0.082826884903,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",13,10,"beta14",0,0.080101959791,0.195155338784965,-0.30879335,0.4590239,0.080101959791,0.080101959791,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",13,10,"beta15",0,0.0099681071042,0.165981051993858,-0.328662325,0.33103135,0.0099681071042,0.0099681071042,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",13,10,"beta16",0,0.1261695500861,0.149126064880319,-0.159737225,0.42070325,0.1261695500861,0.1261695500861,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",13,10,"beta17",0,-0.3005397672696,0.192720633037983,-0.668032925,0.0941533725,-0.3005397672696,0.3005397672696,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",13,10,"beta18",0,-0.0221489917941,0.179840864156108,-0.377954375,0.33033665,-0.0221489917941,0.0221489917941,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",13,10,"beta19",0,0.10747537119,0.176963859038663,-0.233504375,0.457113125,0.10747537119,0.10747537119,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",13,10,"beta20",0,0.166756896686,0.190439379664109,-0.21841045,0.544087425,0.166756896686,0.166756896686,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",13,10,"eta",1.6,2.17233545,0.373885285470141,1.5046765,2.93811325,0.57233545,0.57233545,TRUE
