"method","setting","kind","rep","missing","param","truth","mean","sd","q025","q975","bias","abs_bias","covered"
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",85,10,"beta16",0,0.215125374883,0.162447956341793,-0.0962827,0.5489537,0.215125374883,0.215125374883,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",85,10,"beta17",0,0.085891160356,0.196620098789801,-0.2910567,0.465529975,0.085891160356,0.085891160356,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",85,10,"beta18",0,0.2032593132506,0.187679255362721,-0.1681722,0.56323405,0.2032593132506,0.2032593132506,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",85,10,"beta19",0,-0.04059636779,0.165662434132827,-0.366734275,0.28074685,-0.04059636779,0.04059636779,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",85,10,"beta20",0,-0.07451426063067,0.17190382676455,-0.414407875,0.265201775,-0.07451426063067,0.07451426063067,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",85,10,"eta",1.6,2.17220139,0.368341340821698,1.51935825,2.939352,0.57220139,0.57220139,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",86,10,"beta1",1,1.058412771,0.185293340151612,0.71714845,1.44827325,0.058412771,0.058412771,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",86,10,"beta2",2,2.86402234,0.300610995271301,2.2696805,3.466895,0.86402234,0.86402234,FALSE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",86,10,"beta3",3,3.91187532,0.39062502760203,3.1339545,4.7029305,0.91187532,0.91187532,FALSE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",86,10,"beta4",-4,-4.82998281,0.452516840708419,-5.71021325,-3.910173,-0.82998281,0.82998281,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",86,10,"beta5",-5,-6.05513388,0.542696497806349,-7.085969,-4.97578275,-1.05513388,1.05513388,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",86,10,"beta6",0,-0.2707996004778,0.199922881696616,-0.668510825,0.0943046624999998,-0.2707996004778,0.2707996004778,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",86,10,"beta7",0,0.160521073972,0.212152401054789,-0.2645195,0.569283125,0.160521073972,0.160521073972,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",86,10,"beta8",0,-0.127356447361,0.176548611817701,-0.4603571,0.229853625,-0.127356447361,0.127356447361,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",86,10,"beta9",0,-0.057731484416,0.19470239333777,-0.4499044,0.322475025,-0.057731484416,0.057731484416,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",86,10,"beta10",0,0.156750580948,0.189892780093103,-0.217033775,0.54529345,0.156750580948,0.156750580948,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",86,10,"beta11",0,-0.21507073089,0.194607538107788,-0.578222,0.163607875,-0.21507073089,0.21507073089,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",86,10,"beta12",0,0.036289030477,0.194773938677743,-0.35829805,0.42022985,0.036289030477,0.036289030477,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",86,10,"beta13",0,0.2839245723565,0.184753478513812,-0.0611649475,0.653002225,0.2839245723565,0.2839245723565,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",86,10,"beta14",0,0.368924956598,0.192138249646624,-0.000583538949999997,0.750671825,0.368924956598,0.368924956598,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",86,10,"beta15",0,-0.0254311158552,0.174283366965163,-0.382198075,0.3006426,-0.0254311158552,0.0254311158552,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",86,10,"beta16",0,0.2431725958898,0.17674746513201,-0.09226976,0.60398215,0.2431725958898,0.2431725958898,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",86,10,"beta17",0,0.029198921537,0.1965380023114,-0.3383279,0.4480752,0.029198921537,0.029198921537,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",86,10,"beta18",0,0.148811683551,0.18895376021008,-0.224537875,0.514747925,0.148811683551,0.148811683551,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",86,10,"beta19",0,-0.023305188312557,0.176975391269313,-0.388712275,0.324548175,-0.023305188312557,0.023305188312557,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",86,10,"beta20",0,0.0996426812255,0.182262294060611,-0.256560925,0.459344075,0.0996426812255,0.0996426812255,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",86,10,"eta",1.6,2.11283182,0.375805374955086,1.4479045,2.87336575,0.51283182,0.51283182,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",87,10,"beta1",1,1.113546371,0.180934588658074,0.780310125,1.4942415,0.113546371,0.113546371,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",87,10,"beta2",2,2.15464757,0.237826539739785,1.678059,2.63579575,0.15464757,0.15464757,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",87,10,"beta3",3,2.80946141,0.286472531858504,2.25743425,3.4108855,-0.19053859,0.19053859,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",87,10,"beta4",-4,-4.23520878,0.381766278969568,-4.99936525,-3.4707035,-0.23520878,0.23520878,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",87,10,"beta5",-5,-5.03967938,0.444774568635528,-5.88141175,-4.1864975,-0.0396793799999999,0.0396793799999999,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",87,10,"beta6",0,-0.201027070339,0.152725986860723,-0.50810725,0.08589546,-0.201027070339,0.201027070339,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",87,10,"beta7",0,0.0599045368657,0.183346571491775,-0.30036075,0.41263385,0.0599045368657,0.0599045368657,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",87,10,"beta8",0,-0.35085138843,0.165341780475381,-0.6685108,-0.0271552125,-0.35085138843,0.35085138843,FALSE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",87,10,"beta9",0,0.054151023663,0.172416362660549,-0.289167225,0.40275815,0.054151023663,0.054151023663,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",87,10,"beta10",0,0.1227221045396,0.15675492502591,-0.186517025,0.454998375,0.1227221045396,0.1227221045396,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",87,10,"beta11",0,-0.0155240059427,0.171176333950314,-0.353532425,0.3181605,-0.0155240059427,0.0155240059427,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",87,10,"beta12",0,-0.0437597753699,0.187026318344753,-0.4240483,0.330888675,-0.0437597753699,0.0437597753699,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",87,10,"beta13",0,0.1465480502924,0.178386296880805,-0.19167605,0.50830315,0.1465480502924,0.1465480502924,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",87,10,"beta14",0,0.32047008146,0.176192651700601,-0.0307803875,0.658884675,0.32047008146,0.32047008146,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",87,10,"beta15",0,-0.1496368559246,0.164607196065563,-0.473785975,0.16404215,-0.1496368559246,0.1496368559246,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",87,10,"beta16",0,-0.035984032457,0.165312426297161,-0.3422986,0.29502635,-0.035984032457,0.035984032457,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",87,10,"beta17",0,0.047615551855,0.170239964830896,-0.2690823,0.383973425,0.047615551855,0.047615551855,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",87,10,"beta18",0,0.23282102382,0.181328468178386,-0.123305775,0.58984085,0.23282102382,0.23282102382,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",87,10,"beta19",0,0.022100926208,0.165479886280072,-0.3164456,0.33925225,0.022100926208,0.022100926208,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",87,10,"beta20",0,0.0625588019308,0.169658675041716,-0.26477305,0.397720175,0.0625588019308,0.0625588019308,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",87,10,"eta",1.6,1.87736544,0.348632484323725,1.26061925,2.59229675,0.27736544,0.27736544,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",88,10,"beta1",1,1.464006613,0.20523813128777,1.08600675,1.89583,0.464006613,0.464006613,FALSE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",88,10,"beta2",2,2.36809987,0.247249729015385,1.873661,2.861831,0.36809987,0.36809987,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",88,10,"beta3",3,3.63543835,0.343667660109272,2.965599,4.34744875,0.63543835,0.63543835,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",88,10,"beta4",-4,-4.99266181,0.440039735413481,-5.86853325,-4.11301,-0.99266181,0.99266181,FALSE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",88,10,"beta5",-5,-5.55097208,0.48962543702391,-6.47049725,-4.5818195,-0.55097208,0.55097208,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",88,10,"beta6",0,0.064745084797,0.169917463826416,-0.27882075,0.391648475,0.064745084797,0.064745084797,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",88,10,"beta7",0,0.36717051275,0.186020822545064,0.00245329150000002,0.721075225,0.36717051275,0.36717051275,FALSE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",88,10,"beta8",0,0.24061502451,0.163264658022437,-0.0722724525,0.562391175,0.24061502451,0.24061502451,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",88,10,"beta9",0,-0.041673697221,0.182568786479098,-0.4010134,0.3325674,-0.041673697221,0.041673697221,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",88,10,"beta10",0,0.02010993656,0.155476118029526,-0.284998225,0.326579225,0.02010993656,0.02010993656,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",88,10,"beta11",0,0.00876942921600001,0.16662556299839,-0.311296075,0.332506625,0.00876942921600001,0.00876942921600001,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",88,10,"beta12",0,0.1191261153492,0.1823600717388,-0.2648956,0.47044705,0.1191261153492,0.1191261153492,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",88,10,"beta13",0,0.102456032812,0.165083139331301,-0.205729875,0.42584435,0.102456032812,0.102456032812,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",88,10,"beta14",0,0.191132070931,0.16566621852164,-0.136395925,0.51086255,0.191132070931,0.191132070931,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",88,10,"beta15",0,0.169453211799,0.163907204093168,-0.145189475,0.499015775,0.169453211799,0.169453211799,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",88,10,"beta16",0,-0.12063355286,0.14426099968775,-0.40767185,0.160806,-0.12063355286,0.12063355286,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",88,10,"beta17",0,0.17416539898,0.175906278421107,-0.146054125,0.529347825,0.17416539898,0.17416539898,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",88,10,"beta18",0,0.132024638345,0.168196005572061,-0.19132955,0.46143175,0.132024638345,0.132024638345,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",88,10,"beta19",0,0.0668352474764,0.170367119566803,-0.281424475,0.383794075,0.0668352474764,0.0668352474764,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",88,10,"beta20",0,0.38436798323,0.162672958503095,0.076747025,0.70442115,0.38436798323,0.38436798323,FALSE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",88,10,"eta",1.6,2.035302248,0.351509406876934,1.43827225,2.77908325,0.435302248,0.435302248,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",89,10,"beta1",1,1.060735033,0.18400837231944,0.72203575,1.4471325,0.060735033,0.060735033,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",89,10,"beta2",2,2.27479585,0.256375630681399,1.766179,2.78701875,0.27479585,0.27479585,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",89,10,"beta3",3,3.27988372,0.341403419762877,2.62061975,3.9618385,0.27988372,0.27988372,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",89,10,"beta4",-4,-4.29794163,0.420865683155447,-5.12348175,-3.460219,-0.29794163,0.29794163,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",89,10,"beta5",-5,-5.72625756,0.520219571249446,-6.71617075,-4.68257925,-0.72625756,0.72625756,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",89,10,"beta6",0,-0.0418862574423,0.174806063026655,-0.39627015,0.284281,-0.0418862574423,0.0418862574423,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",89,10,"beta7",0,-0.28274011254,0.203399866315984,-0.683572825,0.11868875,-0.28274011254,0.28274011254,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",89,10,"beta8",0,0.29747070095,0.175204814038017,-0.0391120225,0.64761275,0.29747070095,0.29747070095,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",89,10,"beta9",0,-0.10401826046943,0.176047860572909,-0.463497575,0.2384455,-0.10401826046943,0.10401826046943,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",89,10,"beta10",0,-0.0245820415691,0.159246218850133,-0.341914225,0.301459325,-0.0245820415691,0.0245820415691,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",89,10,"beta11",0,0.07215510336,0.180377433901445,-0.281520675,0.4122658,0.07215510336,0.07215510336,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",89,10,"beta12",0,-0.030015178,0.194717533825098,-0.422732525,0.35409215,-0.030015178,0.030015178,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",89,10,"beta13",0,-0.101543041948,0.183368640238089,-0.4370771,0.269276525,-0.101543041948,0.101543041948,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",89,10,"beta14",0,0.362566142151,0.180625465832874,0.00627594125,0.70163015,0.362566142151,0.362566142151,FALSE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",89,10,"beta15",0,0.219352432721,0.160964087172573,-0.0912048175,0.53902435,0.219352432721,0.219352432721,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",89,10,"beta16",0,0.045117494465,0.162436147781136,-0.260579075,0.372512625,0.045117494465,0.045117494465,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",89,10,"beta17",0,-0.019806474614,0.203281134974299,-0.391126775,0.39951115,-0.019806474614,0.019806474614,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",89,10,"beta18",0,0.001481665699,0.183833597219031,-0.35176505,0.353735825,0.001481665699,0.001481665699,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",89,10,"beta19",0,-0.19823020546,0.174782964843273,-0.54953325,0.1157131,-0.19823020546,0.19823020546,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",89,10,"beta20",0,-0.278540076332,0.170833194046102,-0.615822475,0.0497045375,-0.278540076332,0.278540076332,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",89,10,"eta",1.6,1.991670384,0.362164865800039,1.3886625,2.7564325,0.391670384,0.391670384,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",90,10,"beta1",1,0.90974872,0.175316443610192,0.586859875,1.27861975,-0.09025128,0.09025128,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",90,10,"beta2",2,1.97558362,0.230069105524432,1.524212,2.43555925,-0.0244163799999999,0.0244163799999999,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",90,10,"beta3",3,3.0303298,0.296760349157349,2.4299835,3.61252825,0.0303298000000001,0.0303298000000001,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",90,10,"beta4",-4,-4.24539809,0.385395699627985,-4.99078775,-3.479778,-0.24539809,0.24539809,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",90,10,"beta5",-5,-5.28032239,0.460553869979768,-6.17366125,-4.35985,-0.28032239,0.28032239,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",90,10,"beta6",0,0.151682058134,0.1545772643407,-0.15458945,0.448833825,0.151682058134,0.151682058134,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",90,10,"beta7",0,0.121002457123,0.188164787289724,-0.24452975,0.48351825,0.121002457123,0.121002457123,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",90,10,"beta8",0,0.40874098082,0.166882362898679,0.08269655,0.734137925,0.40874098082,0.40874098082,FALSE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",90,10,"beta9",0,0.120436728319,0.171682372291045,-0.21852535,0.45580595,0.120436728319,0.120436728319,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",90,10,"beta10",0,-0.0786027189235,0.144880361067481,-0.35760515,0.212310775,-0.0786027189235,0.0786027189235,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",90,10,"beta11",0,-0.146009323868,0.161481657756976,-0.45030565,0.16810645,-0.146009323868,0.146009323868,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",90,10,"beta12",0,-0.20924021125923,0.166595812070036,-0.546406325,0.128001175,-0.20924021125923,0.20924021125923,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",90,10,"beta13",0,0.0213627952947,0.156115195260041,-0.27438135,0.33841015,0.0213627952947,0.0213627952947,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",90,10,"beta14",0,0.247011448286,0.165972584033623,-0.0804179925,0.560492875,0.247011448286,0.247011448286,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",90,10,"beta15",0,-0.4599318547008,0.172809566849014,-0.815379125,-0.123333775,-0.4599318547008,0.4599318547008,FALSE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",90,10,"beta16",0,-0.0351036701336,0.149657760027386,-0.310162475,0.26177045,-0.0351036701336,0.0351036701336,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",90,10,"beta17",0,0.0449925798669,0.185751583886239,-0.304560175,0.42225505,0.0449925798669,0.0449925798669,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",90,10,"beta18",0,-0.13719996477504,0.177833437864045,-0.47379845,0.21499555,-0.13719996477504,0.13719996477504,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",90,10,"beta19",0,0.116725491717,0.152576259820284,-0.199983425,0.39728895,0.116725491717,0.116725491717,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",90,10,"beta20",0,0.086493647432,0.169430025444758,-0.255227625,0.4161314,0.086493647432,0.086493647432,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",90,10,"eta",1.6,1.862136329,0.328809584223772,1.2920325,2.5566575,0.262136329,0.262136329,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",91,10,"beta1",1,1.044449226,0.180086177927523,0.712969075,1.42261125,0.044449226,0.044449226,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",91,10,"beta2",2,2.4440961,0.263404938649781,1.91791325,2.9760775,0.4440961,0.4440961,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",91,10,"beta3",3,3.26804796,0.321978818695776,2.64062925,3.91824875,0.26804796,0.26804796,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",91,10,"beta4",-4,-4.6022261,0.429386752129936,-5.44228475,-3.729526,-0.6022261,0.6022261,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",91,10,"beta5",-5,-5.62018597,0.496631883013046,-6.584444,-4.6460375,-0.62018597,0.62018597,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",91,10,"beta6",0,0.130505052387,0.165415815043626,-0.203105725,0.451513525,0.130505052387,0.130505052387,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",91,10,"beta7",0,0.122066135179,0.186100961026935,-0.2342967,0.475913875,0.122066135179,0.122066135179,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",91,10,"beta8",0,-0.12773515539,0.1690824054916,-0.4520515,0.21294975,-0.12773515539,0.12773515539,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",91,10,"beta9",0,-0.0708962010868,0.179763312719163,-0.4314209,0.2802092,-0.0708962010868,0.0708962010868,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",91,10,"beta10",0,-0.4679674581,0.147450196014476,-0.7599908,-0.17813675,-0.4679674581,0.4679674581,FALSE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",91,10,"beta11",0,0.1226372181566,0.174532271637911,-0.222426575,0.45913675,0.1226372181566,0.1226372181566,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",91,10,"beta12",0,-0.079815429473,0.188059626494736,-0.453235175,0.3041942,-0.079815429473,0.079815429473,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",91,10,"beta13",0,0.182144478384,0.191867733519523,-0.1787918,0.566810575,0.182144478384,0.182144478384,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",91,10,"beta14",0,-0.19177620735,0.182159921592067,-0.545287325,0.156942875,-0.19177620735,0.19177620735,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",91,10,"beta15",0,-0.047505747186,0.173322905417088,-0.388294325,0.303724175,-0.047505747186,0.047505747186,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",91,10,"beta16",0,0.252959107558,0.154312115938547,-0.04457035,0.5643427,0.252959107558,0.252959107558,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",91,10,"beta17",0,-0.161196580979,0.191828471474738,-0.5342856,0.2368052,-0.161196580979,0.161196580979,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",91,10,"beta18",0,0.12417859797,0.189492134965142,-0.26202975,0.492259,0.12417859797,0.12417859797,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",91,10,"beta19",0,-0.141313526633,0.163417264069682,-0.48277575,0.165940375,-0.141313526633,0.141313526633,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",91,10,"beta20",0,0.0666352919822,0.175234033175582,-0.28391915,0.406360575,0.0666352919822,0.0666352919822,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",91,10,"eta",1.6,1.702229057,0.362880000237368,1.06256925,2.46978875,0.102229057,0.102229057,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",92,10,"beta1",1,0.959427924,0.162817268770423,0.65955845,1.30200525,-0.040572076,0.040572076,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",92,10,"beta2",2,1.78585517,0.210996769658157,1.365056,2.2107685,-0.21414483,0.21414483,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",92,10,"beta3",3,2.5472254,0.269889510302664,2.0167215,3.080634,-0.4527746,0.4527746,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",92,10,"beta4",-4,-3.65036555,0.335247043184368,-4.30385025,-2.970385,0.34963445,0.34963445,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",92,10,"beta5",-5,-4.90967296,0.430185448435304,-5.741888,-4.063438,0.09032704,0.09032704,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",92,10,"beta6",0,0.130568720064,0.152946217848186,-0.1771655,0.414971375,0.130568720064,0.130568720064,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",92,10,"beta7",0,0.1466424302384,0.16313911044972,-0.172040075,0.45531605,0.1466424302384,0.1466424302384,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",92,10,"beta8",0,0.017057783305,0.161241983312821,-0.288971525,0.333502675,0.017057783305,0.017057783305,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",92,10,"beta9",0,-0.2311325372317,0.157897300958986,-0.538965375,0.0878726524999998,-0.2311325372317,0.2311325372317,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",92,10,"beta10",0,0.097098458364,0.126624355909527,-0.15309125,0.368432075,0.097098458364,0.097098458364,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",92,10,"beta11",0,-0.015800302617,0.170299133353322,-0.3409209,0.32230185,-0.015800302617,0.015800302617,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",92,10,"beta12",0,0.171337573371,0.158333296181231,-0.152849575,0.50218555,0.171337573371,0.171337573371,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",92,10,"beta13",0,0.17179891381,0.161231882098759,-0.126531225,0.5022648,0.17179891381,0.17179891381,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",92,10,"beta14",0,0.143051444804,0.141661897407008,-0.134267825,0.42280915,0.143051444804,0.143051444804,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",92,10,"beta15",0,0.1634780091465,0.145670008093985,-0.112537175,0.4571067,0.1634780091465,0.1634780091465,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",92,10,"beta16",0,-0.1282471003607,0.143516079585026,-0.405859625,0.156671975,-0.1282471003607,0.1282471003607,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",92,10,"beta17",0,-0.017315834592,0.15365779380779,-0.3032253,0.296438925,-0.017315834592,0.017315834592,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",92,10,"beta18",0,-0.21526157174,0.171450054111865,-0.554648275,0.1217647,-0.21526157174,0.21526157174,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",92,10,"beta19",0,0.094055369858,0.152853657962821,-0.21562135,0.376968525,0.094055369858,0.094055369858,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",92,10,"beta20",0,-0.016715366048,0.153912023918394,-0.3291451,0.2799202,-0.016715366048,0.016715366048,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",92,10,"eta",1.6,1.755493526,0.303547007606318,1.23363425,2.38068875,0.155493526,0.155493526,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",93,10,"beta1",1,1.127330908,0.192838701256682,0.772189125,1.53287575,0.127330908,0.127330908,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",93,10,"beta2",2,2.76156405,0.281975322397082,2.19548775,3.333232,0.76156405,0.76156405,FALSE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",93,10,"beta3",3,3.67985547,0.369986510655518,2.963821,4.434741,0.67985547,0.67985547,TRUE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",93,10,"beta4",-4,-4.99421634,0.463528029605151,-5.92180975,-4.0510865,-0.99421634,0.99421634,FALSE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",93,10,"beta5",-5,-6.17531154,0.548394035928793,-7.190655,-5.079178,-1.17531154,1.17531154,FALSE
"Missing first-pass (ADVI)","10 Missing Spots","ignorable",93,10,"beta6",0,0.194565398974,0.181153283380415,-0.17391125,0.52750275,0.194565398974,0.194565398974,TRUE
