"eta_true","sweeps","update","gen_scale","fit_scale","rep","eta_hat","eta_abs_bias","disease_rate"
0.4,500,"checkerboard","sum","sum",5,0.468804391235584,0.0688043912355841,0.576666666666667
0.4,500,"checkerboard","sum","sum",6,0.347665164458886,0.0523348355411137,0.551111111111111
0.4,500,"checkerboard","sum","sum",7,0.391723365103544,0.00827663489645619,0.566666666666667
0.4,500,"checkerboard","sum","sum",8,0.518108129584339,0.118108129584339,0.543333333333333
0.4,500,"checkerboard","sum","sum",9,0.496357366470689,0.0963573664706885,0.554444444444444
0.4,500,"checkerboard","sum","sum",10,0.474213813838123,0.0742138138381226,0.528888888888889
0.4,500,"checkerboard","sum","sum",11,0.533755366241024,0.133755366241024,0.561111111111111
0.4,500,"checkerboard","sum","sum",12,0.238081531238629,0.161918468761371,0.517777777777778
0.4,500,"checkerboard","sum","sum",13,0.422696383055634,0.0226963830556339,0.564444444444444
0.4,500,"checkerboard","sum","sum",14,0.34308401068703,0.0569159893129702,0.492222222222222
0.4,500,"checkerboard","sum","sum",15,0.380690358569562,0.0193096414304384,0.527777777777778
0.4,500,"checkerboard","sum","sum",16,0.372456549961858,0.0275434500381416,0.518888888888889
0.4,500,"checkerboard","sum","sum",17,0.458515173997166,0.0585151739971664,0.571111111111111
0.4,500,"checkerboard","sum","sum",18,0.595485667337936,0.195485667337936,0.533333333333333
0.4,500,"checkerboard","sum","sum",19,0.419543867896174,0.0195438678961742,0.507777777777778
0.4,500,"checkerboard","sum","sum",20,0.504857643244652,0.104857643244652,0.546666666666667
0.4,500,"checkerboard","sum","sum",21,0.428420436867195,0.0284204368671953,0.533333333333333
0.4,500,"checkerboard","sum","sum",22,0.24596135490193,0.15403864509807,0.518888888888889
0.4,500,"checkerboard","sum","sum",23,0.456253949048188,0.0562539490481884,0.528888888888889
0.4,500,"checkerboard","sum","sum",24,0.658332100177534,0.258332100177534,0.573333333333333
0.4,500,"checkerboard","sum","sum",25,0.524927970599502,0.124927970599502,0.566666666666667
0.4,500,"checkerboard","sum","sum",26,0.444721482091106,0.0447214820911058,0.547777777777778
0.4,500,"checkerboard","sum","sum",27,0.51972106452991,0.11972106452991,0.553333333333333
0.4,500,"checkerboard","sum","sum",28,0.554251826611225,0.154251826611225,0.566666666666667
0.4,500,"checkerboard","sum","sum",29,0.533834435459431,0.133834435459431,0.552222222222222
0.4,500,"checkerboard","sum","sum",30,0.487301864461331,0.0873018644613307,0.523333333333333
0.4,500,"checkerboard","sum","sum",31,0.307862225841752,0.0921377741582481,0.537777777777778
0.4,500,"checkerboard","sum","sum",32,0.570291022923459,0.170291022923459,0.558888888888889
0.4,500,"checkerboard","sum","sum",33,0.326025926255997,0.0739740737440027,0.498888888888889
0.4,500,"checkerboard","sum","sum",34,0.408235173333733,0.00823517333373264,0.521111111111111
0.4,500,"checkerboard","sum","sum",35,0.429407027152672,0.0294070271526716,0.538888888888889
0.4,500,"checkerboard","sum","sum",36,0.472456057657427,0.072456057657427,0.54
0.4,500,"checkerboard","sum","sum",37,0.43825936479661,0.0382593647966098,0.541111111111111
0.4,500,"checkerboard","sum","sum",38,0.327288293438241,0.0727117065617587,0.543333333333333
0.4,500,"checkerboard","sum","sum",39,0.3995286429008,0.000471357099199876,0.561111111111111
0.4,500,"checkerboard","sum","sum",40,0.345507621037652,0.0544923789623478,0.535555555555556
0.4,500,"checkerboard","sum","sum",41,0.457673613828674,0.0576736138286739,0.55
0.4,500,"checkerboard","sum","sum",42,0.449917695195858,0.0499176951958583,0.561111111111111
0.4,500,"checkerboard","sum","sum",43,0.373328651744718,0.0266713482552821,0.534444444444444
0.4,500,"checkerboard","sum","sum",44,0.544631997642178,0.144631997642178,0.548888888888889
0.4,500,"checkerboard","sum","sum",45,0.462467483755577,0.0624674837555773,0.538888888888889
0.4,500,"checkerboard","sum","sum",46,0.364136198580889,0.0358638014191113,0.545555555555556
0.4,500,"checkerboard","sum","sum",47,0.400949742888256,0.000949742888255833,0.548888888888889
0.4,500,"checkerboard","sum","sum",48,0.422618172751905,0.0226181727519051,0.537777777777778
0.4,500,"checkerboard","sum","sum",49,0.425069687815007,0.0250696878150074,0.565555555555556
0.4,500,"checkerboard","sum","sum",50,0.609783448001692,0.209783448001692,0.534444444444444
0.4,2000,"parallel","avg","avg",1,0.419888662966759,0.0198886629667594,0.512222222222222
0.4,2000,"parallel","avg","avg",2,-0.167055591652579,0.567055591652579,0.497777777777778
0.4,2000,"parallel","avg","avg",3,0.0528918943096356,0.347108105690364,0.517777777777778
0.4,2000,"parallel","avg","avg",4,0.0356269131917272,0.364373086808273,0.493333333333333
0.4,2000,"parallel","avg","avg",5,0.488737442724091,0.088737442724091,0.502222222222222
0.4,2000,"parallel","avg","avg",6,0.348240489493498,0.0517595105065024,0.516666666666667
0.4,2000,"parallel","avg","avg",7,0.406974457250203,0.00697445725020296,0.53
0.4,2000,"parallel","avg","avg",8,0.531542578145212,0.131542578145212,0.517777777777778
0.4,2000,"parallel","avg","avg",9,0.150309901080952,0.249690098919048,0.497777777777778
0.4,2000,"parallel","avg","avg",10,0.291262316085371,0.108737683914629,0.498888888888889
0.4,2000,"parallel","avg","avg",11,0.835229928262689,0.435229928262689,0.538888888888889
0.4,2000,"parallel","avg","avg",12,0.214878885665429,0.185121114334571,0.51
0.4,2000,"parallel","avg","avg",13,0.58925627983079,0.18925627983079,0.523333333333333
0.4,2000,"parallel","avg","avg",14,0.217251676584898,0.182748323415102,0.521111111111111
0.4,2000,"parallel","avg","avg",15,0.486455267104997,0.0864552671049966,0.498888888888889
0.4,2000,"parallel","avg","avg",16,0.41554989469179,0.01554989469179,0.52
0.4,2000,"parallel","avg","avg",17,0.499489954713034,0.0994899547130338,0.49
0.4,2000,"parallel","avg","avg",18,0.215370129825637,0.184629870174363,0.522222222222222
0.4,2000,"parallel","avg","avg",19,0.521284577407014,0.121284577407014,0.522222222222222
0.4,2000,"parallel","avg","avg",20,0.259406032571321,0.140593967428679,0.49
0.4,2000,"parallel","avg","avg",21,0.828738370268764,0.428738370268764,0.544444444444444
0.4,2000,"parallel","avg","avg",22,0.340596972374334,0.0594030276256663,0.51
0.4,2000,"parallel","avg","avg",23,0.740815500761093,0.340815500761093,0.521111111111111
0.4,2000,"parallel","avg","avg",24,0.302196720971448,0.0978032790285516,0.507777777777778
0.4,2000,"parallel","avg","avg",25,-0.369767267433798,0.769767267433798,0.452222222222222
0.4,2000,"parallel","avg","avg",26,0.449656720712129,0.049656720712129,0.546666666666667
0.4,2000,"parallel","avg","avg",27,0.554967610830917,0.154967610830917,0.524444444444444
0.4,2000,"parallel","avg","avg",28,0.574033988563069,0.174033988563069,0.516666666666667
0.4,2000,"parallel","avg","avg",29,0.295062897620482,0.104937102379518,0.535555555555556
0.4,2000,"parallel","avg","avg",30,0.688019634534369,0.288019634534369,0.531111111111111
0.4,2000,"parallel","avg","avg",31,-0.165229514273844,0.565229514273844,0.467777777777778
0.4,2000,"parallel","avg","avg",32,0.222893720497976,0.177106279502024,0.538888888888889
0.4,2000,"parallel","avg","avg",33,0.425366906578571,0.025366906578571,0.515555555555556
0.4,2000,"parallel","avg","avg",34,0.152070626246382,0.247929373753618,0.486666666666667
0.4,2000,"parallel","avg","avg",35,0.779862632989896,0.379862632989896,0.518888888888889
0.4,2000,"parallel","avg","avg",36,0.860526112161409,0.460526112161409,0.504444444444444
0.4,2000,"parallel","avg","avg",37,0.640301931367829,0.240301931367829,0.514444444444444
0.4,2000,"parallel","avg","avg",38,0.603256032460615,0.203256032460615,0.502222222222222
0.4,2000,"parallel","avg","avg",39,0.12503390402041,0.27496609597959,0.482222222222222
0.4,2000,"parallel","avg","avg",40,0.230140453601656,0.169859546398344,0.507777777777778
0.4,2000,"parallel","avg","avg",41,0.952228283592301,0.552228283592301,0.511111111111111
0.4,2000,"parallel","avg","avg",42,0.409486186754096,0.00948618675409579,0.503333333333333
0.4,2000,"parallel","avg","avg",43,-0.110230376330822,0.510230376330822,0.474444444444444
0.4,2000,"parallel","avg","avg",44,0.651259390331772,0.251259390331772,0.528888888888889
0.4,2000,"parallel","avg","avg",45,0.899348483674052,0.499348483674052,0.493333333333333
0.4,2000,"parallel","avg","avg",46,0.37203347491804,0.0279665250819601,0.533333333333333
0.4,2000,"parallel","avg","avg",47,0.796765946132557,0.396765946132557,0.5
0.4,2000,"parallel","avg","avg",48,0.646381918824868,0.246381918824867,0.504444444444444
0.4,2000,"parallel","avg","avg",49,0.202169044427811,0.197830955572189,0.49
0.4,2000,"parallel","avg","avg",50,0.797291294095249,0.397291294095249,0.526666666666667
0.4,2000,"parallel","sum","sum",1,0.361042331911584,0.0389576680884163,0.543333333333333
0.4,2000,"parallel","sum","sum",2,0.418583850040232,0.0185838500402316,0.544444444444444
0.4,2000,"parallel","sum","sum",3,0.360221181485612,0.0397788185143879,0.563333333333333
0.4,2000,"parallel","sum","sum",4,0.442042446119178,0.0420424461191778,0.534444444444444
0.4,2000,"parallel","sum","sum",5,0.395231612222027,0.00476838777797273,0.532222222222222
0.4,2000,"parallel","sum","sum",6,0.505961295837274,0.105961295837274,0.55
0.4,2000,"parallel","sum","sum",7,0.448474484580447,0.048474484580447,0.566666666666667
0.4,2000,"parallel","sum","sum",8,0.452091979188412,0.0520919791884124,0.535555555555556
0.4,2000,"parallel","sum","sum",9,0.247611604308166,0.152388395691834,0.526666666666667
0.4,2000,"parallel","sum","sum",10,0.475124188132007,0.0751241881320072,0.543333333333333
0.4,2000,"parallel","sum","sum",11,0.567795177276484,0.167795177276484,0.582222222222222
0.4,2000,"parallel","sum","sum",12,0.41964675292322,0.0196467529232203,0.55
0.4,2000,"parallel","sum","sum",13,0.512453891307997,0.112453891307997,0.556666666666667
0.4,2000,"parallel","sum","sum",14,0.332762699940415,0.0672373000595847,0.554444444444444
0.4,2000,"parallel","sum","sum",15,0.27694034023469,0.12305965976531,0.518888888888889
0.4,2000,"parallel","sum","sum",16,0.474672535368132,0.0746725353681321,0.553333333333333
0.4,2000,"parallel","sum","sum",17,0.547323504301433,0.147323504301433,0.525555555555556
0.4,2000,"parallel","sum","sum",18,0.33632770043568,0.0636722995643196,0.552222222222222
0.4,2000,"parallel","sum","sum",19,0.524573245909999,0.124573245909999,0.557777777777778
0.4,2000,"parallel","sum","sum",20,0.302322075932206,0.0976779240677942,0.528888888888889
0.4,2000,"parallel","sum","sum",21,0.414261219142203,0.0142612191422032,0.566666666666667
0.4,2000,"parallel","sum","sum",22,0.445337619687444,0.0453376196874436,0.543333333333333
0.4,2000,"parallel","sum","sum",23,0.508400345919245,0.108400345919245,0.563333333333333
0.4,2000,"parallel","sum","sum",24,0.522543025885763,0.122543025885763,0.554444444444444
0.4,2000,"parallel","sum","sum",25,0.459574642654998,0.0595746426549984,0.496666666666667
0.4,2000,"parallel","sum","sum",26,0.537034650156024,0.137034650156024,0.585555555555556
0.4,2000,"parallel","sum","sum",27,0.420873590934159,0.0208735909341592,0.557777777777778
0.4,2000,"parallel","sum","sum",28,0.492534326361807,0.092534326361807,0.55
0.4,2000,"parallel","sum","sum",29,0.422169992760151,0.0221699927601512,0.571111111111111
0.4,2000,"parallel","sum","sum",30,0.444421155802657,0.0444211558026572,0.562222222222222
0.4,2000,"parallel","sum","sum",31,0.287640237780045,0.112359762219955,0.511111111111111
0.4,2000,"parallel","sum","sum",32,0.288056623867371,0.111943376132629,0.578888888888889
0.4,2000,"parallel","sum","sum",33,0.551545243145745,0.151545243145745,0.557777777777778
0.4,2000,"parallel","sum","sum",34,0.400993806476683,0.000993806476683456,0.52
0.4,2000,"parallel","sum","sum",35,0.410949456191087,0.0109494561910868,0.545555555555556
0.4,2000,"parallel","sum","sum",36,0.628933232119606,0.228933232119606,0.536666666666667
0.4,2000,"parallel","sum","sum",37,0.290049276014068,0.109950723985932,0.531111111111111
0.4,2000,"parallel","sum","sum",38,0.391490138911405,0.00850986108859453,0.527777777777778
0.4,2000,"parallel","sum","sum",39,0.339114646064791,0.060885353935209,0.523333333333333
0.4,2000,"parallel","sum","sum",40,0.445299419612102,0.0452994196121019,0.551111111111111
0.4,2000,"parallel","sum","sum",41,0.524017810913042,0.124017810913042,0.55
0.4,2000,"parallel","sum","sum",42,0.40484423007096,0.00484423007096041,0.532222222222222
0.4,2000,"parallel","sum","sum",43,0.34435911074552,0.0556408892544804,0.511111111111111
0.4,2000,"parallel","sum","sum",44,0.432197251121166,0.0321972511211657,0.561111111111111
0.4,2000,"parallel","sum","sum",45,0.509257059654405,0.109257059654405,0.514444444444444
0.4,2000,"parallel","sum","sum",46,0.585656276532594,0.185656276532594,0.58
0.4,2000,"parallel","sum","sum",47,0.492042310437958,0.0920423104379576,0.533333333333333
0.4,2000,"parallel","sum","sum",48,0.412579993658327,0.0125799936583275,0.54
0.4,2000,"parallel","sum","sum",49,0.311971606955516,0.0880283930444838,0.521111111111111
0.4,2000,"parallel","sum","sum",50,0.456125318324583,0.0561253183245826,0.564444444444444
0.4,2000,"checkerboard","avg","avg",1,0.550406106848875,0.150406106848875,0.52
0.4,2000,"checkerboard","avg","avg",2,0.61941243320923,0.21941243320923,0.514444444444444
0.4,2000,"checkerboard","avg","avg",3,0.382692253416378,0.0173077465836221,0.535555555555556
0.4,2000,"checkerboard","avg","avg",4,0.731409387382327,0.331409387382327,0.507777777777778
0.4,2000,"checkerboard","avg","avg",5,-0.305405221896115,0.705405221896115,0.48
0.4,2000,"checkerboard","avg","avg",6,-0.0639922751583144,0.463992275158314,0.501111111111111
0.4,2000,"checkerboard","avg","avg",7,1.09027659520391,0.690276595203908,0.536666666666667
0.4,2000,"checkerboard","avg","avg",8,0.595865594642131,0.195865594642131,0.517777777777778
0.4,2000,"checkerboard","avg","avg",9,0.473249997856029,0.0732499978560294,0.51
0.4,2000,"checkerboard","avg","avg",10,0.18016064077326,0.21983935922674,0.491111111111111
0.4,2000,"checkerboard","avg","avg",11,0.0627960719599958,0.337203928040004,0.51
0.4,2000,"checkerboard","avg","avg",12,0.589401239128966,0.189401239128966,0.528888888888889
0.4,2000,"checkerboard","avg","avg",13,0.405534890984195,0.00553489098419496,0.518888888888889
0.4,2000,"checkerboard","avg","avg",14,0.90241441814536,0.50241441814536,0.536666666666667
0.4,2000,"checkerboard","avg","avg",15,0.780262913242802,0.380262913242802,0.497777777777778
0.4,2000,"checkerboard","avg","avg",16,-0.0268894937476034,0.426889493747603,0.511111111111111
0.4,2000,"checkerboard","avg","avg",17,0.0847323861401816,0.315267613859818,0.475555555555556
0.4,2000,"checkerboard","avg","avg",18,0.304470136774286,0.095529863225714,0.514444444444444
0.4,2000,"checkerboard","avg","avg",19,0.776455178158093,0.376455178158093,0.525555555555556
0.4,2000,"checkerboard","avg","avg",20,0.122336402193752,0.277663597806248,0.491111111111111
0.4,2000,"checkerboard","avg","avg",21,0.320723045473231,0.0792769545267691,0.533333333333333
0.4,2000,"checkerboard","avg","avg",22,0.843610533125939,0.443610533125939,0.521111111111111
0.4,2000,"checkerboard","avg","avg",23,0.214522300290027,0.185477699709973,0.49
0.4,2000,"checkerboard","avg","avg",24,-0.0208290401328293,0.420829040132829,0.504444444444444
0.4,2000,"checkerboard","avg","avg",25,0.0413702664266481,0.358629733573352,0.451111111111111
0.4,2000,"checkerboard","avg","avg",26,0.157661667633503,0.242338332366497,0.533333333333333
0.4,2000,"checkerboard","avg","avg",27,0.315832570778732,0.0841674292212678,0.514444444444444
0.4,2000,"checkerboard","avg","avg",28,0.0149613716228194,0.385038628377181,0.503333333333333
0.4,2000,"checkerboard","avg","avg",29,0.793326694141681,0.393326694141681,0.551111111111111
0.4,2000,"checkerboard","avg","avg",30,0.917388227296403,0.517388227296403,0.528888888888889
0.4,2000,"checkerboard","avg","avg",31,0.501191833933724,0.101191833933724,0.492222222222222
0.4,2000,"checkerboard","avg","avg",32,0.141377778873285,0.258622221126715,0.537777777777778
0.4,2000,"checkerboard","avg","avg",33,0.500636799559156,0.100636799559156,0.515555555555556
0.4,2000,"checkerboard","avg","avg",34,1.00849058870594,0.608490588705943,0.505555555555556
0.4,2000,"checkerboard","avg","avg",35,0.450057929423171,0.0500579294231708,0.513333333333333
0.4,2000,"checkerboard","avg","avg",36,0.179873592259673,0.220126407740327,0.482222222222222
0.4,2000,"checkerboard","avg","avg",37,0.612439985025833,0.212439985025833,0.525555555555556
0.4,2000,"checkerboard","avg","avg",38,0.460025139013286,0.0600251390132858,0.513333333333333
0.4,2000,"checkerboard","avg","avg",39,1.08452804366756,0.684528043667559,0.508888888888889
0.4,2000,"checkerboard","avg","avg",40,1.03850836080909,0.638508360809089,0.52
0.4,2000,"checkerboard","avg","avg",41,0.653260942691924,0.253260942691924,0.501111111111111
0.4,2000,"checkerboard","avg","avg",42,0.451468595393757,0.051468595393757,0.497777777777778
0.4,2000,"checkerboard","avg","avg",43,0.199556073439689,0.200443926560311,0.48
0.4,2000,"checkerboard","avg","avg",44,0.408672246938621,0.0086722469386214,0.52
0.4,2000,"checkerboard","avg","avg",45,0.451703968583164,0.0517039685831641,0.49
0.4,2000,"checkerboard","avg","avg",46,0.590764395483911,0.190764395483911,0.524444444444444
0.4,2000,"checkerboard","avg","avg",47,0.0443834895381827,0.355616510461817,0.475555555555556
0.4,2000,"checkerboard","avg","avg",48,-0.134279984254695,0.534279984254695,0.483333333333333
0.4,2000,"checkerboard","avg","avg",49,-0.034240113344974,0.434240113344974,0.49
0.4,2000,"checkerboard","avg","avg",50,0.687030128953282,0.287030128953282,0.524444444444444
0.4,2000,"checkerboard","sum","sum",1,0.312295381333642,0.0877046186663579,0.546666666666667
0.4,2000,"checkerboard","sum","sum",2,0.44020809591744,0.0402080959174402,0.546666666666667
0.4,2000,"checkerboard","sum","sum",3,0.344640885255653,0.0553591147443472,0.557777777777778
0.4,2000,"checkerboard","sum","sum",4,0.514027502517348,0.114027502517348,0.534444444444444
0.4,2000,"checkerboard","sum","sum",5,0.339447065859655,0.0605529341403452,0.513333333333333
0.4,2000,"checkerboard","sum","sum",6,0.296490420518631,0.103509579481369,0.533333333333333
0.4,2000,"checkerboard","sum","sum",7,0.519596030169792,0.119596030169792,0.567777777777778
0.4,2000,"checkerboard","sum","sum",8,0.526649500465064,0.126649500465064,0.551111111111111
0.4,2000,"checkerboard","sum","sum",9,0.532749458346384,0.132749458346384,0.545555555555556
0.4,2000,"checkerboard","sum","sum",10,0.401947379802057,0.00194737980205717,0.522222222222222
0.4,2000,"checkerboard","sum","sum",11,0.344598611971826,0.0554013880281738,0.553333333333333
0.4,2000,"checkerboard","sum","sum",12,0.474123985175153,0.0741239851751532,0.55
0.4,2000,"checkerboard","sum","sum",13,0.448281654745389,0.0482816547453889,0.556666666666667
0.4,2000,"checkerboard","sum","sum",14,0.499310307192577,0.0993103071925772,0.568888888888889
0.4,2000,"checkerboard","sum","sum",15,0.520743040577869,0.120743040577869,0.522222222222222
0.4,2000,"checkerboard","sum","sum",16,0.344892823393774,0.0551071766062259,0.546666666666667
0.4,2000,"checkerboard","sum","sum",17,0.378082680171246,0.0219173198287544,0.51
0.4,2000,"checkerboard","sum","sum",18,0.357575771081655,0.0424242289183451,0.551111111111111
0.4,2000,"checkerboard","sum","sum",19,0.509547838458434,0.109547838458434,0.56
0.4,2000,"checkerboard","sum","sum",20,0.43692240636452,0.0369224063645195,0.536666666666667
0.4,2000,"checkerboard","sum","sum",21,0.403812070542458,0.00381207054245836,0.567777777777778
0.4,2000,"checkerboard","sum","sum",22,0.433549630981947,0.0335496309819472,0.545555555555556
0.4,2000,"checkerboard","sum","sum",23,0.415845374499142,0.0158453744991423,0.531111111111111
0.4,2000,"checkerboard","sum","sum",24,0.417501843193484,0.0175018431934841,0.551111111111111
0.4,2000,"checkerboard","sum","sum",25,0.346857545295569,0.0531424547044308,0.49
0.4,2000,"checkerboard","sum","sum",26,0.466120512838145,0.0661205128381446,0.572222222222222
0.4,2000,"checkerboard","sum","sum",27,0.432714120669788,0.0327141206697877,0.544444444444444
0.4,2000,"checkerboard","sum","sum",28,0.464498846479839,0.0644988464798386,0.56
0.4,2000,"checkerboard","sum","sum",29,0.240094069291312,0.159905930708688,0.553333333333333
0.4,2000,"checkerboard","sum","sum",30,0.390877625485469,0.00912237451453141,0.548888888888889
0.4,2000,"checkerboard","sum","sum",31,0.350388039988955,0.0496119600110452,0.516666666666667
0.4,2000,"checkerboard","sum","sum",32,0.523628438715265,0.123628438715265,0.59
0.4,2000,"checkerboard","sum","sum",33,0.428205855986975,0.0282058559869753,0.554444444444444
0.4,2000,"checkerboard","sum","sum",34,0.441478927878825,0.0414789278788251,0.527777777777778
0.4,2000,"checkerboard","sum","sum",35,0.48358523757615,0.0835852375761497,0.551111111111111
0.4,2000,"checkerboard","sum","sum",36,0.448639872341252,0.0486398723412524,0.513333333333333
0.4,2000,"checkerboard","sum","sum",37,0.430729886842769,0.0307298868427692,0.552222222222222
0.4,2000,"checkerboard","sum","sum",38,0.406244580472521,0.00624458047252141,0.537777777777778
0.4,2000,"checkerboard","sum","sum",39,0.487017679911927,0.0870176799119273,0.528888888888889
0.4,2000,"checkerboard","sum","sum",40,0.51827784688353,0.11827784688353,0.545555555555556
0.4,2000,"checkerboard","sum","sum",41,0.440525376319509,0.0405253763195085,0.534444444444444
0.4,2000,"checkerboard","sum","sum",42,0.295386971536852,0.104613028463148,0.516666666666667
0.4,2000,"checkerboard","sum","sum",43,0.458293810385116,0.0582938103851162,0.521111111111111
0.4,2000,"checkerboard","sum","sum",44,0.473528479784245,0.0735284797842451,0.56
0.4,2000,"checkerboard","sum","sum",45,0.321742337728008,0.0782576622719924,0.513333333333333
0.4,2000,"checkerboard","sum","sum",46,0.410955887431758,0.0109558874317581,0.56
0.4,2000,"checkerboard","sum","sum",47,0.333530880417534,0.0664691195824658,0.507777777777778
0.4,2000,"checkerboard","sum","sum",48,0.309943172743759,0.0900568272562407,0.521111111111111
0.4,2000,"checkerboard","sum","sum",49,0.303073589233244,0.0969264107667557,0.525555555555556
0.4,2000,"checkerboard","sum","sum",50,0.459691792953933,0.0596917929539331,0.56
1.6,20,"parallel","avg","avg",1,1.13287431290901,0.467125687090987,0.538888888888889
1.6,20,"parallel","avg","avg",2,1.53335453101264,0.0666454689873555,0.538888888888889
1.6,20,"parallel","avg","avg",3,1.37114242688047,0.228857573119531,0.538888888888889
1.6,20,"parallel","avg","avg",4,1.65190990795226,0.0519099079522569,0.554444444444444
1.6,20,"parallel","avg","avg",5,2.08790546999255,0.48790546999255,0.566666666666667
1.6,20,"parallel","avg","avg",6,1.79970059037856,0.199700590378561,0.538888888888889
1.6,20,"parallel","avg","avg",7,2.06122296233208,0.461222962332079,0.53
1.6,20,"parallel","avg","avg",8,1.71735332301132,0.117353323011321,0.558888888888889
1.6,20,"parallel","avg","avg",9,1.28669990167299,0.313300098327007,0.541111111111111
1.6,20,"parallel","avg","avg",10,1.18197764946677,0.418022350533226,0.534444444444444
1.6,20,"parallel","avg","avg",11,1.24942949836181,0.350570501638192,0.533333333333333
1.6,20,"parallel","avg","avg",12,1.50090612238333,0.0990938776166705,0.514444444444444
1.6,20,"parallel","avg","avg",13,1.16949568577358,0.430504314226421,0.511111111111111
1.6,20,"parallel","avg","avg",14,1.73457283315683,0.134572833156835,0.577777777777778
1.6,20,"parallel","avg","avg",15,1.78417263453811,0.184172634538105,0.546666666666667
1.6,20,"parallel","avg","avg",16,2.05991782368769,0.459917823687692,0.558888888888889
1.6,20,"parallel","avg","avg",17,1.33306723732887,0.266932762671126,0.512222222222222
1.6,20,"parallel","avg","avg",18,1.29620626535989,0.303793734640114,0.537777777777778
1.6,20,"parallel","avg","avg",19,1.73410913186789,0.134109131867887,0.556666666666667
1.6,20,"parallel","avg","avg",20,1.76810592465525,0.168105924655252,0.542222222222222
1.6,20,"parallel","avg","avg",21,1.93685495485262,0.336854954852621,0.547777777777778
1.6,20,"parallel","avg","avg",22,1.97290851472805,0.372908514728047,0.564444444444444
1.6,20,"parallel","avg","avg",23,1.96938882335553,0.369388823355526,0.543333333333333
1.6,20,"parallel","avg","avg",24,1.76432477553783,0.164324775537832,0.544444444444444
1.6,20,"parallel","avg","avg",25,1.76845118282523,0.168451182825226,0.564444444444444
1.6,20,"parallel","avg","avg",26,1.5247571643082,0.0752428356918038,0.566666666666667
1.6,20,"parallel","avg","avg",27,1.49943067824964,0.100569321750362,0.556666666666667
1.6,20,"parallel","avg","avg",28,2.27595052146919,0.67595052146919,0.555555555555556
1.6,20,"parallel","avg","avg",29,0.96962123477895,0.63037876522105,0.533333333333333
1.6,20,"parallel","avg","avg",30,1.99449458087174,0.394494580871742,0.545555555555556
1.6,20,"parallel","avg","avg",31,1.96349566411894,0.363495664118941,0.557777777777778
1.6,20,"parallel","avg","avg",32,1.67335709398146,0.0733570939814645,0.54
1.6,20,"parallel","avg","avg",33,1.31101693352915,0.288983066470852,0.543333333333333
1.6,20,"parallel","avg","avg",34,1.69969879034628,0.0996987903462787,0.554444444444444
1.6,20,"parallel","avg","avg",35,1.52862243782361,0.0713775621763901,0.563333333333333
1.6,20,"parallel","avg","avg",36,1.96628118536917,0.366281185369167,0.541111111111111
1.6,20,"parallel","avg","avg",37,2.13661048683354,0.536610486833541,0.552222222222222
1.6,20,"parallel","avg","avg",38,1.59359640842826,0.00640359157173931,0.544444444444444
1.6,20,"parallel","avg","avg",39,1.80543747473201,0.205437474732006,0.537777777777778
1.6,20,"parallel","avg","avg",40,1.39436912078102,0.205630879218978,0.538888888888889
1.6,20,"parallel","avg","avg",41,1.56511967969483,0.0348803203051693,0.562222222222222
1.6,20,"parallel","avg","avg",42,1.42510569552083,0.174894304479167,0.57
1.6,20,"parallel","avg","avg",43,1.36222402385189,0.237775976148112,0.521111111111111
1.6,20,"parallel","avg","avg",44,1.39535131490549,0.204648685094515,0.546666666666667
1.6,20,"parallel","avg","avg",45,1.69782078406396,0.0978207840639562,0.555555555555556
1.6,20,"parallel","avg","avg",46,1.17807147455278,0.421928525447216,0.525555555555556
1.6,20,"parallel","avg","avg",47,2.01071979686126,0.410719796861265,0.532222222222222
1.6,20,"parallel","avg","avg",48,1.4366207262667,0.163379273733299,0.553333333333333
1.6,20,"parallel","avg","avg",49,1.82603788803408,0.226037888034078,0.543333333333333
1.6,20,"parallel","avg","avg",50,1.35012489556275,0.249875104437251,0.514444444444444
1.6,20,"parallel","sum","sum",1,1.62381053341913,0.023810533419129,0.718888888888889
1.6,20,"parallel","sum","sum",2,1.51495074542471,0.0850492545752934,0.695555555555556
1.6,20,"parallel","sum","sum",3,1.28704452843554,0.312955471564464,0.692222222222222
1.6,20,"parallel","sum","sum",4,1.36957010107813,0.230429898921871,0.727777777777778
1.6,20,"parallel","sum","sum",5,1.5535844535266,0.0464155464734011,0.723333333333333
1.6,20,"parallel","sum","sum",6,1.46798852759601,0.132011472403991,0.703333333333333
1.6,20,"parallel","sum","sum",7,1.22230365512635,0.377696344873654,0.692222222222222
1.6,20,"parallel","sum","sum",8,1.42113250529868,0.178867494701315,0.73
1.6,20,"parallel","sum","sum",9,1.45421070222572,0.145789297774277,0.702222222222222
1.6,20,"parallel","sum","sum",10,1.17021364712543,0.429786352874567,0.696666666666667
1.6,20,"parallel","sum","sum",11,1.51616084955212,0.0838391504478788,0.697777777777778
1.6,20,"parallel","sum","sum",12,1.74574305733608,0.145743057336079,0.692222222222222
1.6,20,"parallel","sum","sum",13,1.53267517029801,0.0673248297019895,0.695555555555556
1.6,20,"parallel","sum","sum",14,1.51193036955782,0.0880696304421806,0.741111111111111
1.6,20,"parallel","sum","sum",15,1.29789704884603,0.302102951153966,0.705555555555556
1.6,20,"parallel","sum","sum",16,1.61965719436171,0.0196571943617128,0.727777777777778
1.6,20,"parallel","sum","sum",17,1.4159019537956,0.184098046204398,0.685555555555556
