"eta_true","sweeps","update","gen_scale","fit_scale","rep","eta_hat","eta_abs_bias","disease_rate"
0.4,20,"parallel","sum","sum",42,0.472044753195917,0.0720447531959169,0.532222222222222
0.4,20,"parallel","sum","sum",43,0.337173448403912,0.062826551596088,0.554444444444444
0.4,20,"parallel","sum","sum",44,0.35299474279338,0.0470052572066202,0.57
0.4,20,"parallel","sum","sum",45,0.552750668288713,0.152750668288713,0.572222222222222
0.4,20,"parallel","sum","sum",46,0.463958861435277,0.0639588614352774,0.565555555555556
0.4,20,"parallel","sum","sum",47,0.388182160231633,0.0118178397683671,0.527777777777778
0.4,20,"parallel","sum","sum",48,0.417980411777746,0.0179804117777457,0.553333333333333
0.4,20,"parallel","sum","sum",49,0.576387672952941,0.176387672952941,0.576666666666667
0.4,20,"parallel","sum","sum",50,0.5096047261547,0.1096047261547,0.566666666666667
0.4,20,"checkerboard","avg","avg",1,-0.0215651718682168,0.421565171868217,0.507777777777778
0.4,20,"checkerboard","avg","avg",2,0.850870823890755,0.450870823890755,0.545555555555556
0.4,20,"checkerboard","avg","avg",3,1.12162901772959,0.721629017729589,0.524444444444444
0.4,20,"checkerboard","avg","avg",4,0.365867373143466,0.0341326268565336,0.501111111111111
0.4,20,"checkerboard","avg","avg",5,0.349100274841995,0.0508997251580048,0.504444444444444
0.4,20,"checkerboard","avg","avg",6,0.834226835766112,0.434226835766112,0.517777777777778
0.4,20,"checkerboard","avg","avg",7,0.0914079414691813,0.308592058530819,0.511111111111111
0.4,20,"checkerboard","avg","avg",8,0.438427117732503,0.0384271177325028,0.516666666666667
0.4,20,"checkerboard","avg","avg",9,0.195069526178825,0.204930473821175,0.512222222222222
0.4,20,"checkerboard","avg","avg",10,0.532214370515915,0.132214370515915,0.527777777777778
0.4,20,"checkerboard","avg","avg",11,0.833413339181839,0.433413339181839,0.523333333333333
0.4,20,"checkerboard","avg","avg",12,0.433447371036184,0.0334473710361843,0.52
0.4,20,"checkerboard","avg","avg",13,0.927987909197293,0.527987909197293,0.517777777777778
0.4,20,"checkerboard","avg","avg",14,0.695483355479319,0.295483355479319,0.522222222222222
0.4,20,"checkerboard","avg","avg",15,1.02109739781761,0.621097397817612,0.524444444444444
0.4,20,"checkerboard","avg","avg",16,0.446542853653604,0.0465428536536035,0.491111111111111
0.4,20,"checkerboard","avg","avg",17,0.212473591892234,0.187526408107766,0.484444444444444
0.4,20,"checkerboard","avg","avg",18,0.328735719162186,0.0712642808378137,0.513333333333333
0.4,20,"checkerboard","avg","avg",19,0.017051914746713,0.382948085253287,0.5
0.4,20,"checkerboard","avg","avg",20,0.396714696751171,0.00328530324882914,0.508888888888889
0.4,20,"checkerboard","avg","avg",21,0.873723171151236,0.473723171151236,0.502222222222222
0.4,20,"checkerboard","avg","avg",22,0.611518503911794,0.211518503911794,0.494444444444444
0.4,20,"checkerboard","avg","avg",23,0.874907788985867,0.474907788985867,0.518888888888889
0.4,20,"checkerboard","avg","avg",24,0.742851876299313,0.342851876299313,0.522222222222222
0.4,20,"checkerboard","avg","avg",25,0.263988416150732,0.136011583849268,0.536666666666667
0.4,20,"checkerboard","avg","avg",26,0.653200410011019,0.253200410011019,0.538888888888889
0.4,20,"checkerboard","avg","avg",27,0.0847392255283001,0.3152607744717,0.504444444444444
0.4,20,"checkerboard","avg","avg",28,0.470595274381252,0.0705952743812525,0.532222222222222
0.4,20,"checkerboard","avg","avg",29,0.278386159334439,0.121613840665561,0.497777777777778
0.4,20,"checkerboard","avg","avg",30,0.662753060142982,0.262753060142981,0.507777777777778
0.4,20,"checkerboard","avg","avg",31,-0.0127912526889748,0.412791252688975,0.484444444444444
0.4,20,"checkerboard","avg","avg",32,0.0281228708439498,0.37187712915605,0.507777777777778
0.4,20,"checkerboard","avg","avg",33,0.67354370740941,0.27354370740941,0.536666666666667
0.4,20,"checkerboard","avg","avg",34,0.192472712154719,0.207527287845281,0.546666666666667
0.4,20,"checkerboard","avg","avg",35,0.525235817693676,0.125235817693676,0.491111111111111
0.4,20,"checkerboard","avg","avg",36,0.317384554967658,0.0826154450323418,0.508888888888889
0.4,20,"checkerboard","avg","avg",37,0.587069149898445,0.187069149898445,0.492222222222222
0.4,20,"checkerboard","avg","avg",38,0.168842608675115,0.231157391324885,0.497777777777778
0.4,20,"checkerboard","avg","avg",39,0.227845861074055,0.172154138925945,0.522222222222222
0.4,20,"checkerboard","avg","avg",40,0.114470017734254,0.285529982265746,0.522222222222222
0.4,20,"checkerboard","avg","avg",41,0.838953751968866,0.438953751968866,0.544444444444444
0.4,20,"checkerboard","avg","avg",42,0.475419494688145,0.0754194946881447,0.5
0.4,20,"checkerboard","avg","avg",43,0.61784482012869,0.21784482012869,0.532222222222222
0.4,20,"checkerboard","avg","avg",44,0.529720164355237,0.129720164355237,0.535555555555556
0.4,20,"checkerboard","avg","avg",45,0.227247761854007,0.172752238145993,0.528888888888889
0.4,20,"checkerboard","avg","avg",46,0.64772651201543,0.24772651201543,0.533333333333333
0.4,20,"checkerboard","avg","avg",47,0.630079574493677,0.230079574493677,0.503333333333333
0.4,20,"checkerboard","avg","avg",48,0.25663397038087,0.14336602961913,0.505555555555556
0.4,20,"checkerboard","avg","avg",49,0.644901774811489,0.244901774811489,0.537777777777778
0.4,20,"checkerboard","avg","avg",50,0.463975145416718,0.0639751454167176,0.514444444444444
0.4,20,"checkerboard","sum","sum",1,0.374686951651095,0.0253130483489051,0.544444444444444
0.4,20,"checkerboard","sum","sum",2,0.781232870503643,0.381232870503643,0.586666666666667
0.4,20,"checkerboard","sum","sum",3,0.613295659174068,0.213295659174068,0.553333333333333
0.4,20,"checkerboard","sum","sum",4,0.540668733782061,0.140668733782061,0.55
0.4,20,"checkerboard","sum","sum",5,0.353531204076585,0.0464687959234151,0.535555555555556
0.4,20,"checkerboard","sum","sum",6,0.560668227878462,0.160668227878462,0.544444444444444
0.4,20,"checkerboard","sum","sum",7,0.551542542044436,0.151542542044436,0.558888888888889
0.4,20,"checkerboard","sum","sum",8,0.379107274555993,0.0208927254440072,0.547777777777778
0.4,20,"checkerboard","sum","sum",9,0.433126030833677,0.0331260308336774,0.547777777777778
0.4,20,"checkerboard","sum","sum",10,0.405550197823433,0.00555019782343252,0.556666666666667
0.4,20,"checkerboard","sum","sum",11,0.540620228471552,0.140620228471552,0.552222222222222
0.4,20,"checkerboard","sum","sum",12,0.365448917218573,0.0345510827814269,0.545555555555556
0.4,20,"checkerboard","sum","sum",13,0.48565704897167,0.0856570489716702,0.55
0.4,20,"checkerboard","sum","sum",14,0.339223433949937,0.0607765660500634,0.536666666666667
0.4,20,"checkerboard","sum","sum",15,0.496703922602414,0.0967039226024138,0.545555555555556
0.4,20,"checkerboard","sum","sum",16,0.366823280823632,0.0331767191763678,0.511111111111111
0.4,20,"checkerboard","sum","sum",17,0.479637255729201,0.0796372557292009,0.525555555555556
0.4,20,"checkerboard","sum","sum",18,0.459004072217334,0.0590040722173341,0.557777777777778
0.4,20,"checkerboard","sum","sum",19,0.374553670045663,0.0254463299543367,0.545555555555556
0.4,20,"checkerboard","sum","sum",20,0.527229900523839,0.127229900523839,0.545555555555556
0.4,20,"checkerboard","sum","sum",21,0.574011535248754,0.174011535248754,0.536666666666667
