"method","eta_setting","rep","param","truth","mean","sd","q025","q975","bias","abs_bias","covered"
"Proposed Method (ADVI)",0.4,1,"beta17",0,-0.079220172527,0.169651595801663,-0.405865175,0.2635741,-0.079220172527,0.079220172527,TRUE
"Proposed Method (ADVI)",0.4,1,"beta18",0,0.190979768536,0.185015631512789,-0.16677295,0.567715125,0.190979768536,0.190979768536,TRUE
"Proposed Method (ADVI)",0.4,1,"beta19",0,-0.18466365076,0.159249856324,-0.5078681,0.11222815,-0.18466365076,0.18466365076,TRUE
"Proposed Method (ADVI)",0.4,1,"beta20",0,-0.172339636298,0.160105654465155,-0.4831676,0.14190095,-0.172339636298,0.172339636298,TRUE
"Proposed Method (ADVI)",0.4,1,"eta",0.4,0.507298272,0.316077079719524,0.134078475,1.288602,0.107298272,0.107298272,TRUE
"Naive Method (ADVI)",0.4,2,"beta1",1,0.555301261895,0.407206162175727,-0.247688575,1.34130325,-0.444698738105,0.444698738105,TRUE
"Naive Method (ADVI)",0.4,2,"beta2",2,-0.25723722054,0.704394975735076,-1.60366625,1.10625025,-2.25723722054,2.25723722054,FALSE
"Naive Method (ADVI)",0.4,2,"beta3",3,0.7538555381,0.652644915923576,-0.562935925,2.03462775,-2.2461444619,2.2461444619,FALSE
"Naive Method (ADVI)",0.4,2,"beta4",-4,-1.8860143176,0.618133674942869,-3.09420475,-0.717668875,2.1139856824,2.1139856824,FALSE
"Naive Method (ADVI)",0.4,2,"beta5",-5,-2.1043849933,0.745076485959084,-3.61268525,-0.596455375,2.8956150067,2.8956150067,FALSE
"Naive Method (ADVI)",0.4,2,"beta6",0,-1.05653380302,0.61073781883412,-2.26931075,0.1321249,-1.05653380302,1.05653380302,TRUE
"Naive Method (ADVI)",0.4,2,"beta7",0,-0.1680895481087,0.383407861090109,-0.880345875,0.589180175,-0.1680895481087,0.1680895481087,TRUE
"Naive Method (ADVI)",0.4,2,"beta8",0,-0.021756212976,0.40998895365175,-0.821373775,0.795048375,-0.021756212976,0.021756212976,TRUE
"Naive Method (ADVI)",0.4,2,"beta9",0,0.609266611444,0.554640880910021,-0.4508685,1.65983625,0.609266611444,0.609266611444,TRUE
"Naive Method (ADVI)",0.4,2,"beta10",0,-0.273257210342,0.387657909443599,-1.08232725,0.47074775,-0.273257210342,0.273257210342,TRUE
"Naive Method (ADVI)",0.4,2,"beta11",0,-0.53779264903,0.631290927106469,-1.7653175,0.6643591,-0.53779264903,0.53779264903,TRUE
"Naive Method (ADVI)",0.4,2,"beta12",0,0.1279923638814,0.527306678012592,-0.950952325,1.11961325,0.1279923638814,0.1279923638814,TRUE
"Naive Method (ADVI)",0.4,2,"beta13",0,0.287365237443,0.404362128680664,-0.505777375,1.10371925,0.287365237443,0.287365237443,TRUE
"Naive Method (ADVI)",0.4,2,"beta14",0,1.1927001677,0.68245778511005,-0.112073575,2.529954,1.1927001677,1.1927001677,TRUE
"Naive Method (ADVI)",0.4,2,"beta15",0,0.85517401533,0.652570424466409,-0.4092314,2.158559,0.85517401533,0.85517401533,TRUE
"Naive Method (ADVI)",0.4,2,"beta16",0,0.308458202642,0.481109497689845,-0.617960575,1.21891475,0.308458202642,0.308458202642,TRUE
"Naive Method (ADVI)",0.4,2,"beta17",0,0.9993979099,0.61122880394542,-0.26290545,2.1610695,0.9993979099,0.9993979099,TRUE
"Naive Method (ADVI)",0.4,2,"beta18",0,0.133560649423,0.427109082303977,-0.688634675,0.95707525,0.133560649423,0.133560649423,TRUE
"Naive Method (ADVI)",0.4,2,"beta19",0,0.8160436537459,0.609230332628407,-0.304501275,2.0520425,0.8160436537459,0.8160436537459,TRUE
"Naive Method (ADVI)",0.4,2,"beta20",0,0.6711848000784,0.591024349859295,-0.509582325,1.87016525,0.6711848000784,0.6711848000784,TRUE
"Proposed Method (ADVI)",0.4,2,"beta1",1,1.028136002,0.186990524320195,0.683746025,1.4215735,0.0281360020000001,0.0281360020000001,TRUE
"Proposed Method (ADVI)",0.4,2,"beta2",2,2.26086,0.246965389241252,1.770247,2.75682025,0.26086,0.26086,TRUE
"Proposed Method (ADVI)",0.4,2,"beta3",3,3.39224865,0.326250206062822,2.75164425,4.039418,0.39224865,0.39224865,TRUE
"Proposed Method (ADVI)",0.4,2,"beta4",-4,-4.68694361,0.421478463468105,-5.51172125,-3.853797,-0.68694361,0.68694361,TRUE
"Proposed Method (ADVI)",0.4,2,"beta5",-5,-5.86927788,0.508363858659422,-6.83253275,-4.84453375,-0.86927788,0.86927788,TRUE
"Proposed Method (ADVI)",0.4,2,"beta6",0,-0.188384588712,0.159886563434652,-0.51559795,0.105533925,-0.188384588712,0.188384588712,TRUE
"Proposed Method (ADVI)",0.4,2,"beta7",0,-0.018195087091,0.185151817337513,-0.378248375,0.336331825,-0.018195087091,0.018195087091,TRUE
"Proposed Method (ADVI)",0.4,2,"beta8",0,-0.0724249996242,0.184064589364758,-0.421797275,0.27302145,-0.0724249996242,0.0724249996242,TRUE
"Proposed Method (ADVI)",0.4,2,"beta9",0,-0.071206886496,0.187019057291847,-0.44650415,0.301653025,-0.071206886496,0.071206886496,TRUE
"Proposed Method (ADVI)",0.4,2,"beta10",0,0.0390226582146,0.141648767775301,-0.239229675,0.3125821,0.0390226582146,0.0390226582146,TRUE
"Proposed Method (ADVI)",0.4,2,"beta11",0,0.1785862554756,0.178620864585559,-0.1660751,0.51903975,0.1785862554756,0.1785862554756,TRUE
"Proposed Method (ADVI)",0.4,2,"beta12",0,-0.204668545527,0.163840547972579,-0.541661825,0.128378275,-0.204668545527,0.204668545527,TRUE
"Proposed Method (ADVI)",0.4,2,"beta13",0,0.200961868881,0.181776751335058,-0.149692575,0.568674625,0.200961868881,0.200961868881,TRUE
"Proposed Method (ADVI)",0.4,2,"beta14",0,0.046916498114,0.172172615958641,-0.29976745,0.364563725,0.046916498114,0.046916498114,TRUE
"Proposed Method (ADVI)",0.4,2,"beta15",0,0.140463280426,0.171290097339419,-0.1857411,0.50056805,0.140463280426,0.140463280426,TRUE
"Proposed Method (ADVI)",0.4,2,"beta16",0,0.03273767311,0.152735288991445,-0.246884375,0.34028035,0.03273767311,0.03273767311,TRUE
"Proposed Method (ADVI)",0.4,2,"beta17",0,0.077559285523,0.177725598674225,-0.246896775,0.44143175,0.077559285523,0.077559285523,TRUE
"Proposed Method (ADVI)",0.4,2,"beta18",0,0.050725837208,0.178198862603817,-0.290430775,0.392964,0.050725837208,0.050725837208,TRUE
"Proposed Method (ADVI)",0.4,2,"beta19",0,-0.0785279233659,0.156046140990223,-0.3838556,0.22127845,-0.0785279233659,0.0785279233659,TRUE
"Proposed Method (ADVI)",0.4,2,"beta20",0,-0.3270874045611,0.172298094794709,-0.662664375,0.00705825249999992,-0.3270874045611,0.3270874045611,TRUE
"Proposed Method (ADVI)",0.4,2,"eta",0.4,1.106716999,0.355228788430923,0.558295,1.87304875,0.706716999,0.706716999,FALSE
"Naive Method (ADVI)",0.4,3,"beta1",1,1.042497348,0.191105994168215,0.664991925,1.41191375,0.0424973479999999,0.0424973479999999,TRUE
"Naive Method (ADVI)",0.4,3,"beta2",2,2.15410111,0.24975119867682,1.65697375,2.649743,0.15410111,0.15410111,TRUE
"Naive Method (ADVI)",0.4,3,"beta3",3,3.42903247,0.316928853511616,2.7966705,4.04224425,0.42903247,0.42903247,TRUE
"Naive Method (ADVI)",0.4,3,"beta4",-4,-4.38457316,0.382846364783371,-5.1304685,-3.665092,-0.38457316,0.38457316,TRUE
"Naive Method (ADVI)",0.4,3,"beta5",-5,-5.44524067,0.444669358396492,-6.301916,-4.59714575,-0.44524067,0.44524067,TRUE
"Naive Method (ADVI)",0.4,3,"beta6",0,-0.2130428724767,0.17456864578039,-0.58181475,0.138161175,-0.2130428724767,0.2130428724767,TRUE
"Naive Method (ADVI)",0.4,3,"beta7",0,0.005299496477,0.178487650088774,-0.335012975,0.359519875,0.005299496477,0.005299496477,TRUE
"Naive Method (ADVI)",0.4,3,"beta8",0,-0.253120165333,0.170534278107288,-0.5932063,0.0914210849999999,-0.253120165333,0.253120165333,TRUE
"Naive Method (ADVI)",0.4,3,"beta9",0,-0.1796563092,0.184987436758232,-0.53913595,0.17092055,-0.1796563092,0.1796563092,TRUE
"Naive Method (ADVI)",0.4,3,"beta10",0,0.25400855742,0.156721101919829,-0.0675366725,0.560562375,0.25400855742,0.25400855742,TRUE
"Naive Method (ADVI)",0.4,3,"beta11",0,0.20303089868,0.162648970951022,-0.1102756,0.5117211,0.20303089868,0.20303089868,TRUE
"Naive Method (ADVI)",0.4,3,"beta12",0,-0.227872817903,0.158075318891116,-0.554168825,0.069221515,-0.227872817903,0.227872817903,TRUE
"Naive Method (ADVI)",0.4,3,"beta13",0,0.057430547478,0.137323506556689,-0.207074775,0.33601595,0.057430547478,0.057430547478,TRUE
"Naive Method (ADVI)",0.4,3,"beta14",0,-0.121983018284,0.16265366230102,-0.427194525,0.19200535,-0.121983018284,0.121983018284,TRUE
"Naive Method (ADVI)",0.4,3,"beta15",0,-0.038938118252,0.174210542613089,-0.372645575,0.287128125,-0.038938118252,0.038938118252,TRUE
"Naive Method (ADVI)",0.4,3,"beta16",0,-0.1017055361113,0.193647543122662,-0.4958746,0.275382425,-0.1017055361113,0.1017055361113,TRUE
"Naive Method (ADVI)",0.4,3,"beta17",0,-0.153777271845,0.188793109620112,-0.528594675,0.203878125,-0.153777271845,0.153777271845,TRUE
"Naive Method (ADVI)",0.4,3,"beta18",0,0.094512771298,0.163463433099781,-0.21945505,0.400121975,0.094512771298,0.094512771298,TRUE
"Naive Method (ADVI)",0.4,3,"beta19",0,0.36608905349,0.183268723563143,0.0172457675,0.732658725,0.36608905349,0.36608905349,FALSE
"Naive Method (ADVI)",0.4,3,"beta20",0,0.021056161418,0.173832534995773,-0.32528415,0.371893825,0.021056161418,0.021056161418,TRUE
"Proposed Method (ADVI)",0.4,3,"beta1",1,1.088780878,0.1795514036416,0.7580923,1.46656125,0.0887808779999999,0.0887808779999999,TRUE
"Proposed Method (ADVI)",0.4,3,"beta2",2,2.21804176,0.243662068198522,1.7339295,2.70685075,0.21804176,0.21804176,TRUE
"Proposed Method (ADVI)",0.4,3,"beta3",3,3.4702849,0.329856437894139,2.83311925,4.1497945,0.4702849,0.4702849,TRUE
"Proposed Method (ADVI)",0.4,3,"beta4",-4,-4.46643656,0.403220284729307,-5.2764605,-3.660681,-0.46643656,0.46643656,TRUE
"Proposed Method (ADVI)",0.4,3,"beta5",-5,-5.56253098,0.479317797467827,-6.4545865,-4.61416225,-0.56253098,0.56253098,TRUE
"Proposed Method (ADVI)",0.4,3,"beta6",0,-0.198749030383,0.176713099599146,-0.557315225,0.126719575,-0.198749030383,0.198749030383,TRUE
"Proposed Method (ADVI)",0.4,3,"beta7",0,0.009889902936,0.192153682063389,-0.36785055,0.368926425,0.009889902936,0.009889902936,TRUE
"Proposed Method (ADVI)",0.4,3,"beta8",0,-0.242129488193,0.165866478917965,-0.56130675,0.0868573449999998,-0.242129488193,0.242129488193,TRUE
"Proposed Method (ADVI)",0.4,3,"beta9",0,-0.230405344201,0.184581179484447,-0.6044189,0.13840745,-0.230405344201,0.230405344201,TRUE
"Proposed Method (ADVI)",0.4,3,"beta10",0,0.2415598552,0.145401585974057,-0.04516378,0.536475425,0.2415598552,0.2415598552,TRUE
"Proposed Method (ADVI)",0.4,3,"beta11",0,0.1990787196779,0.176692804318726,-0.1497074,0.544754875,0.1990787196779,0.1990787196779,TRUE
"Proposed Method (ADVI)",0.4,3,"beta12",0,-0.244646479287,0.166063851708697,-0.5713091,0.0783210374999999,-0.244646479287,0.244646479287,TRUE
"Proposed Method (ADVI)",0.4,3,"beta13",0,0.073899901847,0.163750373210717,-0.232334625,0.400453325,0.073899901847,0.073899901847,TRUE
"Proposed Method (ADVI)",0.4,3,"beta14",0,-0.1105437413548,0.169563845947414,-0.43111505,0.208741375,-0.1105437413548,0.1105437413548,TRUE
"Proposed Method (ADVI)",0.4,3,"beta15",0,-0.022114619685,0.155560689970173,-0.3281188,0.2850142,-0.022114619685,0.022114619685,TRUE
"Proposed Method (ADVI)",0.4,3,"beta16",0,-0.1142265093788,0.156248454130409,-0.405181775,0.201455675,-0.1142265093788,0.1142265093788,TRUE
"Proposed Method (ADVI)",0.4,3,"beta17",0,-0.182280443162,0.186407907394219,-0.527429825,0.192701525,-0.182280443162,0.182280443162,TRUE
"Proposed Method (ADVI)",0.4,3,"beta18",0,0.08571300391,0.192816189564478,-0.293894375,0.4466284,0.08571300391,0.08571300391,TRUE
"Proposed Method (ADVI)",0.4,3,"beta19",0,0.35782729487,0.158541271429259,0.0451654425,0.65970445,0.35782729487,0.35782729487,FALSE
"Proposed Method (ADVI)",0.4,3,"beta20",0,0.037647580489,0.167295412488037,-0.2908732,0.380543725,0.037647580489,0.037647580489,TRUE
"Proposed Method (ADVI)",0.4,3,"eta",0.4,0.4589458355,0.32112996758296,0.10025742,1.2695495,0.0589458355,0.0589458355,TRUE
"Naive Method (ADVI)",1.6,1,"beta1",1,0.72994704715,0.41927326424172,-0.09683866,1.539236,-0.27005295285,0.27005295285,TRUE
"Naive Method (ADVI)",1.6,1,"beta2",2,-0.23176506748,0.738752022315107,-1.64082225,1.19801825,-2.23176506748,2.23176506748,FALSE
"Naive Method (ADVI)",1.6,1,"beta3",3,0.739138555483,0.629728265106121,-0.529102475,1.9787155,-2.260861444517,2.260861444517,FALSE
"Naive Method (ADVI)",1.6,1,"beta4",-4,-1.9643201843,0.635076149199773,-3.19792,-0.7658152,2.0356798157,2.0356798157,FALSE
"Naive Method (ADVI)",1.6,1,"beta5",-5,-2.0836364734,0.728869972628497,-3.54463375,-0.603720875,2.9163635266,2.9163635266,FALSE
"Naive Method (ADVI)",1.6,1,"beta6",0,-1.05666114091,0.613141937983843,-2.29143925,0.1367122,-1.05666114091,1.05666114091,TRUE
"Naive Method (ADVI)",1.6,1,"beta7",0,-0.1377178976826,0.413806958691486,-0.9317088,0.674068425,-0.1377178976826,0.1377178976826,TRUE
"Naive Method (ADVI)",1.6,1,"beta8",0,0.0358588192468,0.401275199735988,-0.794347525,0.8165016,0.0358588192468,0.0358588192468,TRUE
"Naive Method (ADVI)",1.6,1,"beta9",0,0.656193000452,0.534496145330818,-0.366045775,1.67497525,0.656193000452,0.656193000452,TRUE
"Naive Method (ADVI)",1.6,1,"beta10",0,0.06871899234459,0.446542522972371,-0.85525605,0.937604925,0.06871899234459,0.06871899234459,TRUE
"Naive Method (ADVI)",1.6,1,"beta11",0,-0.7054126405,0.583811777484931,-1.85410025,0.3998067,-0.7054126405,0.7054126405,TRUE
"Naive Method (ADVI)",1.6,1,"beta12",0,0.26172201922,0.532625187313301,-0.829309625,1.26402675,0.26172201922,0.26172201922,TRUE
"Naive Method (ADVI)",1.6,1,"beta13",0,0.416023928836,0.411349938989684,-0.40825905,1.2057275,0.416023928836,0.416023928836,TRUE
"Naive Method (ADVI)",1.6,1,"beta14",0,1.15717380238,0.700690889860439,-0.199186325,2.54695425,1.15717380238,1.15717380238,TRUE
"Naive Method (ADVI)",1.6,1,"beta15",0,0.9706034252,0.578945887621874,-0.13457,2.1164355,0.9706034252,0.9706034252,TRUE
"Naive Method (ADVI)",1.6,1,"beta16",0,0.49347001741,0.432919939482046,-0.35677465,1.31541575,0.49347001741,0.49347001741,TRUE
"Naive Method (ADVI)",1.6,1,"beta17",0,0.9942381214,0.627110117874135,-0.306615525,2.18601575,0.9942381214,0.9942381214,TRUE
"Naive Method (ADVI)",1.6,1,"beta18",0,-0.10475141415884,0.392972883256336,-0.878298925,0.682168275,-0.10475141415884,0.10475141415884,TRUE
"Naive Method (ADVI)",1.6,1,"beta19",0,0.85837394059,0.591779212508059,-0.205106325,2.03702125,0.85837394059,0.85837394059,TRUE
"Naive Method (ADVI)",1.6,1,"beta20",0,0.78349166755,0.518683360932349,-0.211949875,1.85199675,0.78349166755,0.78349166755,TRUE
"Proposed Method (ADVI)",1.6,1,"beta1",1,1.343956336,0.197289400964791,0.980598325,1.75905725,0.343956336,0.343956336,TRUE
"Proposed Method (ADVI)",1.6,1,"beta2",2,2.41458291,0.256753983472235,1.89870825,2.915178,0.41458291,0.41458291,TRUE
"Proposed Method (ADVI)",1.6,1,"beta3",3,3.15013986,0.319856408206951,2.53334125,3.81941325,0.15013986,0.15013986,TRUE
"Proposed Method (ADVI)",1.6,1,"beta4",-4,-4.39598171,0.409198772881473,-5.242099,-3.5927825,-0.39598171,0.39598171,TRUE
"Proposed Method (ADVI)",1.6,1,"beta5",-5,-5.30257644,0.488099589442093,-6.23068825,-4.3702775,-0.30257644,0.30257644,TRUE
"Proposed Method (ADVI)",1.6,1,"beta6",0,0.068811512197,0.167240826592223,-0.269966,0.37852325,0.068811512197,0.068811512197,TRUE
"Proposed Method (ADVI)",1.6,1,"beta7",0,0.0217764498239,0.176621715177824,-0.338441575,0.36180615,0.0217764498239,0.0217764498239,TRUE
"Proposed Method (ADVI)",1.6,1,"beta8",0,-0.222257036749,0.161445019691992,-0.522214075,0.10158575,-0.222257036749,0.222257036749,TRUE
"Proposed Method (ADVI)",1.6,1,"beta9",0,0.115591854651,0.173768017365045,-0.240173025,0.441542475,0.115591854651,0.115591854651,TRUE
"Proposed Method (ADVI)",1.6,1,"beta10",0,0.0207661875547,0.158767035741525,-0.28715015,0.329493425,0.0207661875547,0.0207661875547,TRUE
"Proposed Method (ADVI)",1.6,1,"beta11",0,-0.218315860151,0.174252236402915,-0.55169365,0.12474485,-0.218315860151,0.218315860151,TRUE
"Proposed Method (ADVI)",1.6,1,"beta12",0,0.088633654626,0.164661751353286,-0.230900425,0.42789895,0.088633654626,0.088633654626,TRUE
"Proposed Method (ADVI)",1.6,1,"beta13",0,0.1447946917327,0.174130926476645,-0.1797792,0.497957425,0.1447946917327,0.1447946917327,TRUE
"Proposed Method (ADVI)",1.6,1,"beta14",0,-0.129964461074,0.164717799001337,-0.4500063,0.17709665,-0.129964461074,0.129964461074,TRUE
"Proposed Method (ADVI)",1.6,1,"beta15",0,0.310607906346,0.172354272653126,-0.0130338025,0.654042025,0.310607906346,0.310607906346,TRUE
"Proposed Method (ADVI)",1.6,1,"beta16",0,0.082772545151,0.188835472512294,-0.276579675,0.46492385,0.082772545151,0.082772545151,TRUE
"Proposed Method (ADVI)",1.6,1,"beta17",0,0.074363673672,0.185047070980791,-0.273699825,0.4602788,0.074363673672,0.074363673672,TRUE
"Proposed Method (ADVI)",1.6,1,"beta18",0,0.070010752395,0.189656459532713,-0.2826395,0.434344675,0.070010752395,0.070010752395,TRUE
"Proposed Method (ADVI)",1.6,1,"beta19",0,0.078135249338,0.155423096327182,-0.2407698,0.369752075,0.078135249338,0.078135249338,TRUE
"Proposed Method (ADVI)",1.6,1,"beta20",0,0.003560753685,0.165867968648487,-0.31047255,0.318575225,0.003560753685,0.003560753685,TRUE
"Proposed Method (ADVI)",1.6,1,"eta",1.6,1.881708253,0.328316260065255,1.3040785,2.587532,0.281708253,0.281708253,TRUE
"Naive Method (ADVI)",1.6,2,"beta1",1,0.949411332,0.185728535734873,0.583371275,1.30815125,-0.0505886680000001,0.0505886680000001,TRUE
"Naive Method (ADVI)",1.6,2,"beta2",2,2.23312607,0.256818947508658,1.730919,2.74167675,0.23312607,0.23312607,TRUE
"Naive Method (ADVI)",1.6,2,"beta3",3,3.37802722,0.299241744287116,2.79193875,3.92599875,0.37802722,0.37802722,TRUE
"Naive Method (ADVI)",1.6,2,"beta4",-4,-4.3006565,0.390004049664493,-5.041034,-3.55216375,-0.3006565,0.3006565,TRUE
"Naive Method (ADVI)",1.6,2,"beta5",-5,-5.34154182,0.433085815388334,-6.1587815,-4.4944135,-0.34154182,0.34154182,TRUE
"Naive Method (ADVI)",1.6,2,"beta6",0,0.137786260192,0.169561447158377,-0.2038147,0.469783625,0.137786260192,0.137786260192,TRUE
"Naive Method (ADVI)",1.6,2,"beta7",0,0.093129227422,0.181509471117004,-0.24557805,0.442662225,0.093129227422,0.093129227422,TRUE
"Naive Method (ADVI)",1.6,2,"beta8",0,0.031459925886,0.172101144862706,-0.307824225,0.37172675,0.031459925886,0.031459925886,TRUE
"Naive Method (ADVI)",1.6,2,"beta9",0,0.046297932551,0.170650176726599,-0.30588505,0.359521925,0.046297932551,0.046297932551,TRUE
"Naive Method (ADVI)",1.6,2,"beta10",0,0.273386234196,0.158790498692628,-0.06023762,0.57730025,0.273386234196,0.273386234196,TRUE
"Naive Method (ADVI)",1.6,2,"beta11",0,-0.114762528128,0.16540769705405,-0.441026025,0.204220525,-0.114762528128,0.114762528128,TRUE
"Naive Method (ADVI)",1.6,2,"beta12",0,-0.029897748893,0.173871491756491,-0.39194465,0.2980651,-0.029897748893,0.029897748893,TRUE
"Naive Method (ADVI)",1.6,2,"beta13",0,-0.2179803258414,0.171377034699299,-0.544494125,0.12278645,-0.2179803258414,0.2179803258414,TRUE
"Naive Method (ADVI)",1.6,2,"beta14",0,-0.187038637932,0.170080445941962,-0.52851585,0.141719925,-0.187038637932,0.187038637932,TRUE
"Naive Method (ADVI)",1.6,2,"beta15",0,-0.043737991906,0.169238326452376,-0.375115875,0.292017025,-0.043737991906,0.043737991906,TRUE
"Naive Method (ADVI)",1.6,2,"beta16",0,0.013052053282,0.180788068399647,-0.34761675,0.361444925,0.013052053282,0.013052053282,TRUE
"Naive Method (ADVI)",1.6,2,"beta17",0,0.159577368623,0.166573867529738,-0.175348625,0.4619149,0.159577368623,0.159577368623,TRUE
"Naive Method (ADVI)",1.6,2,"beta18",0,0.0327452102479,0.145507109210285,-0.243025,0.318163225,0.0327452102479,0.0327452102479,TRUE
"Naive Method (ADVI)",1.6,2,"beta19",0,0.218004516354,0.178909504271751,-0.1261984,0.55233625,0.218004516354,0.218004516354,TRUE
"Naive Method (ADVI)",1.6,2,"beta20",0,-0.1990173212874,0.18889587534822,-0.572226875,0.185845575,-0.1990173212874,0.1990173212874,TRUE
"Proposed Method (ADVI)",1.6,2,"beta1",1,1.148218865,0.190795422942073,0.7968218,1.549655,0.148218865,0.148218865,TRUE
"Proposed Method (ADVI)",1.6,2,"beta2",2,2.42323751,0.256667026150639,1.92214825,2.93684275,0.42323751,0.42323751,TRUE
"Proposed Method (ADVI)",1.6,2,"beta3",3,3.84017909,0.353616624561173,3.14220775,4.53645975,0.84017909,0.84017909,FALSE
